Time (d), qI (mm/d), qT (mm/d), qR (mm/d), qB (mm/d), dS (mm/d)
    4.59,     3.000,     3.000,     0.000,     0.117,     2.883
    4.60,     3.000,     3.000,     0.000,     0.117,     2.883
    4.61,     3.000,     3.000,     0.000,     0.117,     2.883
    4.62,     3.000,     3.000,     0.000,     0.117,     2.883
    4.63,     3.000,     3.000,     0.000,     0.117,     2.883
    4.64,     3.000,     3.000,     0.000,     0.117,     2.883
    4.65,     3.000,     3.000,     0.000,     0.117,     2.883
    4.66,     3.000,     3.000,     0.000,     0.117,     2.883
    4.67,     3.000,     3.000,     0.000,     0.117,     2.883
    4.68,     3.000,     3.000,     0.000,     0.117,     2.883
    4.69,     3.000,     3.000,     0.000,     0.117,     2.883
    4.70,     3.000,     3.000,     0.000,     0.117,     2.883
    4.71,     3.000,     3.000,     0.000,     0.117,     2.883
    4.72,     3.000,     3.000,     0.000,     0.117,     2.883
    4.73,     3.000,     3.000,     0.000,     0.117,     2.883
    4.74,     3.000,     3.000,     0.000,     0.117,     2.883
    4.75,     3.000,     3.000,     0.000,     0.117,     2.883
    4.76,     3.000,     3.000,     0.000,     0.117,     2.883
    4.77,     3.000,     3.000,     0.000,     0.117,     2.883
    4.78,     3.000,     3.000,     0.000,     0.117,     2.883
    4.79,     3.000,     3.000,     0.000,     0.117,     2.883
    4.80,     3.000,     3.000,     0.000,     0.117,     2.883
    4.81,     3.000,     3.000,     0.000,     0.117,     2.883
    4.82,     3.000,     3.000,     0.000,     0.117,     2.883
    4.83,     3.000,     3.000,     0.000,     0.117,     2.883
    4.84,     3.000,     3.000,     0.000,     0.117,     2.883
    4.85,     3.000,     3.000,     0.000,     0.117,     2.883
    4.86,     3.000,     3.000,     0.000,     0.117,     2.883
    4.87,     3.000,     3.000,     0.000,     0.117,     2.883
    4.88,     3.000,     3.000,     0.000,     0.117,     2.883
    4.89,     3.000,     3.000,     0.000,     0.117,     2.883
    4.90,     3.000,     3.000,     0.000,     0.117,     2.883
    4.91,     3.000,     3.000,     0.000,     0.117,     2.883
    4.92,     3.000,     3.000,     0.000,     0.117,     2.883
    4.93,     3.000,     3.000,     0.000,     0.117,     2.883
    4.94,     3.000,     3.000,     0.000,     0.117,     2.883
    4.95,     3.000,     3.000,     0.000,     0.117,     2.883
    4.96,     3.000,     3.000,     0.000,     0.117,     2.883
    4.97,     3.000,     3.000,     0.000,     0.117,     2.883
    4.98,     3.000,     3.000,     0.000,     0.117,     2.883
    4.99,     3.000,     3.000,     0.000,     0.117,     2.883
    5.00,     3.000,     3.000,     0.000,     0.117,     2.883
    5.01,     3.000,     3.000,     0.000,     0.117,     2.883
    5.02,     3.000,     3.000,     0.000,     0.117,     2.883
    5.03,     3.000,     3.000,     0.000,     0.117,     2.883
    5.04,     3.000,     3.000,     0.000,     0.117,     2.883
    5.05,     3.000,     3.000,     0.000,     0.117,     2.883
    5.06,     3.000,     3.000,     0.000,     0.117,     2.883
    5.07,     3.000,     3.000,     0.000,     0.117,     2.883
    5.08,     3.000,     3.000,     0.000,     0.117,     2.883
    5.09,     3.000,     3.000,     0.000,     0.117,     2.883
    5.10,     3.000,     3.000,     0.000,     0.117,     2.883
    5.11,     3.000,     3.000,     0.000,     0.117,     2.883
    5.12,     3.000,     3.000,     0.000,     0.117,     2.883
    5.13,     3.000,     3.000,     0.000,     0.117,     2.883
    5.14,     3.000,     3.000,     0.000,     0.117,     2.883
    5.15,     3.000,     3.000,     0.000,     0.117,     2.883
    5.16,     3.000,     3.000,     0.000,     0.117,     2.883
    5.17,     3.000,     3.000,     0.000,     0.117,     2.883
    5.18,     3.000,     3.000,     0.000,     0.117,     2.883
    5.19,     3.000,     3.000,     0.000,     0.117,     2.883
    5.20,     3.000,     3.000,     0.000,     0.117,     2.883
    5.21,     3.000,     3.000,     0.000,     0.117,     2.883
    5.22,     3.000,     3.000,     0.000,     0.117,     2.883
    5.23,     3.000,     3.000,     0.000,     0.117,     2.883
    5.24,     3.000,     3.000,     0.000,     0.117,     2.883
    5.25,     3.000,     3.000,     0.000,     0.117,     2.883
    5.26,     3.000,     3.000,     0.000,     0.117,     2.883
    5.27,     3.000,     3.000,     0.000,     0.117,     2.883
    5.28,     3.000,     3.000,     0.000,     0.117,     2.883
    5.29,     3.000,     3.000,     0.000,     0.117,     2.883
    5.30,     3.000,     3.000,     0.000,     0.117,     2.883
    5.31,     3.000,     3.000,     0.000,     0.117,     2.883
    5.32,     3.000,     3.000,     0.000,     0.117,     2.883
    5.33,     3.000,     3.000,     0.000,     0.117,     2.883
    5.34,     3.000,     3.000,     0.000,     0.117,     2.883
    5.35,     3.000,     3.000,     0.000,     0.117,     2.883
    5.36,     3.000,     3.000,     0.000,     0.117,     2.883
    5.37,     3.000,     3.000,     0.000,     0.117,     2.883
    5.38,     3.000,     3.000,     0.000,     0.117,     2.883
    5.39,     3.000,     3.000,     0.000,     0.117,     2.883
    5.40,     3.000,     3.000,     0.000,     0.117,     2.883
    5.41,     3.000,     3.000,     0.000,     0.117,     2.883
    5.42,     3.000,     3.000,     0.000,     0.117,     2.883
    5.43,     3.000,     3.000,     0.000,     0.117,     2.883
    5.44,     3.000,     3.000,     0.000,     0.117,     2.883
    5.45,     3.000,     3.000,     0.000,     0.117,     2.883
    5.46,     3.000,     3.000,     0.000,     0.117,     2.883
    5.47,     3.000,     3.000,     0.000,     0.117,     2.883
    5.48,     3.000,     3.000,     0.000,     0.117,     2.883
    5.49,     3.000,     3.000,     0.000,     0.117,     2.883
    5.50,     3.000,     3.000,     0.000,     0.117,     2.883
    5.51,     3.000,     3.000,     0.000,     0.117,     2.883
    5.52,     3.000,     3.000,     0.000,     0.117,     2.883
    5.53,     3.000,     3.000,     0.000,     0.117,     2.883
    5.54,     3.000,     3.000,     0.000,     0.117,     2.883
    5.55,     3.000,     3.000,     0.000,     0.117,     2.883
    5.56,     3.000,     3.000,     0.000,     0.117,     2.883
    5.57,     3.000,     3.000,     0.000,     0.117,     2.883
    5.58,     3.000,     3.000,     0.000,     0.117,     2.883
    5.59,     3.000,     3.000,     0.000,     0.117,     2.883
    5.60,     3.000,     3.000,     0.000,     0.117,     2.883
    5.61,     3.000,     3.000,     0.000,     0.117,     2.883
    5.62,     3.000,     3.000,     0.000,     0.117,     2.883
    5.63,     3.000,     3.000,     0.000,     0.117,     2.883
    5.64,     3.000,     3.000,     0.000,     0.117,     2.883
    5.65,     3.000,     3.000,     0.000,     0.117,     2.883
    5.66,     3.000,     3.000,     0.000,     0.117,     2.883
    5.67,     3.000,     3.000,     0.000,     0.117,     2.883
    5.68,     3.000,     3.000,     0.000,     0.117,     2.883
    5.69,     3.000,     3.000,     0.000,     0.117,     2.883
    5.70,     3.000,     3.000,     0.000,     0.117,     2.883
    5.71,     3.000,     3.000,     0.000,     0.117,     2.883
    5.72,     3.000,     3.000,     0.000,     0.117,     2.883
    5.73,     3.000,     3.000,     0.000,     0.117,     2.883
    5.74,     3.000,     3.000,     0.000,     0.117,     2.883
    5.75,     3.000,     3.000,     0.000,     0.117,     2.883
    5.76,     3.000,     3.000,     0.000,     0.117,     2.883
    5.77,     3.000,     3.000,     0.000,     0.117,     2.883
    5.78,     3.000,     3.000,     0.000,     0.117,     2.883
    5.79,     3.000,     3.000,     0.000,     0.117,     2.883
    5.80,     3.000,     3.000,     0.000,     0.117,     2.883
    5.81,     3.000,     3.000,     0.000,     0.117,     2.883
    5.82,     3.000,     3.000,     0.000,     0.117,     2.883
    5.83,     3.000,     3.000,     0.000,     0.117,     2.883
    5.84,     3.000,     3.000,     0.000,     0.117,     2.883
    5.85,     3.000,     3.000,     0.000,     0.117,     2.883
    5.86,     3.000,     3.000,     0.000,     0.117,     2.883
    5.87,     3.000,     3.000,     0.000,     0.117,     2.883
    5.88,     3.000,     3.000,     0.000,     0.117,     2.883
    5.89,     3.000,     3.000,     0.000,     0.117,     2.883
    5.90,     3.000,     3.000,     0.000,     0.117,     2.883
    5.91,     3.000,     3.000,     0.000,     0.117,     2.883
    5.92,     3.000,     3.000,     0.000,     0.117,     2.883
    5.93,     3.000,     3.000,     0.000,     0.117,     2.883
    5.94,     3.000,     3.000,     0.000,     0.117,     2.883
    5.95,     3.000,     3.000,     0.000,     0.117,     2.883
    5.96,     3.000,     3.000,     0.000,     0.117,     2.883
    5.97,     3.000,     3.000,     0.000,     0.117,     2.883
    5.98,     3.000,     3.000,     0.000,     0.117,     2.883
    5.99,     3.000,     3.000,     0.000,     0.117,     2.883
    6.00,     3.000,     3.000,     0.000,     0.117,     2.883
    6.01,     3.000,     3.000,     0.000,     0.117,     2.883
    6.02,     3.000,     3.000,     0.000,     0.117,     2.883
    6.03,     3.000,     3.000,     0.000,     0.117,     2.883
    6.04,     3.000,     3.000,     0.000,     0.117,     2.883
    6.05,     3.000,     3.000,     0.000,     0.117,     2.883
    6.06,     3.000,     3.000,     0.000,     0.117,     2.883
    6.07,     3.000,     3.000,     0.000,     0.117,     2.883
    6.08,     3.000,     3.000,     0.000,     0.117,     2.883
    6.09,     3.000,     3.000,     0.000,     0.117,     2.883
    6.10,     3.000,     3.000,     0.000,     0.117,     2.883
    6.11,     3.000,     3.000,     0.000,     0.117,     2.883
    6.12,     3.000,     3.000,     0.000,     0.117,     2.883
    6.13,     3.000,     3.000,     0.000,     0.117,     2.883
    6.14,     3.000,     3.000,     0.000,     0.117,     2.883
    6.15,     3.000,     3.000,     0.000,     0.117,     2.883
    6.16,     3.000,     3.000,     0.000,     0.117,     2.883
    6.17,     3.000,     3.000,     0.000,     0.117,     2.883
    6.18,     3.000,     3.000,     0.000,     0.117,     2.883
    6.19,     3.000,     3.000,     0.000,     0.117,     2.883
    6.20,     3.000,     3.000,     0.000,     0.117,     2.883
    6.21,     3.000,     3.000,     0.000,     0.117,     2.883
    6.22,     3.000,     3.000,     0.000,     0.117,     2.883
    6.23,     3.000,     3.000,     0.000,     0.117,     2.883
    6.24,     3.000,     3.000,     0.000,     0.117,     2.883
    6.25,     3.000,     3.000,     0.000,     0.117,     2.883
    6.26,     3.000,     3.000,     0.000,     0.117,     2.883
    6.27,     3.000,     3.000,     0.000,     0.117,     2.883
    6.28,     3.000,     3.000,     0.000,     0.117,     2.883
    6.29,     3.000,     3.000,     0.000,     0.117,     2.883
    6.30,     3.000,     3.000,     0.000,     0.117,     2.883
    6.31,     3.000,     3.000,     0.000,     0.117,     2.883
    6.32,     3.000,     3.000,     0.000,     0.117,     2.883
    6.33,     3.000,     3.000,     0.000,     0.117,     2.883
    6.34,     3.000,     3.000,     0.000,     0.117,     2.883
    6.35,     3.000,     3.000,     0.000,     0.117,     2.883
    6.36,     3.000,     3.000,     0.000,     0.117,     2.883
    6.37,     3.000,     3.000,     0.000,     0.117,     2.883
    6.38,     3.000,     3.000,     0.000,     0.117,     2.883
    6.39,     3.000,     3.000,     0.000,     0.117,     2.883
    6.40,     3.000,     3.000,     0.000,     0.117,     2.883
    6.41,     3.000,     3.000,     0.000,     0.117,     2.883
    6.42,     3.000,     3.000,     0.000,     0.117,     2.883
    6.43,     3.000,     3.000,     0.000,     0.117,     2.883
    6.44,     3.000,     3.000,     0.000,     0.117,     2.883
    6.45,     3.000,     3.000,     0.000,     0.117,     2.883
    6.46,     3.000,     3.000,     0.000,     0.117,     2.883
    6.47,     3.000,     3.000,     0.000,     0.117,     2.883
    6.48,     3.000,     3.000,     0.000,     0.117,     2.883
    6.49,     3.000,     3.000,     0.000,     0.117,     2.883
    6.50,     3.000,     3.000,     0.000,     0.117,     2.883
    6.51,     3.000,     3.000,     0.000,     0.117,     2.883
    6.52,     3.000,     3.000,     0.000,     0.117,     2.883
    6.53,     3.000,     3.000,     0.000,     0.117,     2.883
    6.54,     3.000,     3.000,     0.000,     0.117,     2.883
    6.55,     3.000,     3.000,     0.000,     0.117,     2.883
    6.56,     3.000,     3.000,     0.000,     0.117,     2.883
    6.57,     3.000,     3.000,     0.000,     0.117,     2.883
    6.58,     3.000,     3.000,     0.000,     0.117,     2.883
    6.59,     3.000,     3.000,     0.000,     0.117,     2.883
    6.60,     3.000,     3.000,     0.000,     0.117,     2.883
    6.61,     3.000,     3.000,     0.000,     0.117,     2.883
    6.62,     3.000,     3.000,     0.000,     0.117,     2.883
    6.63,     3.000,     3.000,     0.000,     0.117,     2.883
    6.64,     3.000,     3.000,     0.000,     0.117,     2.883
    6.65,     3.000,     3.000,     0.000,     0.117,     2.883
    6.66,     3.000,     3.000,     0.000,     0.117,     2.883
    6.67,     3.000,     3.000,     0.000,     0.117,     2.883
    6.68,     3.000,     3.000,     0.000,     0.117,     2.883
    6.69,     3.000,     3.000,     0.000,     0.117,     2.883
    6.70,     3.000,     3.000,     0.000,     0.117,     2.883
    6.71,     3.000,     3.000,     0.000,     0.117,     2.883
    6.72,     3.000,     3.000,     0.000,     0.117,     2.883
    6.73,     3.000,     3.000,     0.000,     0.117,     2.883
    6.74,     3.000,     3.000,     0.000,     0.117,     2.883
    6.75,     3.000,     3.000,     0.000,     0.117,     2.883
    6.76,     3.000,     3.000,     0.000,     0.117,     2.883
    6.77,     3.000,     3.000,     0.000,     0.117,     2.883
    6.78,     3.000,     3.000,     0.000,     0.117,     2.883
    6.79,     3.000,     3.000,     0.000,     0.117,     2.883
    6.80,     3.000,     3.000,     0.000,     0.117,     2.883
    6.81,     3.000,     3.000,     0.000,     0.117,     2.883
    6.82,     3.000,     3.000,     0.000,     0.117,     2.883
    6.83,     3.000,     3.000,     0.000,     0.117,     2.883
    6.84,     3.000,     3.000,     0.000,     0.117,     2.883
    6.85,     3.000,     3.000,     0.000,     0.117,     2.883
    6.86,     3.000,     3.000,     0.000,     0.117,     2.883
    6.87,     3.000,     3.000,     0.000,     0.117,     2.883
    6.88,     3.000,     3.000,     0.000,     0.117,     2.883
    6.89,     3.000,     3.000,     0.000,     0.117,     2.883
    6.90,     3.000,     3.000,     0.000,     0.117,     2.883
    6.91,     3.000,     3.000,     0.000,     0.117,     2.883
    6.92,     3.000,     3.000,     0.000,     0.117,     2.883
    6.93,     3.000,     3.000,     0.000,     0.117,     2.883
    6.94,     3.000,     3.000,     0.000,     0.117,     2.883
    6.95,     3.000,     3.000,     0.000,     0.117,     2.883
    6.96,     3.000,     3.000,     0.000,     0.117,     2.883
    6.97,     3.000,     3.000,     0.000,     0.117,     2.883
    6.98,     3.000,     3.000,     0.000,     0.117,     2.883
    6.99,     3.000,     3.000,     0.000,     0.117,     2.883
    7.00,     3.000,     3.000,     0.000,     0.117,     2.883
    7.01,     3.000,     3.000,     0.000,     0.117,     2.883
    7.02,     3.000,     3.000,     0.000,     0.117,     2.883
    7.03,     3.000,     3.000,     0.000,     0.117,     2.883
    7.04,     3.000,     3.000,     0.000,     0.117,     2.883
    7.05,     3.000,     3.000,     0.000,     0.117,     2.883
    7.06,     3.000,     3.000,     0.000,     0.117,     2.883
    7.07,     3.000,     3.000,     0.000,     0.117,     2.883
    7.08,     3.000,     3.000,     0.000,     0.117,     2.883
    7.09,     3.000,     3.000,     0.000,     0.117,     2.883
    7.10,     3.000,     3.000,     0.000,     0.117,     2.883
    7.11,     3.000,     3.000,     0.000,     0.117,     2.883
    7.12,     3.000,     3.000,     0.000,     0.117,     2.883
    7.13,     3.000,     3.000,     0.000,     0.117,     2.883
    7.14,     3.000,     3.000,     0.000,     0.117,     2.883
    7.15,     3.000,     3.000,     0.000,     0.117,     2.883
    7.16,     3.000,     3.000,     0.000,     0.117,     2.883
    7.17,     3.000,     3.000,     0.000,     0.117,     2.883
    7.18,     3.000,     3.000,     0.000,     0.117,     2.883
    7.19,     3.000,     3.000,     0.000,     0.117,     2.883
    7.20,     3.000,     3.000,     0.000,     0.117,     2.883
    7.21,     3.000,     3.000,     0.000,     0.117,     2.883
    7.22,     3.000,     3.000,     0.000,     0.117,     2.883
    7.23,     3.000,     3.000,     0.000,     0.117,     2.883
    7.24,     3.000,     3.000,     0.000,     0.117,     2.883
    7.25,     3.000,     3.000,     0.000,     0.117,     2.883
    7.26,     3.000,     3.000,     0.000,     0.117,     2.883
    7.27,     3.000,     3.000,     0.000,     0.117,     2.883
    7.28,     3.000,     3.000,     0.000,     0.117,     2.883
    7.29,     3.000,     3.000,     0.000,     0.117,     2.883
    7.30,     3.000,     3.000,     0.000,     0.117,     2.883
    7.31,     3.000,     3.000,     0.000,     0.117,     2.883
    7.32,     3.000,     3.000,     0.000,     0.117,     2.883
    7.33,     3.000,     3.000,     0.000,     0.117,     2.883
    7.34,     3.000,     3.000,     0.000,     0.117,     2.883
    7.35,     3.000,     3.000,     0.000,     0.117,     2.883
    7.36,     3.000,     3.000,     0.000,     0.117,     2.883
    7.37,     3.000,     3.000,     0.000,     0.117,     2.883
    7.38,     3.000,     3.000,     0.000,     0.117,     2.883
    7.39,     3.000,     3.000,     0.000,     0.117,     2.883
    7.40,     3.000,     3.000,     0.000,     0.117,     2.883
    7.41,     3.000,     3.000,     0.000,     0.117,     2.883
    7.42,     3.000,     3.000,     0.000,     0.117,     2.883
    7.43,     3.000,     3.000,     0.000,     0.117,     2.883
    7.44,     3.000,     3.000,     0.000,     0.117,     2.883
    7.45,     3.000,     3.000,     0.000,     0.117,     2.883
    7.46,     3.000,     3.000,     0.000,     0.117,     2.883
    7.47,     3.000,     3.000,     0.000,     0.117,     2.883
    7.48,     3.000,     3.000,     0.000,     0.117,     2.883
    7.49,     3.000,     3.000,     0.000,     0.117,     2.883
    7.50,     3.000,     3.000,     0.000,     0.117,     2.883
    7.51,     3.000,     3.000,     0.000,     0.117,     2.883
    7.52,     3.000,     3.000,     0.000,     0.117,     2.883
    7.53,     3.000,     3.000,     0.000,     0.117,     2.883
    7.54,     3.000,     3.000,     0.000,     0.117,     2.883
    7.55,     3.000,     3.000,     0.000,     0.117,     2.883
    7.56,     3.000,     3.000,     0.000,     0.117,     2.883
    7.57,     3.000,     3.000,     0.000,     0.117,     2.883
    7.58,     3.000,     3.000,     0.000,     0.117,     2.883
    7.59,     3.000,     3.000,     0.000,     0.117,     2.883
    7.60,     3.000,     3.000,     0.000,     0.117,     2.883
    7.61,     3.000,     3.000,     0.000,     0.117,     2.883
    7.62,     3.000,     3.000,     0.000,     0.117,     2.883
    7.63,     3.000,     3.000,     0.000,     0.117,     2.883
    7.64,     3.000,     3.000,     0.000,     0.117,     2.883
    7.65,     3.000,     3.000,     0.000,     0.117,     2.883
    7.66,     3.000,     3.000,     0.000,     0.117,     2.883
    7.67,     3.000,     3.000,     0.000,     0.117,     2.883
    7.68,     3.000,     3.000,     0.000,     0.117,     2.883
    7.69,     3.000,     3.000,     0.000,     0.117,     2.883
    7.70,     3.000,     3.000,     0.000,     0.117,     2.883
    7.71,     3.000,     3.000,     0.000,     0.117,     2.883
    7.72,     3.000,     3.000,     0.000,     0.117,     2.883
    7.73,     3.000,     3.000,     0.000,     0.117,     2.883
    7.74,     3.000,     3.000,     0.000,     0.117,     2.883
    7.75,     3.000,     3.000,     0.000,     0.117,     2.883
    7.76,     3.000,     3.000,     0.000,     0.117,     2.883
    7.77,     3.000,     3.000,     0.000,     0.117,     2.883
    7.78,     3.000,     3.000,     0.000,     0.117,     2.883
    7.79,     3.000,     3.000,     0.000,     0.117,     2.883
    7.80,     3.000,     3.000,     0.000,     0.117,     2.883
    7.81,     3.000,     3.000,     0.000,     0.117,     2.883
    7.82,     3.000,     3.000,     0.000,     0.117,     2.883
    7.83,     3.000,     3.000,     0.000,     0.117,     2.883
    7.84,     3.000,     3.000,     0.000,     0.117,     2.883
    7.85,     3.000,     3.000,     0.000,     0.117,     2.883
    7.86,     3.000,     3.000,     0.000,     0.117,     2.883
    7.87,     3.000,     3.000,     0.000,     0.117,     2.883
    7.88,     3.000,     3.000,     0.000,     0.117,     2.883
    7.89,     3.000,     3.000,     0.000,     0.117,     2.883
    7.90,     3.000,     3.000,     0.000,     0.117,     2.883
    7.91,     3.000,     3.000,     0.000,     0.117,     2.883
    7.92,     3.000,     3.000,     0.000,     0.117,     2.883
    7.93,     3.000,     3.000,     0.000,     0.117,     2.883
    7.94,     3.000,     3.000,     0.000,     0.117,     2.883
    7.95,     3.000,     3.000,     0.000,     0.117,     2.883
    7.96,     3.000,     3.000,     0.000,     0.117,     2.883
    7.97,     3.000,     3.000,     0.000,     0.117,     2.883
    7.98,     3.000,     3.000,     0.000,     0.117,     2.883
    7.99,     3.000,     3.000,     0.000,     0.117,     2.883
    8.00,     3.000,     3.000,     0.000,     0.117,     2.883
    8.01,     3.000,     3.000,     0.000,     0.117,     2.883
    8.02,     3.000,     3.000,     0.000,     0.117,     2.883
    8.03,     3.000,     3.000,     0.000,     0.117,     2.883
    8.04,     3.000,     3.000,     0.000,     0.117,     2.883
    8.05,     3.000,     3.000,     0.000,     0.117,     2.883
    8.06,     3.000,     3.000,     0.000,     0.117,     2.883
    8.07,     3.000,     3.000,     0.000,     0.117,     2.883
    8.08,     3.000,     3.000,     0.000,     0.117,     2.883
    8.09,     3.000,     3.000,     0.000,     0.117,     2.883
    8.10,     3.000,     3.000,     0.000,     0.117,     2.883
    8.11,     3.000,     3.000,     0.000,     0.117,     2.883
    8.12,     3.000,     3.000,     0.000,     0.117,     2.883
    8.13,     3.000,     3.000,     0.000,     0.117,     2.883
    8.14,     3.000,     3.000,     0.000,     0.117,     2.883
    8.15,     3.000,     3.000,     0.000,     0.117,     2.883
    8.16,     3.000,     3.000,     0.000,     0.117,     2.883
    8.17,     3.000,     3.000,     0.000,     0.117,     2.883
    8.18,     3.000,     3.000,     0.000,     0.117,     2.883
    8.19,     3.000,     3.000,     0.000,     0.117,     2.883
    8.20,     3.000,     3.000,     0.000,     0.117,     2.883
    8.21,     3.000,     3.000,     0.000,     0.117,     2.883
    8.22,     3.000,     3.000,     0.000,     0.117,     2.883
    8.23,     3.000,     3.000,     0.000,     0.117,     2.883
    8.24,     3.000,     3.000,     0.000,     0.117,     2.883
    8.25,     3.000,     3.000,     0.000,     0.117,     2.883
    8.26,     3.000,     3.000,     0.000,     0.117,     2.883
    8.27,     3.000,     3.000,     0.000,     0.117,     2.883
    8.28,     3.000,     3.000,     0.000,     0.117,     2.883
    8.29,     3.000,     3.000,     0.000,     0.117,     2.883
    8.30,     3.000,     3.000,     0.000,     0.117,     2.883
    8.31,     3.000,     3.000,     0.000,     0.117,     2.883
    8.32,     3.000,     3.000,     0.000,     0.117,     2.883
    8.33,     3.000,     3.000,     0.000,     0.117,     2.883
    8.34,     3.000,     3.000,     0.000,     0.117,     2.883
    8.35,     3.000,     3.000,     0.000,     0.117,     2.883
    8.36,     3.000,     3.000,     0.000,     0.117,     2.883
    8.37,     3.000,     3.000,     0.000,     0.117,     2.883
    8.38,     3.000,     3.000,     0.000,     0.117,     2.883
    8.39,     3.000,     3.000,     0.000,     0.117,     2.883
    8.40,     3.000,     3.000,     0.000,     0.117,     2.883
    8.41,     3.000,     3.000,     0.000,     0.117,     2.883
    8.42,     3.000,     3.000,     0.000,     0.117,     2.883
    8.43,     3.000,     3.000,     0.000,     0.117,     2.883
    8.44,     3.000,     3.000,     0.000,     0.117,     2.883
    8.45,     3.000,     3.000,     0.000,     0.117,     2.883
    8.46,     3.000,     3.000,     0.000,     0.117,     2.883
    8.47,     3.000,     3.000,     0.000,     0.117,     2.883
    8.48,     3.000,     3.000,     0.000,     0.117,     2.883
    8.49,     3.000,     3.000,     0.000,     0.117,     2.883
    8.50,     3.000,     3.000,     0.000,     0.117,     2.883
    8.51,     3.000,     3.000,     0.000,     0.117,     2.883
    8.52,     3.000,     3.000,     0.000,     0.117,     2.883
    8.53,     3.000,     3.000,     0.000,     0.117,     2.883
    8.54,     3.000,     3.000,     0.000,     0.117,     2.883
    8.55,     3.000,     3.000,     0.000,     0.117,     2.883
    8.56,     3.000,     3.000,     0.000,     0.117,     2.883
    8.57,     3.000,     3.000,     0.000,     0.117,     2.883
    8.58,     3.000,     3.000,     0.000,     0.117,     2.883
    8.59,     3.000,     3.000,     0.000,     0.117,     2.883
    8.60,     3.000,     3.000,     0.000,     0.117,     2.883
    8.61,     3.000,     3.000,     0.000,     0.117,     2.883
    8.62,     3.000,     3.000,     0.000,     0.117,     2.883
    8.63,     3.000,     3.000,     0.000,     0.117,     2.883
    8.64,     3.000,     3.000,     0.000,     0.117,     2.883
    8.65,     3.000,     3.000,     0.000,     0.117,     2.883
    8.66,     3.000,     3.000,     0.000,     0.117,     2.883
    8.67,     3.000,     3.000,     0.000,     0.117,     2.883
    8.68,     3.000,     3.000,     0.000,     0.117,     2.883
    8.69,     3.000,     3.000,     0.000,     0.117,     2.883
    8.70,     3.000,     3.000,     0.000,     0.117,     2.883
    8.71,     3.000,     3.000,     0.000,     0.117,     2.883
    8.72,     3.000,     3.000,     0.000,     0.117,     2.883
    8.73,     3.000,     3.000,     0.000,     0.117,     2.883
    8.74,     3.000,     3.000,     0.000,     0.117,     2.883
    8.75,     3.000,     3.000,     0.000,     0.117,     2.883
    8.76,     3.000,     3.000,     0.000,     0.117,     2.883
    8.77,     3.000,     3.000,     0.000,     0.117,     2.883
    8.78,     3.000,     3.000,     0.000,     0.117,     2.883
    8.79,     3.000,     3.000,     0.000,     0.117,     2.883
    8.80,     3.000,     3.000,     0.000,     0.117,     2.883
    8.81,     3.000,     3.000,     0.000,     0.117,     2.883
    8.82,     3.000,     3.000,     0.000,     0.117,     2.883
    8.83,     3.000,     3.000,     0.000,     0.117,     2.883
    8.84,     3.000,     3.000,     0.000,     0.117,     2.883
    8.85,     3.000,     3.000,     0.000,     0.117,     2.883
    8.86,     3.000,     3.000,     0.000,     0.117,     2.883
    8.87,     3.000,     3.000,     0.000,     0.117,     2.883
    8.88,     3.000,     3.000,     0.000,     0.117,     2.883
    8.89,     3.000,     3.000,     0.000,     0.117,     2.883
    8.90,     3.000,     3.000,     0.000,     0.117,     2.883
    8.91,     3.000,     3.000,     0.000,     0.117,     2.883
    8.92,     3.000,     3.000,     0.000,     0.117,     2.883
    8.93,     3.000,     3.000,     0.000,     0.117,     2.883
    8.94,     3.000,     3.000,     0.000,     0.117,     2.883
    8.95,     3.000,     3.000,     0.000,     0.117,     2.883
    8.96,     3.000,     3.000,     0.000,     0.117,     2.883
    8.97,     3.000,     3.000,     0.000,     0.117,     2.883
    8.98,     3.000,     3.000,     0.000,     0.117,     2.883
    8.99,     3.000,     3.000,     0.000,     0.117,     2.883
    9.00,     3.000,     3.000,     0.000,     0.117,     2.883
    9.01,     3.000,     3.000,     0.000,     0.117,     2.883
    9.02,     3.000,     3.000,     0.000,     0.117,     2.883
    9.03,     3.000,     3.000,     0.000,     0.117,     2.883
    9.04,     3.000,     3.000,     0.000,     0.117,     2.883
    9.05,     3.000,     3.000,     0.000,     0.117,     2.883
    9.06,     3.000,     3.000,     0.000,     0.117,     2.883
    9.07,     3.000,     3.000,     0.000,     0.117,     2.883
    9.08,     3.000,     3.000,     0.000,     0.117,     2.883
    9.09,     3.000,     3.000,     0.000,     0.117,     2.883
    9.10,     3.000,     3.000,     0.000,     0.117,     2.883
    9.11,     3.000,     3.000,     0.000,     0.117,     2.883
    9.12,     3.000,     3.000,     0.000,     0.117,     2.883
    9.13,     3.000,     3.000,     0.000,     0.117,     2.883
    9.14,     3.000,     3.000,     0.000,     0.117,     2.883
    9.15,     3.000,     3.000,     0.000,     0.117,     2.883
    9.16,     3.000,     3.000,     0.000,     0.117,     2.883
    9.17,     3.000,     3.000,     0.000,     0.117,     2.883
    9.18,     3.000,     3.000,     0.000,     0.117,     2.883
    9.19,     3.000,     3.000,     0.000,     0.117,     2.883
    9.20,     3.000,     3.000,     0.000,     0.117,     2.883
    9.21,     3.000,     3.000,     0.000,     0.117,     2.883
    9.22,     3.000,     3.000,     0.000,     0.117,     2.883
    9.23,     3.000,     3.000,     0.000,     0.117,     2.883
