Time (d), qI (mm/d), qT (mm/d), qR (mm/d), qB (mm/d), dS (mm/d)
    9.24,     3.000,     3.000,     0.000,     0.117,     2.883
    9.25,     3.000,     3.000,     0.000,     0.117,     2.883
    9.26,     3.000,     3.000,     0.000,     0.117,     2.883
    9.27,     3.000,     3.000,     0.000,     0.117,     2.883
    9.28,     3.000,     3.000,     0.000,     0.117,     2.883
    9.29,     3.000,     3.000,     0.000,     0.117,     2.883
    9.30,     3.000,     3.000,     0.000,     0.117,     2.883
    9.31,     3.000,     3.000,     0.000,     0.117,     2.883
    9.32,     3.000,     3.000,     0.000,     0.117,     2.883
    9.33,     3.000,     3.000,     0.000,     0.117,     2.883
    9.34,     3.000,     3.000,     0.000,     0.117,     2.883
    9.35,     3.000,     3.000,     0.000,     0.117,     2.883
    9.36,     3.000,     3.000,     0.000,     0.117,     2.883
    9.37,     3.000,     3.000,     0.000,     0.117,     2.883
    9.38,     3.000,     3.000,     0.000,     0.117,     2.883
    9.39,     3.000,     3.000,     0.000,     0.117,     2.883
    9.40,     3.000,     3.000,     0.000,     0.117,     2.883
    9.41,     3.000,     3.000,     0.000,     0.117,     2.883
    9.42,     3.000,     3.000,     0.000,     0.117,     2.883
    9.43,     3.000,     3.000,     0.000,     0.117,     2.883
    9.44,     3.000,     3.000,     0.000,     0.117,     2.883
    9.45,     3.000,     3.000,     0.000,     0.117,     2.883
    9.46,     3.000,     3.000,     0.000,     0.117,     2.883
    9.47,     3.000,     3.000,     0.000,     0.117,     2.883
    9.48,     3.000,     3.000,     0.000,     0.117,     2.883
    9.49,     3.000,     3.000,     0.000,     0.117,     2.883
    9.50,     3.000,     3.000,     0.000,     0.117,     2.883
    9.51,     3.000,     3.000,     0.000,     0.117,     2.883
    9.52,     3.000,     3.000,     0.000,     0.117,     2.883
    9.53,     3.000,     3.000,     0.000,     0.117,     2.883
    9.54,     3.000,     3.000,     0.000,     0.117,     2.883
    9.55,     3.000,     3.000,     0.000,     0.117,     2.883
    9.56,     3.000,     3.000,     0.000,     0.117,     2.883
    9.57,     3.000,     3.000,     0.000,     0.117,     2.883
    9.58,     3.000,     3.000,     0.000,     0.117,     2.883
    9.59,     3.000,     3.000,     0.000,     0.117,     2.883
    9.60,     3.000,     3.000,     0.000,     0.117,     2.883
    9.61,     3.000,     3.000,     0.000,     0.117,     2.883
    9.62,     3.000,     3.000,     0.000,     0.117,     2.883
    9.63,     3.000,     3.000,     0.000,     0.117,     2.883
    9.64,     3.000,     3.000,     0.000,     0.117,     2.883
    9.65,     3.000,     3.000,     0.000,     0.117,     2.883
    9.66,     3.000,     3.000,     0.000,     0.117,     2.883
    9.67,     3.000,     3.000,     0.000,     0.117,     2.883
    9.68,     3.000,     3.000,     0.000,     0.117,     2.883
    9.69,     3.000,     3.000,     0.000,     0.117,     2.883
    9.70,     3.000,     3.000,     0.000,     0.117,     2.883
    9.71,     3.000,     3.000,     0.000,     0.117,     2.883
    9.72,     3.000,     3.000,     0.000,     0.117,     2.883
    9.73,     3.000,     3.000,     0.000,     0.117,     2.883
    9.74,     3.000,     3.000,     0.000,     0.117,     2.883
    9.75,     3.000,     3.000,     0.000,     0.117,     2.883
    9.76,     3.000,     3.000,     0.000,     0.117,     2.883
    9.77,     3.000,     3.000,     0.000,     0.117,     2.883
    9.78,     3.000,     3.000,     0.000,     0.117,     2.883
    9.79,     3.000,     3.000,     0.000,     0.117,     2.883
    9.80,     3.000,     3.000,     0.000,     0.117,     2.883
    9.81,     3.000,     3.000,     0.000,     0.117,     2.883
    9.82,     3.000,     3.000,     0.000,     0.117,     2.883
    9.83,     3.000,     3.000,     0.000,     0.117,     2.883
    9.84,     3.000,     3.000,     0.000,     0.117,     2.883
    9.85,     3.000,     3.000,     0.000,     0.117,     2.883
    9.86,     3.000,     3.000,     0.000,     0.117,     2.883
    9.87,     3.000,     3.000,     0.000,     0.117,     2.883
    9.88,     3.000,     3.000,     0.000,     0.117,     2.883
    9.89,     3.000,     3.000,     0.000,     0.117,     2.883
    9.90,     3.000,     3.000,     0.000,     0.117,     2.883
    9.91,     3.000,     3.000,     0.000,     0.117,     2.883
    9.92,     3.000,     3.000,     0.000,     0.117,     2.883
    9.93,     3.000,     3.000,     0.000,     0.117,     2.883
    9.94,     3.000,     3.000,     0.000,     0.117,     2.883
    9.95,     3.000,     3.000,     0.000,     0.117,     2.883
    9.96,     3.000,     3.000,     0.000,     0.117,     2.883
    9.97,     3.000,     3.000,     0.000,     0.117,     2.883
    9.98,     3.000,     3.000,     0.000,     0.117,     2.883
    9.99,     3.000,     3.000,     0.000,     0.117,     2.883
   10.00,     3.000,     3.000,     0.000,     0.117,     2.883
