Time (d),      jTA (*),      jTC (*),      jBA (*),      jBC (*),      duL (*),      duS (*) * all units are kJ/m2/d
    3.69,         0.00,       321.93,        -0.49,        54.61,       183.50,        84.30,
    3.70,         0.00,       321.53,        -0.49,        54.79,       183.20,        84.01,
    3.71,         0.00,       321.13,        -0.49,        54.98,       182.91,        83.71,
    3.72,         0.00,       320.73,        -0.49,        55.16,       182.62,        83.42,
    3.73,         0.00,       320.33,        -0.49,        55.34,       182.33,        83.13,
    3.74,         0.00,       319.93,        -0.49,        55.52,       182.04,        82.84,
    3.75,         0.00,       319.53,        -0.49,        55.70,       181.75,        82.55,
    3.76,         0.00,       319.14,        -0.49,        55.88,       181.46,        82.27,
    3.77,         0.00,       318.74,        -0.49,        56.06,       181.18,        81.98,
    3.78,         0.00,       318.35,        -0.49,        56.24,       180.89,        81.69,
    3.79,         0.00,       317.96,        -0.49,        56.42,       180.61,        81.41,
    3.80,         0.00,       317.57,        -0.49,        56.59,       180.32,        81.13,
    3.81,         0.00,       317.18,        -0.49,        56.77,       180.04,        80.85,
    3.82,         0.00,       316.80,        -0.49,        56.95,       179.76,        80.57,
    3.83,         0.00,       316.41,        -0.49,        57.12,       179.48,        80.29,
    3.84,         0.00,       316.03,        -0.49,        57.30,       179.20,        80.01,
    3.85,         0.00,       315.65,        -0.49,        57.48,       178.92,        79.73,
    3.86,         0.00,       315.27,        -0.49,        57.65,       178.64,        79.46,
    3.87,         0.00,       314.89,        -0.49,        57.82,       178.36,        79.18,
    3.88,         0.00,       314.52,        -0.49,        58.00,       178.08,        78.91,
    3.89,         0.00,       314.14,        -0.49,        58.17,       177.81,        78.64,
    3.90,         0.00,       313.77,        -0.49,        58.34,       177.53,        78.36,
    3.91,         0.00,       313.39,        -0.49,        58.52,       177.26,        78.09,
    3.92,         0.00,       313.02,        -0.49,        58.69,       176.98,        77.82,
    3.93,         0.00,       312.65,        -0.49,        58.86,       176.71,        77.56,
    3.94,         0.00,       312.28,        -0.49,        59.03,       176.44,        77.29,
    3.95,         0.00,       311.92,        -0.49,        59.20,       176.17,        77.02,
    3.96,         0.00,       311.55,        -0.49,        59.37,       175.90,        76.76,
    3.97,         0.00,       311.19,        -0.49,        59.54,       175.63,        76.49,
    3.98,         0.00,       310.82,        -0.49,        59.71,       175.36,        76.23,
    3.99,         0.00,       310.46,        -0.49,        59.87,       175.09,        75.97,
    4.00,         0.00,       310.10,        -0.49,        60.04,       174.82,        75.71,
    4.01,         0.00,       309.74,        -0.49,        60.21,       174.56,        75.45,
    4.02,         0.00,       309.38,        -0.49,        60.38,       174.29,        75.19,
    4.03,         0.00,       309.03,        -0.49,        60.54,       174.03,        74.93,
    4.04,         0.00,       308.67,        -0.49,        60.71,       173.76,        74.68,
    4.05,         0.00,       308.32,        -0.49,        60.87,       173.50,        74.42,
    4.06,         0.00,       307.97,        -0.49,        61.04,       173.24,        74.17,
    4.07,         0.00,       307.62,        -0.49,        61.20,       172.97,        73.92,
    4.08,         0.00,       307.27,        -0.49,        61.36,       172.71,        73.66,
    4.09,         0.00,       306.92,        -0.49,        61.53,       172.45,        73.41,
    4.10,         0.00,       306.57,        -0.49,        61.69,       172.19,        73.16,
    4.11,         0.00,       306.22,        -0.49,        61.85,       171.93,        72.91,
    4.12,         0.00,       305.88,        -0.49,        62.01,       171.68,        72.67,
    4.13,         0.00,       305.53,        -0.49,        62.17,       171.42,        72.42,
    4.14,         0.00,       305.19,        -0.49,        62.33,       171.16,        72.17,
    4.15,         0.00,       304.85,        -0.49,        62.49,       170.91,        71.93,
    4.16,         0.00,       304.51,        -0.49,        62.65,       170.65,        71.68,
    4.17,         0.00,       304.17,        -0.49,        62.81,       170.40,        71.44,
    4.18,         0.00,       303.83,        -0.49,        62.97,       170.14,        71.20,
    4.19,         0.00,       303.50,        -0.49,        63.13,       169.89,        70.96,
    4.20,         0.00,       303.16,        -0.49,        63.29,       169.64,        70.72,
    4.21,         0.00,       302.83,        -0.49,        63.44,       169.38,        70.48,
    4.22,         0.00,       302.50,        -0.49,        63.60,       169.13,        70.24,
    4.23,         0.00,       302.16,        -0.49,        63.76,       168.88,        70.00,
    4.24,         0.00,       301.83,        -0.49,        63.91,       168.63,        69.76,
    4.25,         0.00,       301.50,        -0.49,        64.07,       168.38,        69.53,
    4.26,         0.00,       301.18,        -0.49,        64.22,       168.14,        69.29,
    4.27,         0.00,       300.85,        -0.49,        64.38,       167.89,        69.06,
    4.28,         0.00,       300.52,        -0.49,        64.53,       167.64,        68.83,
    4.29,         0.00,       300.20,        -0.49,        64.68,       167.40,        68.60,
    4.30,         0.00,       299.87,        -0.49,        64.84,       167.15,        68.37,
    4.31,         0.00,       299.55,        -0.49,        64.99,       166.90,        68.14,
    4.32,         0.00,       299.23,        -0.49,        65.14,       166.66,        67.91,
    4.33,         0.00,       298.91,        -0.49,        65.29,       166.42,        67.68,
    4.34,         0.00,       298.59,        -0.49,        65.44,       166.17,        67.45,
    4.35,         0.00,       298.27,        -0.49,        65.59,       165.93,        67.22,
    4.36,         0.00,       297.95,        -0.49,        65.74,       165.69,        67.00,
    4.37,         0.00,       297.64,        -0.49,        65.89,       165.45,        66.78,
    4.38,         0.00,       297.32,        -0.49,        66.04,       165.21,        66.55,
    4.39,         0.00,       297.01,        -0.49,        66.19,       164.97,        66.33,
    4.40,         0.00,       296.70,        -0.49,        66.34,       164.73,        66.11,
    4.41,         0.00,       296.38,        -0.49,        66.48,       164.49,        65.89,
    4.42,         0.00,       296.07,        -0.49,        66.63,       164.25,        65.67,
    4.43,         0.00,       295.76,        -0.49,        66.78,       164.02,        65.45,
    4.44,         0.00,       295.46,        -0.49,        66.92,       163.78,        65.23,
    4.45,         0.00,       295.15,        -0.49,        67.07,       163.54,        65.01,
    4.46,         0.00,       294.84,        -0.49,        67.21,       163.31,        64.79,
    4.47,         0.00,       294.54,        -0.49,        67.36,       163.07,        64.58,
    4.48,         0.00,       294.23,        -0.49,        67.50,       162.84,        64.36,
    4.49,         0.00,       293.93,        -0.49,        67.65,       162.61,        64.15,
    4.50,         0.00,       293.62,        -0.49,        67.79,       162.37,        63.94,
    4.51,         0.00,       293.32,        -0.49,        67.93,       162.14,        63.72,
    4.52,         0.00,       293.02,        -0.49,        68.08,       161.91,        63.51,
    4.53,         0.00,       292.72,        -0.49,        68.22,       161.68,        63.30,
    4.54,         0.00,       292.42,        -0.49,        68.36,       161.45,        63.09,
    4.55,         0.00,       292.13,        -0.49,        68.50,       161.22,        62.88,
    4.56,         0.00,       291.83,        -0.49,        68.64,       160.99,        62.68,
    4.57,         0.00,       291.53,        -0.49,        68.78,       160.76,        62.47,
    4.58,         0.00,       291.24,        -0.49,        68.92,       160.53,        62.26,
    4.59,         0.00,       290.95,        -0.49,        69.06,       160.31,        62.06,
    4.60,         0.00,       290.65,        -0.49,        69.20,       160.08,        61.85,
    4.61,         0.00,       290.36,        -0.49,        69.34,       159.85,        61.65,
    4.62,         0.00,       290.07,        -0.49,        69.48,       159.63,        61.44,
    4.63,         0.00,       289.78,        -0.49,        69.62,       159.40,        61.24,
    4.64,         0.00,       289.49,        -0.49,        69.75,       159.18,        61.04,
    4.65,         0.00,       289.20,        -0.49,        69.89,       158.95,        60.84,
    4.66,         0.00,       288.92,        -0.49,        70.03,       158.73,        60.64,
    4.67,         0.00,       288.63,        -0.49,        70.16,       158.51,        60.44,
    4.68,         0.00,       288.34,        -0.49,        70.30,       158.28,        60.24,
    4.69,         0.00,       288.06,        -0.49,        70.43,       158.06,        60.04,
    4.70,         0.00,       287.78,        -0.49,        70.57,       157.84,        59.85,
    4.71,         0.00,       287.49,        -0.49,        70.70,       157.62,        59.65,
    4.72,         0.00,       287.21,        -0.49,        70.83,       157.40,        59.45,
    4.73,         0.00,       286.93,        -0.49,        70.97,       157.18,        59.26,
    4.74,         0.00,       286.65,        -0.49,        71.10,       156.96,        59.06,
    4.75,         0.00,       286.37,        -0.49,        71.23,       156.74,        58.87,
    4.76,         0.00,       286.09,        -0.49,        71.37,       156.53,        58.68,
    4.77,         0.00,       285.82,        -0.49,        71.50,       156.31,        58.49,
    4.78,         0.00,       285.54,        -0.49,        71.63,       156.09,        58.30,
    4.79,         0.00,       285.26,        -0.49,        71.76,       155.88,        58.11,
    4.80,         0.00,       284.99,        -0.49,        71.89,       155.66,        57.92,
    4.81,         0.00,       284.71,        -0.49,        72.02,       155.44,        57.73,
    4.82,         0.00,       284.44,        -0.49,        72.15,       155.23,        57.54,
    4.83,         0.00,       284.17,        -0.49,        72.28,       155.02,        57.35,
    4.84,         0.00,       283.90,        -0.49,        72.41,       154.80,        57.17,
    4.85,         0.00,       283.63,        -0.49,        72.54,       154.59,        56.98,
    4.86,         0.00,       283.36,        -0.49,        72.66,       154.38,        56.80,
    4.87,         0.00,       283.09,        -0.49,        72.79,       154.16,        56.61,
    4.88,         0.00,       282.82,        -0.49,        72.92,       153.95,        56.43,
    4.89,         0.00,       282.55,        -0.49,        73.04,       153.74,        56.24,
    4.90,         0.00,       282.29,        -0.49,        73.17,       153.53,        56.06,
    4.91,         0.00,       282.02,        -0.49,        73.30,       153.32,        55.88,
    4.92,         0.00,       281.76,        -0.49,        73.42,       153.11,        55.70,
    4.93,         0.00,       281.49,        -0.49,        73.55,       152.90,        55.52,
    4.94,         0.00,       281.23,        -0.49,        73.67,       152.69,        55.34,
    4.95,         0.00,       280.97,        -0.49,        73.80,       152.49,        55.16,
    4.96,         0.00,       280.70,        -0.49,        73.92,       152.28,        54.98,
    4.97,         0.00,       280.44,        -0.49,        74.04,       152.07,        54.81,
    4.98,         0.00,       280.18,        -0.49,        74.17,       151.87,        54.63,
    4.99,         0.00,       279.92,        -0.49,        74.29,       151.66,        54.45,
    5.00,         0.00,       279.67,        -0.49,        74.41,       151.45,        54.28,
    5.01,         0.00,       279.41,        -0.49,        74.53,       151.25,        54.10,
    5.02,         0.00,       279.15,        -0.49,        74.66,       151.04,        53.93,
    5.03,         0.00,       278.89,        -0.49,        74.78,       150.84,        53.75,
    5.04,         0.00,       278.64,        -0.49,        74.90,       150.64,        53.58,
    5.05,         0.00,       278.38,        -0.49,        75.02,       150.43,        53.41,
    5.06,         0.00,       278.13,        -0.49,        75.14,       150.23,        53.24,
    5.07,         0.00,       277.88,        -0.49,        75.26,       150.03,        53.07,
    5.08,         0.00,       277.62,        -0.49,        75.38,       149.83,        52.90,
    5.09,         0.00,       277.37,        -0.49,        75.50,       149.63,        52.73,
    5.10,         0.00,       277.12,        -0.49,        75.62,       149.43,        52.56,
    5.11,         0.00,       276.87,        -0.49,        75.73,       149.23,        52.39,
    5.12,         0.00,       276.62,        -0.49,        75.85,       149.03,        52.22,
    5.13,         0.00,       276.37,        -0.49,        75.97,       148.83,        52.06,
    5.14,         0.00,       276.12,        -0.49,        76.09,       148.63,        51.89,
    5.15,         0.00,       275.88,        -0.49,        76.20,       148.43,        51.72,
    5.16,         0.00,       275.63,        -0.49,        76.32,       148.23,        51.56,
    5.17,         0.00,       275.38,        -0.49,        76.43,       148.03,        51.40,
    5.18,         0.00,       275.14,        -0.49,        76.55,       147.84,        51.23,
    5.19,         0.00,       274.90,        -0.49,        76.67,       147.64,        51.07,
    5.20,         0.00,       274.65,        -0.49,        76.78,       147.44,        50.91,
    5.21,         0.00,       274.41,        -0.49,        76.90,       147.25,        50.74,
    5.22,         0.00,       274.17,        -0.49,        77.01,       147.05,        50.58,
    5.23,         0.00,       273.92,        -0.49,        77.12,       146.86,        50.42,
    5.24,         0.00,       273.68,        -0.49,        77.24,       146.66,        50.26,
    5.25,         0.00,       273.44,        -0.49,        77.35,       146.47,        50.10,
    5.26,         0.00,       273.20,        -0.49,        77.46,       146.28,        49.94,
    5.27,         0.00,       272.96,        -0.49,        77.57,       146.08,        49.79,
    5.28,         0.00,       272.73,        -0.49,        77.69,       145.89,        49.63,
    5.29,         0.00,       272.49,        -0.49,        77.80,       145.70,        49.47,
    5.30,         0.00,       272.25,        -0.49,        77.91,       145.51,        49.31,
    5.31,         0.00,       272.02,        -0.49,        78.02,       145.32,        49.16,
    5.32,         0.00,       271.78,        -0.49,        78.13,       145.13,        49.00,
    5.33,         0.00,       271.55,        -0.49,        78.24,       144.94,        48.85,
    5.34,         0.00,       271.31,        -0.49,        78.35,       144.75,        48.69,
    5.35,         0.00,       271.08,        -0.49,        78.46,       144.56,        48.54,
    5.36,         0.00,       270.84,        -0.49,        78.57,       144.37,        48.39,
    5.37,         0.00,       270.61,        -0.49,        78.68,       144.18,        48.23,
    5.38,         0.00,       270.38,        -0.49,        78.79,       143.99,        48.08,
    5.39,         0.00,       270.15,        -0.49,        78.89,       143.80,        47.93,
    5.40,         0.00,       269.92,        -0.49,        79.00,       143.62,        47.78,
    5.41,         0.00,       269.69,        -0.49,        79.11,       143.43,        47.63,
    5.42,         0.00,       269.46,        -0.49,        79.22,       143.24,        47.48,
    5.43,         0.00,       269.23,        -0.49,        79.32,       143.06,        47.33,
    5.44,         0.00,       269.00,        -0.49,        79.43,       142.87,        47.18,
    5.45,         0.00,       268.78,        -0.49,        79.54,       142.69,        47.04,
    5.46,         0.00,       268.55,        -0.49,        79.64,       142.50,        46.89,
    5.47,         0.00,       268.33,        -0.49,        79.75,       142.32,        46.74,
    5.48,         0.00,       268.10,        -0.49,        79.85,       142.13,        46.59,
    5.49,         0.00,       267.88,        -0.49,        79.96,       141.95,        46.45,
    5.50,         0.00,       267.65,        -0.49,        80.06,       141.77,        46.30,
    5.51,         0.00,       267.43,        -0.49,        80.17,       141.58,        46.16,
    5.52,         0.00,       267.21,        -0.49,        80.27,       141.40,        46.01,
    5.53,         0.00,       266.98,        -0.49,        80.37,       141.22,        45.87,
    5.54,         0.00,       266.76,        -0.49,        80.48,       141.04,        45.73,
    5.55,         0.00,       266.54,        -0.49,        80.58,       140.86,        45.59,
    5.56,         0.00,       266.32,        -0.49,        80.68,       140.68,        45.44,
    5.57,         0.00,       266.10,        -0.49,        80.78,       140.50,        45.30,
    5.58,         0.00,       265.88,        -0.49,        80.88,       140.32,        45.16,
    5.59,         0.00,       265.66,        -0.49,        80.99,       140.14,        45.02,
    5.60,         0.00,       265.44,        -0.49,        81.09,       139.96,        44.88,
    5.61,         0.00,       265.23,        -0.49,        81.19,       139.78,        44.74,
    5.62,         0.00,       265.01,        -0.49,        81.29,       139.60,        44.60,
    5.63,         0.00,       264.79,        -0.49,        81.39,       139.42,        44.46,
    5.64,         0.00,       264.58,        -0.49,        81.49,       139.24,        44.33,
    5.65,         0.00,       264.36,        -0.49,        81.59,       139.07,        44.19,
    5.66,         0.00,       264.15,        -0.49,        81.69,       138.89,        44.05,
    5.67,         0.00,       263.94,        -0.49,        81.79,       138.71,        43.92,
    5.68,         0.00,       263.72,        -0.49,        81.89,       138.54,        43.78,
    5.69,         0.00,       263.51,        -0.49,        81.98,       138.36,        43.64,
    5.70,         0.00,       263.30,        -0.49,        82.08,       138.19,        43.51,
    5.71,         0.00,       263.09,        -0.49,        82.18,       138.01,        43.37,
    5.72,         0.00,       262.87,        -0.49,        82.28,       137.84,        43.24,
    5.73,         0.00,       262.66,        -0.49,        82.37,       137.66,        43.11,
    5.74,         0.00,       262.45,        -0.49,        82.47,       137.49,        42.97,
    5.75,         0.00,       262.24,        -0.49,        82.57,       137.32,        42.84,
    5.76,         0.00,       262.04,        -0.49,        82.66,       137.14,        42.71,
    5.77,         0.00,       261.83,        -0.49,        82.76,       136.97,        42.58,
    5.78,         0.00,       261.62,        -0.49,        82.85,       136.80,        42.45,
    5.79,         0.00,       261.41,        -0.49,        82.95,       136.63,        42.32,
    5.80,         0.00,       261.21,        -0.49,        83.04,       136.45,        42.19,
    5.81,         0.00,       261.00,        -0.49,        83.14,       136.28,        42.06,
    5.82,         0.00,       260.79,        -0.49,        83.23,       136.11,        41.93,
    5.83,         0.00,       260.59,        -0.49,        83.33,       135.94,        41.80,
    5.84,         0.00,       260.38,        -0.49,        83.42,       135.77,        41.67,
    5.85,         0.00,       260.18,        -0.49,        83.51,       135.60,        41.54,
    5.86,         0.00,       259.98,        -0.49,        83.61,       135.43,        41.42,
    5.87,         0.00,       259.77,        -0.49,        83.70,       135.26,        41.29,
    5.88,         0.00,       259.57,        -0.49,        83.79,       135.10,        41.16,
    5.89,         0.00,       259.37,        -0.49,        83.89,       134.93,        41.04,
    5.90,         0.00,       259.17,        -0.49,        83.98,       134.76,        40.91,
    5.91,         0.00,       258.97,        -0.49,        84.07,       134.59,        40.79,
    5.92,         0.00,       258.77,        -0.49,        84.16,       134.42,        40.66,
    5.93,         0.00,       258.57,        -0.49,        84.25,       134.26,        40.54,
    5.94,         0.00,       258.37,        -0.49,        84.34,       134.09,        40.41,
    5.95,         0.00,       258.17,        -0.49,        84.43,       133.93,        40.29,
    5.96,         0.00,       257.97,        -0.49,        84.52,       133.76,        40.17,
    5.97,         0.00,       257.77,        -0.49,        84.61,       133.59,        40.05,
    5.98,         0.00,       257.58,        -0.49,        84.70,       133.43,        39.92,
    5.99,         0.00,       257.38,        -0.49,        84.79,       133.26,        39.80,
    6.00,         0.00,       257.18,        -0.49,        84.88,       133.10,        39.68,
    6.01,         0.00,       256.99,        -0.49,        84.97,       132.94,        39.56,
    6.02,         0.00,       256.79,        -0.49,        85.06,       132.77,        39.44,
    6.03,         0.00,       256.60,        -0.49,        85.15,       132.61,        39.32,
    6.04,         0.00,       256.40,        -0.49,        85.24,       132.45,        39.20,
    6.05,         0.00,       256.21,        -0.49,        85.32,       132.28,        39.08,
    6.06,         0.00,       256.02,        -0.49,        85.41,       132.12,        38.96,
    6.07,         0.00,       255.82,        -0.49,        85.50,       131.96,        38.85,
    6.08,         0.00,       255.63,        -0.49,        85.59,       131.80,        38.73,
    6.09,         0.00,       255.44,        -0.49,        85.67,       131.64,        38.61,
    6.10,         0.00,       255.25,        -0.49,        85.76,       131.47,        38.50,
    6.11,         0.00,       255.06,        -0.49,        85.85,       131.31,        38.38,
    6.12,         0.00,       254.87,        -0.49,        85.93,       131.15,        38.26,
    6.13,         0.00,       254.68,        -0.49,        86.02,       130.99,        38.15,
    6.14,         0.00,       254.49,        -0.49,        86.10,       130.83,        38.03,
    6.15,         0.00,       254.30,        -0.49,        86.19,       130.67,        37.92,
    6.16,         0.00,       254.11,        -0.49,        86.27,       130.51,        37.80,
    6.17,         0.00,       253.92,        -0.49,        86.36,       130.36,        37.69,
    6.18,         0.00,       253.73,        -0.49,        86.44,       130.20,        37.58,
    6.19,         0.00,       253.55,        -0.49,        86.53,       130.04,        37.46,
    6.20,         0.00,       253.36,        -0.49,        86.61,       129.88,        37.35,
    6.21,         0.00,       253.17,        -0.49,        86.69,       129.72,        37.24,
    6.22,         0.00,       252.99,        -0.49,        86.78,       129.57,        37.13,
    6.23,         0.00,       252.80,        -0.49,        86.86,       129.41,        37.01,
    6.24,         0.00,       252.62,        -0.49,        86.94,       129.25,        36.90,
    6.25,         0.00,       252.43,        -0.49,        87.02,       129.10,        36.79,
    6.26,         0.00,       252.25,        -0.49,        87.11,       128.94,        36.68,
    6.27,         0.00,       252.07,        -0.49,        87.19,       128.79,        36.57,
    6.28,         0.00,       251.88,        -0.49,        87.27,       128.63,        36.46,
    6.29,         0.00,       251.70,        -0.49,        87.35,       128.48,        36.35,
    6.30,         0.00,       251.52,        -0.49,        87.43,       128.32,        36.25,
    6.31,         0.00,       251.34,        -0.49,        87.51,       128.17,        36.14,
    6.32,         0.00,       251.16,        -0.49,        87.59,       128.01,        36.03,
    6.33,         0.00,       250.98,        -0.49,        87.68,       127.86,        35.92,
    6.34,         0.00,       250.80,        -0.49,        87.76,       127.71,        35.81,
    6.35,         0.00,       250.62,        -0.49,        87.84,       127.55,        35.71,
    6.36,         0.00,       250.44,        -0.49,        87.92,       127.40,        35.60,
    6.37,         0.00,       250.26,        -0.49,        87.99,       127.25,        35.49,
    6.38,         0.00,       250.08,        -0.49,        88.07,       127.10,        35.39,
    6.39,         0.00,       249.90,        -0.49,        88.15,       126.95,        35.28,
    6.40,         0.00,       249.72,        -0.49,        88.23,       126.79,        35.18,
    6.41,         0.00,       249.54,        -0.49,        88.31,       126.64,        35.07,
    6.42,         0.00,       249.37,        -0.49,        88.39,       126.49,        34.97,
    6.43,         0.00,       249.19,        -0.49,        88.47,       126.34,        34.87,
    6.44,         0.00,       249.02,        -0.49,        88.54,       126.19,        34.76,
    6.45,         0.00,       248.84,        -0.49,        88.62,       126.04,        34.66,
    6.46,         0.00,       248.66,        -0.49,        88.70,       125.89,        34.56,
    6.47,         0.00,       248.49,        -0.49,        88.78,       125.74,        34.45,
    6.48,         0.00,       248.32,        -0.49,        88.85,       125.59,        34.35,
    6.49,         0.00,       248.14,        -0.49,        88.93,       125.44,        34.25,
    6.50,         0.00,       247.97,        -0.49,        89.01,       125.30,        34.15,
    6.51,         0.00,       247.80,        -0.49,        89.08,       125.15,        34.05,
    6.52,         0.00,       247.62,        -0.49,        89.16,       125.00,        33.95,
    6.53,         0.00,       247.45,        -0.49,        89.23,       124.85,        33.85,
    6.54,         0.00,       247.28,        -0.49,        89.31,       124.71,        33.75,
    6.55,         0.00,       247.11,        -0.49,        89.38,       124.56,        33.65,
    6.56,         0.00,       246.94,        -0.49,        89.46,       124.41,        33.55,
    6.57,         0.00,       246.77,        -0.49,        89.53,       124.27,        33.45,
    6.58,         0.00,       246.59,        -0.49,        89.61,       124.12,        33.35,
    6.59,         0.00,       246.43,        -0.49,        89.68,       123.97,        33.25,
    6.60,         0.00,       246.26,        -0.49,        89.76,       123.83,        33.15,
    6.61,         0.00,       246.09,        -0.49,        89.83,       123.68,        33.06,
    6.62,         0.00,       245.92,        -0.49,        89.90,       123.54,        32.96,
    6.63,         0.00,       245.75,        -0.49,        89.98,       123.39,        32.86,
    6.64,         0.00,       245.58,        -0.49,        90.05,       123.25,        32.76,
    6.65,         0.00,       245.41,        -0.49,        90.12,       123.10,        32.67,
    6.66,         0.00,       245.25,        -0.49,        90.20,       122.96,        32.57,
    6.67,         0.00,       245.08,        -0.49,        90.27,       122.82,        32.48,
    6.68,         0.00,       244.91,        -0.49,        90.34,       122.67,        32.38,
    6.69,         0.00,       244.75,        -0.49,        90.41,       122.53,        32.29,
    6.70,         0.00,       244.58,        -0.49,        90.49,       122.39,        32.19,
    6.71,         0.00,       244.42,        -0.49,        90.56,       122.25,        32.10,
    6.72,         0.00,       244.25,        -0.49,        90.63,       122.10,        32.00,
    6.73,         0.00,       244.09,        -0.49,        90.70,       121.96,        31.91,
    6.74,         0.00,       243.92,        -0.49,        90.77,       121.82,        31.82,
    6.75,         0.00,       243.76,        -0.49,        90.84,       121.68,        31.72,
    6.76,         0.00,       243.60,        -0.49,        90.91,       121.54,        31.63,
    6.77,         0.00,       243.43,        -0.49,        90.98,       121.40,        31.54,
    6.78,         0.00,       243.27,        -0.49,        91.05,       121.26,        31.45,
    6.79,         0.00,       243.11,        -0.49,        91.12,       121.12,        31.35,
    6.80,         0.00,       242.95,        -0.49,        91.19,       120.98,        31.26,
    6.81,         0.00,       242.79,        -0.49,        91.26,       120.84,        31.17,
    6.82,         0.00,       242.63,        -0.49,        91.33,       120.70,        31.08,
    6.83,         0.00,       242.47,        -0.49,        91.40,       120.56,        30.99,
    6.84,         0.00,       242.30,        -0.49,        91.47,       120.42,        30.90,
    6.85,         0.00,       242.14,        -0.49,        91.54,       120.28,        30.81,
    6.86,         0.00,       241.99,        -0.49,        91.61,       120.14,        30.72,
    6.87,         0.00,       241.83,        -0.49,        91.67,       120.00,        30.63,
    6.88,         0.00,       241.67,        -0.49,        91.74,       119.87,        30.54,
    6.89,         0.00,       241.51,        -0.49,        91.81,       119.73,        30.45,
    6.90,         0.00,       241.35,        -0.49,        91.88,       119.59,        30.36,
    6.91,         0.00,       241.19,        -0.49,        91.94,       119.46,        30.28,
    6.92,         0.00,       241.04,        -0.49,        92.01,       119.32,        30.19,
    6.93,         0.00,       240.88,        -0.49,        92.08,       119.18,        30.10,
    6.94,         0.00,       240.72,        -0.49,        92.15,       119.05,        30.01,
    6.95,         0.00,       240.57,        -0.49,        92.21,       118.91,        29.93,
    6.96,         0.00,       240.41,        -0.49,        92.28,       118.77,        29.84,
    6.97,         0.00,       240.25,        -0.49,        92.34,       118.64,        29.75,
    6.98,         0.00,       240.10,        -0.49,        92.41,       118.50,        29.67,
    6.99,         0.00,       239.94,        -0.49,        92.48,       118.37,        29.58,
    7.00,         0.00,       239.79,        -0.49,        92.54,       118.23,        29.50,
    7.01,         0.00,       239.63,        -0.49,        92.61,       118.10,        29.41,
    7.02,         0.00,       239.48,        -0.49,        92.67,       117.97,        29.33,
    7.03,         0.00,       239.33,        -0.49,        92.74,       117.83,        29.24,
    7.04,         0.00,       239.17,        -0.49,        92.80,       117.70,        29.16,
    7.05,         0.00,       239.02,        -0.49,        92.87,       117.57,        29.07,
    7.06,         0.00,       238.87,        -0.49,        92.93,       117.43,        28.99,
    7.07,         0.00,       238.72,        -0.49,        93.00,       117.30,        28.91,
    7.08,         0.00,       238.56,        -0.49,        93.06,       117.17,        28.82,
    7.09,         0.00,       238.41,        -0.49,        93.12,       117.03,        28.74,
    7.10,         0.00,       238.26,        -0.49,        93.19,       116.90,        28.66,
    7.11,         0.00,       238.11,        -0.49,        93.25,       116.77,        28.57,
    7.12,         0.00,       237.96,        -0.49,        93.31,       116.64,        28.49,
    7.13,         0.00,       237.81,        -0.49,        93.38,       116.51,        28.41,
    7.14,         0.00,       237.66,        -0.49,        93.44,       116.38,        28.33,
    7.15,         0.00,       237.51,        -0.49,        93.50,       116.25,        28.25,
    7.16,         0.00,       237.36,        -0.49,        93.56,       116.12,        28.17,
    7.17,         0.00,       237.21,        -0.49,        93.63,       115.99,        28.08,
    7.18,         0.00,       237.06,        -0.49,        93.69,       115.85,        28.00,
    7.19,         0.00,       236.92,        -0.49,        93.75,       115.73,        27.92,
    7.20,         0.00,       236.77,        -0.49,        93.81,       115.60,        27.84,
    7.21,         0.00,       236.62,        -0.49,        93.87,       115.47,        27.76,
    7.22,         0.00,       236.47,        -0.49,        93.94,       115.34,        27.68,
    7.23,         0.00,       236.33,        -0.49,        94.00,       115.21,        27.61,
    7.24,         0.00,       236.18,        -0.49,        94.06,       115.08,        27.53,
    7.25,         0.00,       236.03,        -0.49,        94.12,       114.95,        27.45,
    7.26,         0.00,       235.89,        -0.49,        94.18,       114.82,        27.37,
    7.27,         0.00,       235.74,        -0.49,        94.24,       114.70,        27.29,
    7.28,         0.00,       235.60,        -0.49,        94.30,       114.57,        27.21,
    7.29,         0.00,       235.45,        -0.49,        94.36,       114.44,        27.14,
    7.30,         0.00,       235.31,        -0.49,        94.42,       114.31,        27.06,
    7.31,         0.00,       235.16,        -0.49,        94.48,       114.19,        26.98,
    7.32,         0.00,       235.02,        -0.49,        94.54,       114.06,        26.90,
    7.33,         0.00,       234.88,        -0.49,        94.60,       113.93,        26.83,
    7.34,         0.00,       234.73,        -0.49,        94.66,       113.81,        26.75,
    7.35,         0.00,       234.59,        -0.49,        94.72,       113.68,        26.67,
    7.36,         0.00,       234.45,        -0.49,        94.78,       113.56,        26.60,
    7.37,         0.00,       234.30,        -0.49,        94.83,       113.43,        26.52,
    7.38,         0.00,       234.16,        -0.49,        94.89,       113.30,        26.45,
    7.39,         0.00,       234.02,        -0.49,        94.95,       113.18,        26.37,
    7.40,         0.00,       233.88,        -0.49,        95.01,       113.05,        26.30,
    7.41,         0.00,       233.74,        -0.49,        95.07,       112.93,        26.22,
    7.42,         0.00,       233.60,        -0.49,        95.13,       112.81,        26.15,
    7.43,         0.00,       233.45,        -0.49,        95.18,       112.68,        26.07,
    7.44,         0.00,       233.31,        -0.49,        95.24,       112.56,        26.00,
