Time (d), qI (mm/d), qT (mm/d), qR (mm/d), qB (mm/d), dS (mm/d)
    4.49,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.50,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.51,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.52,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.53,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.54,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.55,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.56,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.57,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.58,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.59,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.60,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.61,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.62,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.63,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.64,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.65,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.66,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.67,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.68,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.69,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.70,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.71,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.72,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.73,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.74,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.75,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.76,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.77,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.78,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.79,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.80,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.81,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.82,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.83,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.84,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.85,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.86,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.87,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.88,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.89,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.90,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.91,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.92,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.93,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.94,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.95,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.96,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.97,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.98,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.99,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.00,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.01,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.02,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.03,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.04,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.05,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.06,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.07,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.08,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.09,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.10,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.11,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.12,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.13,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.14,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.15,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.16,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.17,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.18,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.19,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.20,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.21,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.22,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.23,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.24,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.25,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.26,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.27,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.28,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.29,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.30,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.31,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.32,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.33,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.34,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.35,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.36,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.37,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.38,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.39,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.40,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.41,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.42,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.43,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.44,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.45,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.46,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.47,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.48,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.49,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.50,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.51,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.52,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.53,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.54,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.55,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.56,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.57,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.58,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.59,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.60,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.61,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.62,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.63,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.64,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.65,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.66,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.67,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.68,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.69,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.70,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.71,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.72,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.73,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.74,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.75,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.76,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.77,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.78,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.79,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.80,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.81,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.82,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.83,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.84,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.85,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.86,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.87,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.88,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.89,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.90,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.91,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.92,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.93,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.94,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.95,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.96,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.97,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.98,     0.000,     0.000,     0.000,     0.117,     -0.117
    5.99,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.00,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.01,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.02,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.03,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.04,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.05,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.06,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.07,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.08,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.09,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.10,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.11,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.12,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.13,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.14,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.15,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.16,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.17,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.18,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.19,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.20,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.21,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.22,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.23,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.24,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.25,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.26,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.27,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.28,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.29,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.30,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.31,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.32,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.33,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.34,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.35,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.36,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.37,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.38,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.39,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.40,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.41,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.42,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.43,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.44,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.45,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.46,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.47,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.48,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.49,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.50,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.51,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.52,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.53,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.54,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.55,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.56,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.57,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.58,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.59,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.60,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.61,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.62,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.63,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.64,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.65,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.66,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.67,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.68,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.69,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.70,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.71,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.72,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.73,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.74,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.75,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.76,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.77,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.78,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.79,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.80,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.81,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.82,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.83,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.84,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.85,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.86,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.87,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.88,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.89,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.90,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.91,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.92,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.93,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.94,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.95,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.96,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.97,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.98,     0.000,     0.000,     0.000,     0.117,     -0.117
    6.99,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.00,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.01,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.02,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.03,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.04,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.05,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.06,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.07,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.08,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.09,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.10,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.11,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.12,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.13,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.14,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.15,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.16,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.17,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.18,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.19,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.20,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.21,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.22,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.23,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.24,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.25,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.26,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.27,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.28,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.29,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.30,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.31,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.32,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.33,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.34,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.35,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.36,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.37,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.38,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.39,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.40,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.41,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.42,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.43,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.44,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.45,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.46,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.47,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.48,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.49,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.50,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.51,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.52,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.53,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.54,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.55,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.56,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.57,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.58,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.59,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.60,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.61,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.62,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.63,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.64,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.65,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.66,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.67,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.68,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.69,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.70,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.71,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.72,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.73,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.74,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.75,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.76,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.77,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.78,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.79,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.80,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.81,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.82,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.83,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.84,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.85,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.86,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.87,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.88,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.89,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.90,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.91,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.92,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.93,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.94,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.95,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.96,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.97,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.98,     0.000,     0.000,     0.000,     0.117,     -0.117
    7.99,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.00,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.01,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.02,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.03,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.04,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.05,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.06,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.07,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.08,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.09,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.10,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.11,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.12,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.13,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.14,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.15,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.16,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.17,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.18,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.19,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.20,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.21,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.22,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.23,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.24,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.25,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.26,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.27,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.28,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.29,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.30,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.31,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.32,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.33,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.34,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.35,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.36,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.37,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.38,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.39,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.40,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.41,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.42,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.43,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.44,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.45,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.46,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.47,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.48,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.49,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.50,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.51,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.52,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.53,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.54,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.55,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.56,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.57,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.58,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.59,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.60,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.61,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.62,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.63,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.64,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.65,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.66,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.67,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.68,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.69,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.70,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.71,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.72,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.73,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.74,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.75,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.76,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.77,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.78,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.79,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.80,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.81,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.82,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.83,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.84,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.85,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.86,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.87,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.88,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.89,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.90,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.91,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.92,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.93,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.94,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.95,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.96,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.97,     0.000,     0.000,     0.000,     0.117,     -0.117
    8.98,     0.000,     0.000,     0.000,     0.117,     -0.117
