Time (d), qI (mm/d), qT (mm/d), qR (mm/d), qB (mm/d), dS (mm/d)
    1.83,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.84,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.85,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.86,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.87,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.88,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.89,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.90,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.91,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.92,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.93,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.94,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.95,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.96,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.97,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.98,     0.000,     0.000,     0.000,     0.117,     -0.117
    1.99,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.00,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.01,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.02,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.03,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.04,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.05,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.06,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.07,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.08,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.09,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.10,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.11,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.12,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.13,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.14,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.15,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.16,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.17,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.18,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.19,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.20,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.21,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.22,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.23,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.24,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.25,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.26,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.27,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.28,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.29,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.30,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.31,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.32,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.33,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.34,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.35,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.36,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.37,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.38,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.39,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.40,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.41,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.42,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.43,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.44,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.45,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.46,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.47,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.48,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.49,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.50,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.51,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.52,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.53,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.54,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.55,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.56,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.57,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.58,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.59,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.60,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.61,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.62,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.63,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.64,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.65,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.66,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.67,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.68,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.69,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.70,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.71,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.72,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.73,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.74,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.75,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.76,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.77,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.78,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.79,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.80,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.81,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.82,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.83,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.84,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.85,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.86,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.87,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.88,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.89,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.90,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.91,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.92,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.93,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.94,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.95,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.96,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.97,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.98,     0.000,     0.000,     0.000,     0.117,     -0.117
    2.99,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.00,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.01,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.02,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.03,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.04,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.05,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.06,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.07,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.08,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.09,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.10,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.11,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.12,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.13,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.14,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.15,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.16,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.17,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.18,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.19,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.20,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.21,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.22,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.23,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.24,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.25,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.26,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.27,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.28,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.29,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.30,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.31,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.32,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.33,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.34,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.35,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.36,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.37,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.38,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.39,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.40,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.41,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.42,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.43,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.44,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.45,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.46,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.47,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.48,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.49,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.50,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.51,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.52,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.53,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.54,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.55,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.56,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.57,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.58,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.59,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.60,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.61,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.62,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.63,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.64,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.65,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.66,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.67,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.68,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.69,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.70,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.71,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.72,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.73,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.74,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.75,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.76,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.77,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.78,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.79,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.80,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.81,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.82,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.83,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.84,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.85,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.86,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.87,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.88,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.89,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.90,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.91,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.92,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.93,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.94,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.95,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.96,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.97,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.98,     0.000,     0.000,     0.000,     0.117,     -0.117
    3.99,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.00,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.01,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.02,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.03,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.04,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.05,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.06,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.07,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.08,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.09,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.10,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.11,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.12,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.13,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.14,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.15,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.16,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.17,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.18,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.19,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.20,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.21,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.22,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.23,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.24,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.25,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.26,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.27,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.28,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.29,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.30,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.31,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.32,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.33,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.34,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.35,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.36,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.37,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.38,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.39,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.40,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.41,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.42,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.43,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.44,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.45,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.46,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.47,     0.000,     0.000,     0.000,     0.117,     -0.117
    4.48,     0.000,     0.000,     0.000,     0.117,     -0.117
