Time (d),      jTA (*),      jTC (*),      jBA (*),      jBC (*),      duL (*),      duS (*) * all units are kJ/m2/d
    0.42,         0.00,       664.55,         0.00,         0.00,       223.41,       441.05,
    0.43,         0.00,       654.01,         0.00,         0.00,       217.53,       436.39,
    0.44,         0.00,       643.84,         0.00,         0.00,       211.87,       431.89,
    0.45,         0.00,       634.04,         0.00,         0.00,       206.42,       427.54,
    0.46,         0.00,       624.58,         0.00,         0.00,       201.17,       423.32,
    0.47,         0.00,       615.45,         0.00,         0.00,       196.11,       419.25,
    0.48,         0.00,       606.62,         0.00,         0.00,       191.23,       415.30,
    0.49,         0.00,       598.08,         0.00,         0.00,       186.52,       411.47,
    0.50,         0.00,       589.81,         0.00,         0.00,       181.97,       407.76,
    0.51,         0.00,       581.81,         0.00,         0.00,       177.58,       404.15,
    0.52,         0.00,       574.06,         0.00,         0.00,       173.33,       400.65,
    0.53,         0.00,       566.54,         0.00,         0.01,       169.21,       397.24,
    0.54,         0.00,       559.25,         0.00,         0.01,       165.23,       393.93,
    0.55,         0.00,       552.18,         0.00,         0.01,       161.38,       390.71,
    0.56,         0.00,       545.31,         0.00,         0.01,       157.64,       387.58,
    0.57,         0.00,       538.64,         0.00,         0.01,       154.02,       384.53,
    0.58,         0.00,       532.15,         0.00,         0.02,       150.51,       381.55,
    0.59,         0.00,       525.85,         0.00,         0.02,       147.10,       378.65,
    0.60,         0.00,       519.71,         0.00,         0.02,       143.79,       375.82,
    0.61,         0.00,       513.74,         0.00,         0.03,       140.58,       373.06,
    0.62,         0.00,       507.93,         0.00,         0.03,       137.46,       370.37,
    0.63,         0.00,       502.27,         0.00,         0.04,       134.43,       367.73,
    0.64,         0.00,       496.76,         0.00,         0.04,       131.48,       365.16,
    0.65,         0.00,       491.39,         0.00,         0.05,       128.61,       362.65,
    0.66,         0.00,       486.15,         0.00,         0.05,       125.82,       360.19,
    0.67,         0.00,       481.04,         0.00,         0.06,       123.11,       357.79,
    0.68,         0.00,       476.05,         0.00,         0.07,       120.47,       355.44,
    0.69,         0.00,       471.18,         0.00,         0.08,       117.89,       353.14,
    0.70,         0.00,       466.43,         0.00,         0.09,       115.39,       350.88,
    0.71,         0.00,       461.79,         0.00,         0.10,       112.94,       348.68,
    0.72,         0.00,       457.26,         0.00,         0.12,       110.56,       346.51,
    0.73,         0.00,       452.83,         0.00,         0.13,       108.24,       344.39,
    0.74,         0.00,       448.50,         0.00,         0.15,       105.97,       342.31,
    0.75,         0.00,       444.27,         0.00,         0.16,       103.77,       340.27,
    0.76,         0.00,       440.13,         0.00,         0.18,       101.61,       338.27,
    0.77,         0.00,       436.08,         0.00,         0.20,        99.50,       336.31,
    0.78,         0.00,       432.12,         0.00,         0.22,        97.45,       334.38,
    0.79,         0.00,       420.56,         0.00,         0.24,        87.63,       332.62,
    0.80,         0.00,       406.66,         0.00,         0.27,        75.69,       330.64,
    0.81,         0.00,       403.17,         0.00,         0.29,        74.00,       328.81,
    0.82,         0.00,       399.81,         0.00,         0.32,        72.40,       327.02,
    0.83,         0.00,       396.54,         0.00,         0.35,        70.88,       325.25,
    0.84,         0.00,       393.37,         0.00,         0.38,        69.41,       323.51,
    0.85,         0.00,       390.28,         0.00,         0.41,        68.00,       321.81,
    0.86,         0.00,       387.27,         0.00,         0.44,        66.64,       320.12,
    0.87,         0.00,       384.34,         0.00,         0.48,        65.32,       318.47,
    0.88,         0.00,       381.47,         0.00,         0.52,        64.04,       316.84,
    0.89,         0.00,       378.66,         0.00,         0.56,        62.80,       315.24,
    0.90,         0.00,       375.91,         0.00,         0.60,        61.58,       313.66,
    0.91,         0.00,       373.22,         0.00,         0.65,        60.40,       312.10,
    0.92,         0.00,       370.58,         0.00,         0.69,        59.25,       310.57,
    0.93,         0.00,       368.00,         0.00,         0.74,        58.13,       309.06,
    0.94,         0.00,       365.46,         0.00,         0.79,        57.03,       307.57,
    0.95,         0.00,       362.97,         0.00,         0.85,        55.96,       306.10,
    0.96,         0.00,       360.52,         0.00,         0.90,        54.91,       304.65,
    0.97,         0.00,       358.12,         0.00,         0.96,        53.88,       303.22,
    0.98,         0.00,       355.77,         0.00,         1.02,        52.87,       301.81,
    0.99,         0.00,       353.45,         0.00,         1.09,        51.88,       300.42,
    1.00,         0.00,       351.17,         0.00,         1.15,        50.91,       299.04,
    1.01,         0.00,       348.93,         0.00,         1.22,        49.96,       297.69,
    1.02,         0.00,       346.72,         0.00,         1.29,        49.02,       296.35,
    1.03,         0.00,       344.56,         0.00,         1.36,        48.11,       295.02,
    1.04,         0.00,       342.42,         0.00,         1.44,        47.20,       293.72,
    1.05,         0.00,       340.32,         0.00,         1.52,        46.32,       292.42,
    1.06,         0.00,       338.25,         0.00,         1.60,        45.45,       291.15,
    1.07,         0.00,       336.22,         0.00,         1.68,        44.59,       289.88,
    1.08,         0.00,       334.21,         0.00,         1.77,        43.75,       288.64,
    1.09,         0.00,       332.24,         0.00,         1.86,        42.92,       287.40,
    1.10,         0.00,       330.29,         0.00,         1.95,        42.10,       286.18,
    1.11,         0.00,       328.38,         0.00,         2.04,        41.30,       284.97,
    1.12,         0.00,       326.49,         0.00,         2.14,        40.51,       283.78,
    1.13,         0.00,       324.63,         0.00,         2.24,        39.73,       282.60,
    1.14,         0.00,       322.79,         0.00,         2.34,        38.96,       281.43,
    1.15,         0.00,       320.98,         0.00,         2.45,        38.21,       280.27,
    1.16,         0.00,       319.20,         0.00,         2.55,        37.46,       279.12,
    1.17,         0.00,       317.44,         0.00,         2.66,        36.73,       277.99,
    1.18,         0.00,       315.70,         0.00,         2.78,        36.00,       276.86,
    1.19,         0.00,       313.99,         0.00,         2.89,        35.29,       275.75,
    1.20,         0.00,       312.30,         0.00,         3.01,        34.59,       274.65,
    1.21,         0.00,       310.63,         0.00,         3.13,        33.89,       273.55,
    1.22,         0.00,       308.99,         0.00,         3.26,        33.21,       272.47,
    1.23,         0.00,       307.37,         0.00,         3.38,        32.53,       271.40,
    1.24,         0.00,       305.76,         0.00,         3.51,        31.86,       270.33,
    1.25,         0.00,       304.18,         0.00,         3.64,        31.20,       269.28,
    1.26,         0.00,       302.62,         0.00,         3.78,        30.55,       268.23,
    1.27,         0.00,       301.08,         0.00,         3.91,        29.91,       267.19,
    1.28,         0.00,       299.55,         0.00,         4.05,        29.28,       266.17,
    1.29,         0.00,       298.05,         0.00,         4.20,        28.65,       265.15,
    1.30,         0.00,       296.57,         0.00,         4.34,        28.03,       264.14,
    1.31,         0.00,       295.10,         0.00,         4.49,        27.42,       263.13,
    1.32,         0.00,       293.65,         0.00,         4.64,        26.82,       262.14,
    1.33,         0.00,       292.22,         0.00,         4.79,        26.22,       261.15,
    1.34,         0.00,       290.80,         0.00,         4.94,        25.63,       260.17,
    1.35,         0.00,       289.40,         0.00,         5.10,        25.05,       259.20,
    1.36,         0.00,       288.02,         0.00,         5.26,        24.47,       258.23,
    1.37,         0.00,       286.65,         0.00,         5.42,        23.90,       257.27,
    1.38,         0.00,       285.30,         0.00,         5.59,        23.34,       256.32,
    1.39,         0.00,       283.97,         0.00,         5.75,        22.78,       255.38,
    1.40,         0.00,       282.65,         0.00,         5.92,        22.23,       254.44,
    1.41,         0.00,       281.35,         0.00,         6.10,        21.69,       253.51,
    1.42,         0.00,       280.06,         0.00,         6.27,        21.15,       252.59,
    1.43,         0.00,       278.78,         0.00,         6.45,        20.61,       251.67,
    1.44,         0.00,       277.52,         0.00,         6.62,        20.09,       250.76,
    1.45,         0.00,       276.27,         0.00,         6.80,        19.56,       249.85,
    1.46,         0.00,       275.04,         0.00,         6.99,        19.05,       248.95,
    1.47,         0.00,       273.82,         0.00,         7.17,        18.54,       248.06,
    1.48,         0.00,       272.61,         0.00,         7.36,        18.03,       247.17,
    1.49,         0.00,       271.42,         0.00,         7.55,        17.53,       246.29,
    1.50,         0.00,       270.23,         0.00,         7.74,        17.03,       245.41,
    1.51,         0.00,       269.07,         0.00,         7.93,        16.54,       244.54,
    1.52,         0.00,       267.91,         0.00,         8.13,        16.05,       243.67,
    1.53,         0.00,       266.76,         0.00,         8.33,        15.57,       242.81,
    1.54,         0.00,       265.63,         0.00,         8.53,        15.10,       241.96,
    1.55,         0.00,       264.51,         0.00,         8.73,        14.62,       241.11,
    1.56,         0.00,       263.40,         0.00,         8.93,        14.16,       240.26,
    1.57,         0.00,       262.30,         0.00,         9.14,        13.69,       239.42,
    1.58,         0.00,       261.21,         0.00,         9.35,        13.23,       238.58,
    1.59,         0.00,       260.14,         0.00,         9.56,        12.78,       237.75,
    1.60,         0.00,       259.07,         0.00,         9.77,        12.33,       236.93,
    1.61,         0.00,       258.02,         0.00,         9.98,        11.88,       236.11,
    1.62,         0.00,       256.97,         0.00,        10.19,        11.44,       235.29,
    1.63,         0.00,       255.94,         0.00,        10.41,        11.00,       234.48,
    1.64,         0.00,       254.91,         0.00,        10.63,        10.56,       233.67,
    1.65,         0.00,       253.90,         0.00,        10.85,        10.13,       232.87,
    1.66,         0.00,       252.89,         0.00,        11.07,         9.71,       232.07,
    1.67,         0.00,       251.90,         0.00,        11.29,         9.28,       231.27,
    1.68,         0.00,       250.91,         0.00,        11.52,         8.86,       230.48,
    1.69,         0.00,       249.94,         0.00,        11.75,         8.45,       229.70,
    1.70,         0.00,       248.97,         0.00,        11.97,         8.03,       228.92,
    1.71,         0.00,       248.01,         0.00,        12.20,         7.62,       228.14,
    1.72,         0.00,       247.06,         0.00,        12.43,         7.22,       227.36,
    1.73,         0.00,       246.12,         0.00,        12.67,         6.81,       226.59,
    1.74,         0.00,       245.19,         0.00,        12.90,         6.42,       225.83,
    1.75,         0.00,       244.27,         0.00,        13.14,         6.02,       225.07,
    1.76,         0.00,       243.36,         0.00,        13.37,         5.63,       224.31,
    1.77,         0.00,       242.45,         0.00,        13.61,         5.24,       223.55,
    1.78,         0.00,       241.55,         0.00,        13.85,         4.85,       222.80,
    1.79,         0.00,       240.66,         0.00,        14.09,         4.47,       222.06,
    1.80,         0.00,       239.78,         0.00,        14.33,         4.09,       221.31,
    1.81,         0.00,       238.91,         0.00,        14.58,         3.71,       220.57,
    1.82,         0.00,       238.04,         0.00,        14.82,         3.33,       219.84,
    1.83,         0.00,       237.18,         0.00,        15.07,         2.96,       219.10,
    1.84,         0.00,       236.33,         0.00,        15.31,         2.59,       218.37,
    1.85,         0.00,       235.48,         0.00,        15.56,         2.23,       217.65,
    1.86,         0.00,       234.65,         0.00,        15.81,         1.86,       216.93,
    1.87,         0.00,       233.82,         0.00,        16.06,         1.50,       216.21,
    1.88,         0.00,       233.00,         0.00,        16.31,         1.14,       215.49,
    1.89,         0.00,       232.18,         0.00,        16.57,         0.79,       214.78,
    1.90,         0.00,       231.37,         0.00,        16.82,         0.43,       214.07,
    1.91,         0.00,       230.57,         0.00,        17.07,         0.08,       213.37,
    1.92,         0.00,       229.78,         0.00,        17.33,        -0.26,       212.67,
    1.93,         0.00,       228.99,         0.00,        17.59,        -0.61,       211.97,
    1.94,         0.00,       228.21,         0.00,        17.84,        -0.95,       211.27,
    1.95,         0.00,       227.43,         0.00,        18.10,        -1.29,       210.58,
    1.96,         0.00,       226.66,         0.00,        18.36,        -1.63,       209.89,
    1.97,         0.00,       225.90,         0.00,        18.62,        -1.97,       209.20,
    1.98,         0.00,       225.15,         0.00,        18.88,        -2.30,       208.52,
    1.99,         0.00,       224.40,         0.00,        19.14,        -2.63,       207.84,
    2.00,         0.00,       223.65,         0.00,        19.41,        -2.96,       207.16,
    2.01,         0.00,       222.91,         0.00,        19.67,        -3.29,       206.49,
    2.02,         0.00,       222.18,         0.00,        19.93,        -3.61,       205.82,
    2.03,         0.00,       221.46,         0.00,        20.20,        -3.94,       205.15,
    2.04,         0.00,       220.74,         0.00,        20.46,        -4.26,       204.48,
    2.05,         0.00,       220.02,         0.00,        20.73,        -4.57,       203.82,
    2.06,         0.00,       219.31,         0.00,        21.00,        -4.89,       203.16,
    2.07,         0.00,       218.61,         0.00,        21.26,        -5.21,       202.51,
    2.08,         0.00,       217.91,         0.00,        21.53,        -5.52,       201.85,
    2.09,         0.00,       217.22,         0.00,        21.80,        -5.83,       201.20,
    2.10,         0.00,       216.53,         0.00,        22.07,        -6.14,       200.55,
    2.11,         0.00,       215.85,         0.00,        22.34,        -6.44,       199.91,
    2.12,         0.00,       215.17,         0.00,        22.61,        -6.75,       199.27,
    2.13,         0.00,       214.50,         0.00,        22.88,        -7.05,       198.63,
    2.14,         0.00,       213.84,         0.00,        23.15,        -7.35,       197.99,
    2.15,         0.00,       213.17,         0.00,        23.42,        -7.65,       197.36,
    2.16,         0.00,       212.52,         0.00,        23.70,        -7.94,       196.72,
    2.17,         0.00,       211.87,         0.00,        23.97,        -8.24,       196.09,
    2.18,         0.00,       211.22,         0.00,        24.24,        -8.53,       195.47,
    2.19,         0.00,       210.58,         0.00,        24.52,        -8.83,       194.85,
    2.20,         0.00,       209.94,         0.00,        24.79,        -9.11,       194.22,
    2.21,         0.00,       209.31,         0.00,        25.06,        -9.40,       193.61,
    2.22,         0.00,       208.68,         0.00,        25.34,        -9.69,       192.99,
    2.23,         0.00,       208.06,         0.00,        25.61,        -9.98,       192.38,
    2.24,         0.00,       207.44,         0.00,        25.89,       -10.26,       191.77,
    2.25,         0.00,       206.83,         0.00,        26.17,       -10.54,       191.16,
    2.26,         0.00,       206.22,         0.00,        26.44,       -10.82,       190.55,
    2.27,         0.00,       205.61,         0.00,        26.72,       -11.10,       189.95,
    2.28,         0.00,       205.01,         0.00,        26.99,       -11.37,       189.35,
    2.29,         0.00,       204.42,         0.00,        27.27,       -11.65,       188.75,
    2.30,         0.00,       203.83,         0.00,        27.55,       -11.92,       188.16,
    2.31,         0.00,       203.24,         0.00,        27.83,       -12.20,       187.56,
    2.32,         0.00,       202.65,         0.00,        28.10,       -12.47,       186.97,
    2.33,         0.00,       202.07,         0.00,        28.38,       -12.74,       186.39,
    2.34,         0.00,       201.50,         0.00,        28.66,       -13.00,       185.80,
    2.35,         0.00,       200.93,         0.00,        28.94,       -13.27,       185.22,
    2.36,         0.00,       200.36,         0.00,        29.22,       -13.53,       184.64,
    2.37,         0.00,       199.80,         0.00,        29.49,       -13.80,       184.06,
    2.38,         0.00,       199.24,         0.00,        29.77,       -14.06,       183.48,
    2.39,         0.00,       198.68,         0.00,        30.05,       -14.32,       182.91,
    2.40,         0.00,       198.13,         0.00,        30.33,       -14.58,       182.34,
    2.41,         0.00,       197.58,         0.00,        30.61,       -14.84,       181.77,
    2.42,         0.00,       197.04,         0.00,        30.89,       -15.09,       181.20,
    2.43,         0.00,       196.50,         0.00,        31.17,       -15.35,       180.64,
    2.44,         0.00,       195.96,         0.00,        31.45,       -15.60,       180.08,
    2.45,         0.00,       195.43,         0.00,        31.72,       -15.86,       179.52,
    2.46,         0.00,       194.90,         0.00,        32.00,       -16.11,       178.96,
    2.47,         0.00,       194.37,         0.00,        32.28,       -16.36,       178.40,
    2.48,         0.00,       193.85,         0.00,        32.56,       -16.61,       177.85,
    2.49,         0.00,       193.33,         0.00,        32.84,       -16.86,       177.30,
    2.50,         0.00,       192.81,         0.00,        33.12,       -17.10,       176.75,
    2.51,         0.00,       192.30,         0.00,        33.40,       -17.35,       176.21,
    2.52,         0.00,       191.79,         0.00,        33.68,       -17.59,       175.66,
    2.53,         0.00,       191.28,         0.00,        33.96,       -17.83,       175.12,
    2.54,         0.00,       190.78,         0.00,        34.24,       -18.08,       174.58,
    2.55,         0.00,       190.28,         0.00,        34.52,       -18.32,       174.04,
    2.56,         0.00,       189.79,         0.00,        34.79,       -18.56,       173.51,
    2.57,         0.00,       189.29,         0.00,        35.07,       -18.80,       172.98,
    2.58,         0.00,       188.80,         0.00,        35.35,       -19.03,       172.45,
    2.59,         0.00,       188.32,         0.00,        35.63,       -19.27,       171.92,
    2.60,         0.00,       187.83,         0.00,        35.91,       -19.50,       171.39,
    2.61,         0.00,       187.35,         0.00,        36.19,       -19.74,       170.87,
    2.62,         0.00,       186.88,         0.00,        36.47,       -19.97,       170.34,
    2.63,         0.00,       186.40,         0.00,        36.74,       -20.20,       169.82,
    2.64,         0.00,       185.93,         0.00,        37.02,       -20.44,       169.31,
    2.65,         0.00,       185.46,         0.00,        37.30,       -20.66,       168.79,
    2.66,         0.00,       185.00,         0.00,        37.58,       -20.89,       168.28,
    2.67,         0.00,       184.54,         0.00,        37.85,       -21.12,       167.77,
    2.68,         0.00,       184.08,         0.00,        38.13,       -21.35,       167.26,
    2.69,         0.00,       183.62,         0.00,        38.41,       -21.57,       166.75,
    2.70,         0.00,       183.17,         0.00,        38.68,       -21.80,       166.24,
    2.71,         0.00,       182.72,         0.00,        38.96,       -22.02,       165.74,
    2.72,         0.00,       182.27,         0.00,        39.24,       -22.25,       165.24,
    2.73,         0.00,       181.82,         0.00,        39.51,       -22.47,       164.74,
    2.74,         0.00,       181.38,         0.00,        39.79,       -22.69,       164.24,
    2.75,         0.00,       180.94,         0.00,        40.06,       -22.91,       163.75,
    2.76,         0.00,       180.50,         0.00,        40.34,       -23.13,       163.25,
    2.77,         0.00,       180.07,         0.00,        40.62,       -23.35,       162.76,
    2.78,         0.00,       179.63,         0.00,        40.89,       -23.57,       162.27,
    2.79,         0.00,       179.21,         0.00,        41.16,       -23.78,       161.78,
    2.80,         0.00,       178.78,         0.00,        41.44,       -24.00,       161.30,
    2.81,         0.00,       178.35,         0.00,        41.71,       -24.21,       160.81,
    2.82,         0.00,       177.93,         0.00,        41.99,       -24.43,       160.33,
    2.83,         0.00,       177.51,         0.00,        42.26,       -24.64,       159.85,
    2.84,         0.00,       177.10,         0.00,        42.53,       -24.85,       159.38,
    2.85,         0.00,       176.68,         0.00,        42.81,       -25.06,       158.90,
    2.86,         0.00,       176.27,         0.00,        43.08,       -25.27,       158.43,
    2.87,         0.00,       175.86,         0.00,        43.35,       -25.48,       157.95,
    2.88,         0.00,       175.45,         0.00,        43.62,       -25.69,       157.48,
    2.89,         0.00,       175.05,         0.00,        43.90,       -25.90,       157.02,
    2.90,         0.00,       174.65,         0.00,        44.17,       -26.11,       156.55,
    2.91,         0.00,       174.25,         0.00,        44.44,       -26.31,       156.09,
    2.92,         0.00,       173.85,         0.00,        44.71,       -26.52,       155.62,
    2.93,         0.00,       173.45,         0.00,        44.98,       -26.73,       155.16,
    2.94,         0.00,       173.06,         0.00,        45.25,       -26.93,       154.70,
    2.95,         0.00,       172.67,         0.00,        45.52,       -27.13,       154.25,
    2.96,         0.00,       172.28,         0.00,        45.79,       -27.34,       153.79,
    2.97,         0.00,       171.89,         0.00,        46.06,       -27.54,       153.34,
    2.98,         0.00,       171.51,         0.00,        46.33,       -27.74,       152.89,
    2.99,         0.00,       171.13,         0.00,        46.59,       -27.94,       152.44,
    3.00,         0.00,       170.75,         0.00,        46.86,       -28.14,       151.99,
    3.01,         0.00,       170.37,         0.00,        47.13,       -28.34,       151.54,
    3.02,         0.00,       169.99,         0.00,        47.40,       -28.54,       151.10,
    3.03,         0.00,       169.62,         0.00,        47.66,       -28.74,       150.66,
    3.04,         0.00,       169.25,         0.00,        47.93,       -28.93,       150.22,
    3.05,         0.00,       168.88,         0.00,        48.19,       -29.13,       149.78,
    3.06,         0.00,       168.51,         0.00,        48.46,       -29.33,       149.34,
    3.07,         0.00,       168.14,         0.00,        48.73,       -29.52,       148.90,
    3.08,         0.00,       167.78,         0.00,        48.99,       -29.72,       148.47,
    3.09,         0.00,       167.42,         0.00,        49.25,       -29.91,       148.04,
    3.10,         0.00,       167.06,         0.00,        49.52,       -30.10,       147.61,
    3.11,         0.00,       166.70,         0.00,        49.78,       -30.29,       147.18,
    3.12,         0.00,       166.35,         0.00,        50.04,       -30.49,       146.75,
    3.13,         0.00,       165.99,         0.00,        50.31,       -30.68,       146.33,
    3.14,         0.00,       165.64,         0.00,        50.57,       -30.87,       145.90,
    3.15,         0.00,       165.29,         0.00,        50.83,       -31.06,       145.48,
    3.16,         0.00,       164.94,         0.00,        51.09,       -31.25,       145.06,
    3.17,         0.00,       164.60,         0.00,        51.35,       -31.44,       144.64,
    3.18,         0.00,       164.25,         0.00,        51.61,       -31.63,       144.23,
    3.19,         0.00,       163.91,         0.00,        51.87,       -31.81,       143.81,
    3.20,         0.00,       163.57,         0.00,        52.13,       -32.00,       143.40,
    3.21,         0.00,       163.23,         0.00,        52.39,       -32.19,       142.99,
    3.22,         0.00,       162.90,         0.00,        52.65,       -32.37,       142.58,
    3.23,         0.00,       162.56,         0.00,        52.91,       -32.56,       142.17,
    3.24,         0.00,       162.23,         0.00,        53.17,       -32.74,       141.76,
    3.25,         0.00,       161.90,         0.00,        53.43,       -32.93,       141.36,
    3.26,         0.00,       161.57,         0.00,        53.68,       -33.11,       140.96,
    3.27,         0.00,       161.24,         0.00,        53.94,       -33.29,       140.55,
    3.28,         0.00,       160.91,         0.00,        54.20,       -33.48,       140.15,
    3.29,         0.00,       160.59,         0.00,        54.45,       -33.66,       139.76,
    3.30,         0.00,       160.26,         0.00,        54.71,       -33.84,       139.36,
    3.31,         0.00,       159.94,         0.00,        54.96,       -34.02,       138.96,
    3.32,         0.00,       159.62,         0.00,        55.22,       -34.20,       138.57,
    3.33,         0.00,       159.30,         0.00,        55.47,       -34.38,       138.18,
    3.34,         0.00,       158.99,         0.00,        55.72,       -34.56,       137.79,
    3.35,         0.00,       158.67,         0.00,        55.98,       -34.74,       137.40,
    3.36,         0.00,       158.36,         0.00,        56.23,       -34.92,       137.01,
    3.37,         0.00,       158.05,         0.00,        56.48,       -35.09,       136.63,
    3.38,         0.00,       157.74,         0.00,        56.73,       -35.27,       136.24,
    3.39,         0.00,       157.43,         0.00,        56.98,       -35.45,       135.86,
    3.40,         0.00,       157.12,         0.00,        57.23,       -35.62,       135.48,
    3.41,         0.00,       156.82,         0.00,        57.48,       -35.80,       135.10,
    3.42,         0.00,       156.51,         0.00,        57.73,       -35.98,       134.72,
    3.43,         0.00,       156.21,         0.00,        57.98,       -36.15,       134.34,
    3.44,         0.00,       155.91,         0.00,        58.23,       -36.32,       133.97,
    3.45,         0.00,       155.61,         0.00,        58.48,       -36.50,       133.60,
    3.46,         0.00,       155.31,         0.00,        58.73,       -36.67,       133.22,
    3.47,         0.00,       155.02,         0.00,        58.97,       -36.84,       132.85,
    3.48,         0.00,       154.72,         0.00,        59.22,       -37.02,       132.48,
    3.49,         0.00,       154.43,         0.00,        59.47,       -37.19,       132.12,
    3.50,         0.00,       154.14,         0.00,        59.71,       -37.36,       131.75,
    3.51,         0.00,       153.85,         0.00,        59.96,       -37.53,       131.39,
    3.52,         0.00,       153.56,         0.00,        60.20,       -37.70,       131.02,
    3.53,         0.00,       153.27,         0.00,        60.45,       -37.87,       130.66,
    3.54,         0.00,       152.98,         0.00,        60.69,       -38.04,       130.30,
    3.55,         0.00,       152.70,         0.00,        60.93,       -38.21,       129.94,
    3.56,         0.00,       152.41,         0.00,        61.18,       -38.38,       129.58,
    3.57,         0.00,       152.13,         0.00,        61.42,       -38.55,       129.23,
    3.58,         0.00,       151.85,         0.00,        61.66,       -38.72,       128.87,
    3.59,         0.00,       151.57,         0.00,        61.90,       -38.89,       128.52,
    3.60,         0.00,       151.29,         0.00,        62.14,       -39.05,       128.17,
    3.61,         0.00,       151.02,         0.00,        62.38,       -39.22,       127.82,
    3.62,         0.00,       150.74,         0.00,        62.62,       -39.39,       127.47,
    3.63,         0.00,       150.47,         0.00,        62.86,       -39.55,       127.12,
    3.64,         0.00,       150.19,         0.00,        63.10,       -39.72,       126.78,
    3.65,         0.00,       149.92,         0.00,        63.34,       -39.88,       126.43,
    3.66,         0.00,       149.65,         0.00,        63.58,       -40.05,       126.09,
    3.67,         0.00,       149.38,         0.00,        63.82,       -40.21,       125.75,
    3.68,         0.00,       149.12,         0.00,        64.05,       -40.38,       125.41,
    3.69,         0.00,       148.85,         0.00,        64.29,       -40.54,       125.07,
    3.70,         0.00,       148.58,         0.00,        64.53,       -40.71,       124.73,
    3.71,         0.00,       148.32,         0.00,        64.76,       -40.87,       124.39,
    3.72,         0.00,       148.06,         0.00,        65.00,       -41.03,       124.06,
    3.73,         0.00,       147.80,         0.00,        65.23,       -41.19,       123.73,
    3.74,         0.00,       147.54,         0.00,        65.47,       -41.36,       123.39,
    3.75,         0.00,       147.28,         0.00,        65.70,       -41.52,       123.06,
    3.76,         0.00,       147.02,         0.00,        65.93,       -41.68,       122.73,
    3.77,         0.00,       146.76,         0.00,        66.16,       -41.84,       122.41,
    3.78,         0.00,       146.51,         0.00,        66.40,       -42.00,       122.08,
    3.79,         0.00,       146.25,         0.00,        66.63,       -42.16,       121.75,
