Time (d),      jTA (*),      jTC (*),      jBA (*),      jBC (*),      duL (*),      duS (*) * all units are kJ/m2/d
    0.82,        12.54,         0.00,        -0.49,         0.16,      -347.31,       360.11,
    0.83,        12.54,         0.00,        -0.49,         0.18,      -345.15,       357.93,
    0.84,        12.54,        -0.00,        -0.49,         0.19,      -343.03,       355.79,
    0.85,        12.54,        -0.00,        -0.49,         0.21,      -340.94,       353.69,
    0.86,        12.54,         0.00,        -0.49,         0.23,      -338.89,       351.62,
    0.87,        12.54,         0.00,        -0.49,         0.25,      -336.87,       349.58,
    0.88,        12.54,         0.00,        -0.49,         0.28,      -334.89,       347.58,
    0.89,        12.54,        -0.00,        -0.49,         0.30,      -332.94,       345.60,
    0.90,        12.54,        -0.00,        -0.49,         0.32,      -331.02,       343.66,
    0.91,        12.54,         0.00,        -0.49,         0.35,      -329.13,       341.74,
    0.92,        12.54,        -0.00,        -0.49,         0.38,      -327.28,       339.86,
    0.93,        12.54,        -0.00,        -0.49,         0.41,      -325.45,       338.00,
    0.94,        12.54,         0.00,        -0.49,         0.44,      -323.65,       336.17,
    0.95,        12.54,         0.00,        -0.49,         0.47,      -321.88,       334.37,
    0.96,        12.54,         0.00,        -0.49,         0.51,      -320.14,       332.60,
    0.97,        12.54,        -0.00,        -0.49,         0.54,      -318.43,       330.85,
    0.98,        12.54,        -0.00,        -0.49,         0.58,      -316.74,       329.12,
    0.99,        12.54,         0.00,        -0.49,         0.62,      -315.08,       327.42,
    1.00,        12.54,        -0.00,        -0.49,         0.66,      -313.44,       325.75,
    1.01,        12.54,         0.00,        -0.49,         0.71,      -311.83,       324.09,
    1.02,        12.54,        -0.00,        -0.49,         0.75,      -310.25,       322.46,
    1.03,        12.54,        -0.00,        -0.49,         0.80,      -308.69,       320.85,
    1.04,        12.54,         0.00,        -0.49,         0.85,      -307.15,       319.26,
    1.05,        12.54,        -0.00,        -0.49,         0.90,      -305.63,       317.70,
    1.06,        12.54,        -0.00,        -0.49,         0.96,      -304.14,       316.15,
    1.07,        12.54,         0.00,        -0.49,         1.01,      -302.67,       314.62,
    1.08,        12.54,         0.00,        -0.49,         1.07,      -301.22,       313.12,
    1.09,        12.54,         0.00,        -0.49,         1.13,      -299.79,       311.63,
    1.10,        12.54,        -0.00,        -0.49,         1.19,      -298.39,       310.16,
    1.11,        12.54,        -0.00,        -0.49,         1.26,      -297.00,       308.71,
    1.12,        12.54,         0.00,        -0.49,         1.32,      -295.63,       307.28,
    1.13,        12.54,        -0.00,        -0.49,         1.39,      -294.28,       305.86,
    1.14,        12.54,        -0.00,        -0.49,         1.46,      -292.96,       304.46,
    1.15,        12.54,         0.00,        -0.49,         1.54,      -291.65,       303.08,
    1.16,        12.54,         0.00,        -0.49,         1.61,      -290.35,       301.71,
    1.17,        12.54,         0.00,        -0.49,         1.69,      -289.08,       300.36,
    1.18,        12.54,        -0.00,        -0.49,         1.77,      -287.82,       299.02,
    1.19,        12.54,        -0.00,        -0.49,         1.85,      -286.59,       297.70,
    1.20,        12.54,         0.00,        -0.49,         1.94,      -285.36,       296.40,
    1.21,        12.54,        -0.00,        -0.49,         2.02,      -284.16,       295.10,
    1.22,        12.54,         0.00,        -0.49,         2.11,      -282.97,       293.83,
    1.23,        12.54,        -0.00,        -0.49,         2.21,      -281.80,       292.56,
    1.24,        12.54,        -0.00,        -0.49,         2.30,      -280.64,       291.31,
    1.25,        12.54,         0.00,        -0.49,         2.40,      -279.50,       290.07,
    1.26,        12.54,        -0.00,        -0.49,         2.49,      -278.37,       288.85,
    1.27,        12.54,        -0.00,        -0.49,         2.60,      -277.26,       287.63,
    1.28,        12.54,         0.00,        -0.49,         2.70,      -276.16,       286.43,
    1.29,        12.54,         0.00,        -0.49,         2.81,      -275.08,       285.24,
    1.30,        12.54,         0.00,        -0.49,         2.91,      -274.01,       284.07,
    1.31,        12.54,         0.00,        -0.49,         3.03,      -272.95,       282.90,
    1.32,        12.54,         0.00,        -0.49,         3.14,      -271.91,       281.74,
    1.33,        12.54,         0.00,        -0.49,         3.25,      -270.88,       280.60,
    1.34,        12.54,         0.00,        -0.49,         3.37,      -269.87,       279.47,
    1.35,        12.54,         0.00,        -0.49,         3.49,      -268.86,       278.34,
    1.36,        12.54,         0.00,        -0.49,         3.61,      -267.87,       277.23,
    1.37,        12.54,         0.00,        -0.49,         3.74,      -266.90,       276.13,
    1.38,        12.54,         0.00,        -0.49,         3.87,      -265.93,       275.04,
    1.39,        12.54,         0.00,        -0.49,         4.00,      -264.97,       273.95,
    1.40,        12.54,         0.00,        -0.49,         4.13,      -264.03,       272.88,
    1.41,        12.54,         0.00,        -0.49,         4.26,      -263.10,       271.81,
    1.42,        12.54,         0.00,        -0.49,         4.40,      -262.18,       270.76,
    1.43,        12.54,         0.00,        -0.49,         4.54,      -261.27,       269.71,
    1.44,        12.54,         0.00,        -0.49,         4.68,      -260.38,       268.67,
    1.45,        12.54,         0.00,        -0.49,         4.82,      -259.49,       267.64,
    1.46,        12.54,         0.00,        -0.49,         4.97,      -258.61,       266.62,
    1.47,        12.54,         0.00,        -0.49,         5.12,      -257.75,       265.60,
    1.48,        12.54,         0.00,        -0.49,         5.27,      -256.89,       264.60,
    1.49,        12.54,         0.00,        -0.49,         5.42,      -256.05,       263.60,
    1.50,        12.54,         0.00,        -0.49,         5.58,      -255.21,       262.61,
    1.51,        12.54,         0.00,        -0.49,         5.73,      -254.38,       261.63,
    1.52,        12.54,         0.00,        -0.49,         5.89,      -253.57,       260.65,
    1.53,        12.54,         0.00,        -0.49,         6.05,      -252.76,       259.68,
    1.54,        12.54,         0.00,        -0.49,         6.22,      -251.96,       258.72,
    1.55,        12.54,         0.00,        -0.49,         6.38,      -251.17,       257.77,
    1.56,        12.54,         0.00,        -0.49,         6.55,      -250.39,       256.82,
    1.57,        12.54,         0.00,        -0.49,         6.72,      -249.62,       255.88,
    1.58,        12.54,         0.00,        -0.49,         6.89,      -248.86,       254.95,
    1.59,        12.54,         0.00,        -0.49,         7.06,      -248.11,       254.02,
    1.60,        12.54,         0.00,        -0.49,         7.24,      -247.36,       253.10,
    1.61,        12.54,         0.00,        -0.49,         7.42,      -246.62,       252.18,
    1.62,        12.54,         0.00,        -0.49,         7.60,      -245.89,       251.27,
    1.63,        12.54,         0.00,        -0.49,         7.78,      -245.17,       250.37,
    1.64,        12.54,         0.00,        -0.49,         7.96,      -244.46,       249.48,
    1.65,        12.54,         0.00,        -0.49,         8.15,      -243.75,       248.59,
    1.66,        12.54,         0.00,        -0.49,         8.33,      -243.06,       247.70,
    1.67,        12.54,         0.00,        -0.49,         8.52,      -242.37,       246.82,
    1.68,        12.54,         0.00,        -0.49,         8.71,      -241.68,       245.95,
    1.69,        12.54,         0.00,        -0.49,         8.91,      -241.01,       245.08,
    1.70,        12.54,         0.00,        -0.49,         9.10,      -240.34,       244.22,
    1.71,        12.54,         0.00,        -0.49,         9.30,      -239.68,       243.36,
    1.72,        12.54,         0.00,        -0.49,         9.50,      -239.03,       242.51,
    1.73,        12.54,         0.00,        -0.49,         9.70,      -238.38,       241.66,
    1.74,        12.54,         0.00,        -0.49,         9.90,      -237.74,       240.82,
    1.75,        12.54,         0.00,        -0.49,        10.10,      -237.10,       239.98,
    1.76,        12.54,         0.00,        -0.49,        10.31,      -236.48,       239.15,
    1.77,        12.54,         0.00,        -0.49,        10.51,      -235.86,       238.32,
    1.78,        12.54,         0.00,        -0.49,        10.72,      -235.24,       237.50,
    1.79,        12.54,         0.00,        -0.49,        10.93,      -234.63,       236.68,
    1.80,        12.54,         0.00,        -0.49,        11.14,      -234.03,       235.87,
    1.81,        12.54,         0.00,        -0.49,        11.36,      -233.44,       235.06,
    1.82,        12.54,         0.00,        -0.49,        11.57,      -232.85,       234.26,
    1.83,        12.54,         0.00,        -0.49,        11.79,      -232.26,       233.46,
    1.84,        12.54,         0.00,        -0.49,        12.00,      -231.69,       232.66,
    1.85,        12.54,         0.00,        -0.49,        12.22,      -231.12,       231.87,
    1.86,        12.54,         0.00,        -0.49,        12.44,      -230.55,       231.09,
    1.87,        12.54,         0.00,        -0.49,        12.66,      -229.99,       230.31,
    1.88,        12.54,         0.00,        -0.49,        12.89,      -229.43,       229.53,
    1.89,        12.54,         0.00,        -0.49,        13.11,      -228.88,       228.76,
    1.90,        12.54,         0.00,        -0.49,        13.34,      -228.34,       227.99,
    1.91,        12.54,         0.00,        -0.49,        13.56,      -227.80,       227.22,
    1.92,        12.54,         0.00,        -0.49,        13.79,      -227.27,       226.46,
    1.93,        12.54,         0.00,        -0.49,        14.02,      -226.74,       225.70,
    1.94,        12.54,         0.00,        -0.49,        14.25,      -226.22,       224.95,
    1.95,        12.54,         0.00,        -0.49,        14.48,      -225.70,       224.20,
    1.96,        12.54,         0.00,        -0.49,        14.72,      -225.19,       223.45,
    1.97,        12.54,         0.00,        -0.49,        14.95,      -224.68,       222.71,
    1.98,        12.54,         0.00,        -0.49,        15.19,      -224.18,       221.97,
    1.99,        12.54,         0.00,        -0.49,        15.42,      -223.68,       221.24,
    2.00,        12.54,         0.00,        -0.49,        15.66,      -223.19,       220.51,
    2.01,        12.54,         0.00,        -0.49,        15.90,      -222.70,       219.78,
    2.02,        12.54,         0.00,        -0.49,        16.14,      -222.21,       219.06,
    2.03,        12.54,         0.00,        -0.49,        16.38,      -221.74,       218.34,
    2.04,        12.54,         0.00,        -0.49,        16.62,      -221.26,       217.62,
    2.05,        12.54,         0.00,        -0.49,        16.87,      -220.79,       216.91,
    2.06,        12.54,         0.00,        -0.49,        17.11,      -220.32,       216.20,
    2.07,        12.54,         0.00,        -0.49,        17.36,      -219.86,       215.49,
    2.08,        12.54,         0.00,        -0.49,        17.60,      -219.41,       214.79,
    2.09,        12.54,         0.00,        -0.49,        17.85,      -218.95,       214.09,
    2.10,        12.54,         0.00,        -0.49,        18.10,      -218.50,       213.39,
    2.11,        12.54,         0.00,        -0.49,        18.34,      -218.06,       212.70,
    2.12,        12.54,         0.00,        -0.49,        18.59,      -217.62,       212.01,
    2.13,        12.54,         0.00,        -0.49,        18.84,      -217.18,       211.32,
    2.14,        12.54,         0.00,        -0.49,        19.09,      -216.75,       210.64,
    2.15,        12.54,         0.00,        -0.49,        19.35,      -216.32,       209.96,
    2.16,        12.54,         0.00,        -0.49,        19.60,      -215.90,       209.28,
    2.17,        12.54,         0.00,        -0.49,        19.85,      -215.48,       208.61,
    2.18,        12.54,         0.00,        -0.49,        20.11,      -215.06,       207.94,
    2.19,        12.54,         0.00,        -0.49,        20.36,      -214.65,       207.27,
    2.20,        12.54,         0.00,        -0.49,        20.62,      -214.24,       206.61,
    2.21,        12.54,         0.00,        -0.49,        20.87,      -213.83,       205.94,
    2.22,        12.54,         0.00,        -0.49,        21.13,      -213.43,       205.28,
    2.23,        12.54,         0.00,        -0.49,        21.39,      -213.03,       204.63,
    2.24,        12.54,         0.00,        -0.49,        21.65,      -212.64,       203.98,
    2.25,        12.54,         0.00,        -0.49,        21.90,      -212.24,       203.33,
    2.26,        12.54,         0.00,        -0.49,        22.16,      -211.86,       202.68,
    2.27,        12.54,         0.00,        -0.49,        22.42,      -211.47,       202.03,
    2.28,        12.54,         0.00,        -0.49,        22.68,      -211.09,       201.39,
    2.29,        12.54,         0.00,        -0.49,        22.94,      -210.71,       200.75,
    2.30,        12.54,         0.00,        -0.49,        23.21,      -210.34,       200.12,
    2.31,        12.54,         0.00,        -0.49,        23.47,      -209.97,       199.49,
    2.32,        12.54,         0.00,        -0.49,        23.73,      -209.60,       198.86,
    2.33,        12.54,         0.00,        -0.49,        23.99,      -209.23,       198.23,
    2.34,        12.54,         0.00,        -0.49,        24.26,      -208.87,       197.60,
    2.35,        12.54,         0.00,        -0.49,        24.52,      -208.51,       196.98,
    2.36,        12.54,         0.00,        -0.49,        24.78,      -208.16,       196.36,
    2.37,        12.54,         0.00,        -0.49,        25.05,      -207.81,       195.74,
    2.38,        12.54,         0.00,        -0.49,        25.31,      -207.46,       195.13,
    2.39,        12.54,         0.00,        -0.49,        25.58,      -207.11,       194.52,
    2.40,        12.54,         0.00,        -0.49,        25.84,      -206.77,       193.91,
    2.41,        12.54,         0.00,        -0.49,        26.11,      -206.43,       193.30,
    2.42,        12.54,         0.00,        -0.49,        26.38,      -206.09,       192.70,
    2.43,        12.54,         0.00,        -0.49,        26.64,      -205.75,       192.10,
    2.44,        12.54,         0.00,        -0.49,        26.91,      -205.42,       191.50,
    2.45,        12.54,         0.00,        -0.49,        27.18,      -205.09,       190.90,
    2.46,        12.54,         0.00,        -0.49,        27.45,      -204.77,       190.31,
    2.47,        12.54,         0.00,        -0.49,        27.71,      -204.45,       189.72,
    2.48,        12.54,         0.00,        -0.49,        27.98,      -204.12,       189.13,
    2.49,        12.54,         0.00,        -0.49,        28.25,      -203.81,       188.55,
    2.50,        12.54,         0.00,        -0.49,        28.52,      -203.49,       187.96,
    2.51,        12.54,         0.00,        -0.49,        28.79,      -203.18,       187.38,
    2.52,        12.54,         0.00,        -0.49,        29.06,      -202.87,       186.80,
    2.53,        12.54,         0.00,        -0.49,        29.32,      -202.56,       186.23,
    2.54,        12.54,         0.00,        -0.49,        29.59,      -202.26,       185.65,
    2.55,        12.54,         0.00,        -0.49,        29.86,      -201.95,       185.08,
    2.56,        12.54,         0.00,        -0.49,        30.13,      -201.65,       184.51,
    2.57,        12.54,         0.00,        -0.49,        30.40,      -201.35,       183.94,
    2.58,        12.54,         0.00,        -0.49,        30.67,      -201.06,       183.38,
    2.59,        12.54,         0.00,        -0.49,        30.94,      -200.77,       182.82,
    2.60,        12.54,         0.00,        -0.49,        31.21,      -200.48,       182.26,
    2.61,        12.54,         0.00,        -0.49,        31.48,      -200.19,       181.70,
    2.62,        12.54,        -0.00,        -0.49,        31.75,      -199.91,       181.14,
    2.63,        12.54,         0.00,        -0.49,        32.02,      -199.62,       180.59,
    2.64,        12.54,         0.00,        -0.49,        32.29,      -199.34,       180.04,
    2.65,        12.54,         0.00,        -0.49,        32.56,      -199.06,       179.49,
    2.66,        12.54,        -0.00,        -0.49,        32.83,      -198.79,       178.95,
    2.67,        12.54,         0.00,        -0.49,        33.10,      -198.51,       178.40,
    2.68,        12.54,        -0.00,        -0.49,        33.38,      -198.24,       177.86,
    2.69,        12.54,         0.00,        -0.49,        33.65,      -197.97,       177.32,
    2.70,        12.54,         0.00,        -0.49,        33.92,      -197.71,       176.78,
    2.71,        12.54,        -0.00,        -0.49,        34.19,      -197.44,       176.25,
    2.72,        12.54,         0.00,        -0.49,        34.46,      -197.18,       175.72,
    2.73,        12.54,         0.00,        -0.49,        34.73,      -196.92,       175.18,
    2.74,        12.54,         0.00,        -0.49,        35.00,      -196.66,       174.66,
    2.75,        12.54,        -0.00,        -0.49,        35.27,      -196.40,       174.13,
    2.76,        12.54,         0.00,        -0.49,        35.54,      -196.15,       173.61,
    2.77,        12.54,        -0.00,        -0.49,        35.81,      -195.90,       173.08,
    2.78,        12.54,         0.00,        -0.49,        36.08,      -195.65,       172.56,
    2.79,        12.54,         0.00,        -0.49,        36.35,      -195.40,       172.05,
    2.80,        12.54,        -0.00,        -0.49,        36.62,      -195.16,       171.53,
    2.81,        12.54,         0.00,        -0.49,        36.89,      -194.91,       171.02,
    2.82,        12.54,         0.00,        -0.49,        37.16,      -194.67,       170.50,
    2.83,        12.54,         0.00,        -0.49,        37.43,      -194.42,       169.99,
    2.84,        12.54,         0.00,        -0.49,        37.70,      -194.19,       169.49,
    2.85,        12.54,         0.00,        -0.49,        37.97,      -193.95,       168.98,
    2.86,        12.54,        -0.00,        -0.49,        38.23,      -193.72,       168.48,
    2.87,        12.54,         0.00,        -0.49,        38.50,      -193.49,       167.98,
    2.88,        12.54,         0.00,        -0.49,        38.77,      -193.26,       167.48,
    2.89,        12.54,        -0.00,        -0.49,        39.04,      -193.03,       166.98,
    2.90,        12.54,         0.00,        -0.49,        39.31,      -192.80,       166.48,
    2.91,        12.54,        -0.00,        -0.49,        39.58,      -192.57,       165.99,
    2.92,        12.54,         0.00,        -0.49,        39.85,      -192.35,       165.50,
    2.93,        12.54,         0.00,        -0.49,        40.11,      -192.13,       165.01,
    2.94,        12.54,         0.00,        -0.49,        40.38,      -191.91,       164.52,
    2.95,        12.54,        -0.00,        -0.49,        40.65,      -191.69,       164.04,
    2.96,        12.54,         0.00,        -0.49,        40.92,      -191.47,       163.55,
    2.97,        12.54,         0.00,        -0.49,        41.18,      -191.26,       163.07,
    2.98,        12.54,        -0.00,        -0.49,        41.45,      -191.05,       162.59,
    2.99,        12.54,         0.00,        -0.49,        41.72,      -190.83,       162.11,
    3.00,        12.54,        -0.00,        -0.49,        41.98,      -190.63,       161.64,
    3.01,        12.54,         0.00,        -0.49,        42.25,      -190.42,       161.16,
    3.02,        12.54,         0.00,        -0.49,        42.51,      -190.21,       160.69,
    3.03,        12.54,         0.00,        -0.49,        42.78,      -190.01,       160.22,
    3.04,        12.54,         0.00,        -0.49,        43.05,      -189.80,       159.75,
    3.05,        12.54,         0.00,        -0.49,        43.31,      -189.60,       159.29,
    3.06,        12.54,         0.00,        -0.49,        43.58,      -189.40,       158.82,
    3.07,        12.54,         0.00,        -0.49,        43.84,      -189.21,       158.36,
    3.08,        12.54,         0.00,        -0.49,        44.10,      -189.01,       157.90,
    3.09,        12.54,        -0.00,        -0.49,        44.37,      -188.81,       157.44,
    3.10,        12.54,         0.00,        -0.49,        44.63,      -188.62,       156.98,
    3.11,        12.54,        -0.00,        -0.49,        44.90,      -188.43,       156.53,
    3.12,        12.54,         0.00,        -0.49,        45.16,      -188.24,       156.07,
    3.13,        12.54,         0.00,        -0.49,        45.42,      -188.05,       155.62,
    3.14,        12.54,         0.00,        -0.49,        45.68,      -187.86,       155.17,
    3.15,        12.54,         0.00,        -0.49,        45.95,      -187.67,       154.72,
    3.16,        12.54,         0.00,        -0.49,        46.21,      -187.49,       154.28,
    3.17,        12.54,         0.00,        -0.49,        46.47,      -187.31,       153.83,
    3.18,        12.54,        -0.00,        -0.49,        46.73,      -187.13,       153.39,
    3.19,        12.54,         0.00,        -0.49,        46.99,      -186.94,       152.95,
    3.20,        12.54,        -0.00,        -0.49,        47.25,      -186.77,       152.51,
    3.21,        12.54,         0.00,        -0.49,        47.51,      -186.59,       152.07,
    3.22,        12.54,        -0.00,        -0.49,        47.77,      -186.41,       151.64,
    3.23,        12.54,         0.00,        -0.49,        48.03,      -186.24,       151.20,
    3.24,        12.54,         0.00,        -0.49,        48.29,      -186.07,       150.77,
    3.25,        12.54,        -0.00,        -0.49,        48.55,      -185.89,       150.34,
    3.26,        12.54,         0.00,        -0.49,        48.81,      -185.72,       149.91,
    3.27,        12.54,         0.00,        -0.49,        49.07,      -185.55,       149.48,
    3.28,        12.54,         0.00,        -0.49,        49.32,      -185.39,       149.06,
    3.29,        12.54,        -0.00,        -0.49,        49.58,      -185.22,       148.63,
    3.30,        12.54,         0.00,        -0.49,        49.84,      -185.05,       148.21,
    3.31,        12.54,        -0.00,        -0.49,        50.10,      -184.89,       147.79,
    3.32,        12.54,         0.00,        -0.49,        50.35,      -184.73,       147.37,
    3.33,        12.54,         0.00,        -0.49,        50.61,      -184.57,       146.95,
    3.34,        12.54,         0.00,        -0.49,        50.86,      -184.41,       146.54,
    3.35,        12.54,         0.00,        -0.49,        51.12,      -184.25,       146.13,
    3.36,        12.54,         0.00,        -0.49,        51.37,      -184.09,       145.71,
    3.37,        12.54,         0.00,        -0.49,        51.63,      -183.93,       145.30,
    3.38,        12.54,         0.00,        -0.49,        51.88,      -183.78,       144.89,
    3.39,        12.54,         0.00,        -0.49,        52.14,      -183.63,       144.49,
    3.40,        12.54,        -0.00,        -0.49,        52.39,      -183.47,       144.08,
    3.41,        12.54,         0.00,        -0.49,        52.64,      -183.32,       143.68,
    3.42,        12.54,        -0.00,        -0.49,        52.89,      -183.17,       143.27,
    3.43,        12.54,         0.00,        -0.49,        53.15,      -183.02,       142.87,
    3.44,        12.54,         0.00,        -0.49,        53.40,      -182.88,       142.47,
    3.45,        12.54,        -0.00,        -0.49,        53.65,      -182.73,       142.08,
    3.46,        12.54,         0.00,        -0.49,        53.90,      -182.58,       141.68,
    3.47,        12.54,         0.00,        -0.49,        54.15,      -182.44,       141.29,
    3.48,        12.54,         0.00,        -0.49,        54.40,      -182.30,       140.89,
    3.49,        12.54,        -0.00,        -0.49,        54.65,      -182.16,       140.50,
    3.50,        12.54,         0.00,        -0.49,        54.90,      -182.01,       140.11,
    3.51,        12.54,        -0.00,        -0.49,        55.15,      -181.87,       139.72,
    3.52,        12.54,         0.00,        -0.49,        55.40,      -181.74,       139.34,
    3.53,        12.54,         0.00,        -0.49,        55.64,      -181.60,       138.95,
    3.54,        12.54,        -0.00,        -0.49,        55.89,      -181.46,       138.57,
    3.55,        12.54,         0.00,        -0.49,        56.14,      -181.33,       138.19,
    3.56,        12.54,         0.00,        -0.49,        56.38,      -181.19,       137.81,
    3.57,        12.54,         0.00,        -0.49,        56.63,      -181.06,       137.43,
    3.58,        12.54,         0.00,        -0.49,        56.88,      -180.93,       137.05,
    3.59,        12.54,         0.00,        -0.49,        57.12,      -180.80,       136.67,
    3.60,        12.54,        -0.00,        -0.49,        57.37,      -180.67,       136.30,
    3.61,        12.54,         0.00,        -0.49,        57.61,      -180.54,       135.93,
    3.62,        12.54,         0.00,        -0.49,        57.86,      -180.41,       135.55,
