Time (d),      jTA (*),      jTC (*),      jBA (*),      jBC (*),      duL (*),      duS (*) * all units are kJ/m2/d
    0.44,         0.00,       643.58,        -0.49,         0.00,       212.02,       431.96,
    0.45,         0.00,       633.78,        -0.49,         0.00,       206.57,       427.61,
    0.46,         0.00,       624.32,        -0.49,         0.00,       201.33,       423.40,
    0.47,         0.00,       615.19,        -0.49,         0.00,       196.27,       419.33,
    0.48,         0.00,       606.36,        -0.49,         0.00,       191.39,       415.38,
    0.49,         0.00,       597.82,        -0.49,         0.00,       186.68,       411.55,
    0.50,         0.00,       589.56,        -0.49,         0.00,       182.13,       407.83,
    0.51,         0.00,       581.55,        -0.49,         0.00,       177.73,       404.23,
    0.52,         0.00,       573.80,        -0.49,         0.00,       173.48,       400.73,
    0.53,         0.00,       566.29,        -0.49,         0.01,       169.37,       397.32,
    0.54,         0.00,       559.00,        -0.49,         0.01,       165.39,       394.01,
    0.55,         0.00,       551.92,        -0.49,         0.01,       161.53,       390.79,
    0.56,         0.00,       545.06,        -0.49,         0.01,       157.80,       387.66,
    0.57,         0.00,       538.38,        -0.49,         0.01,       154.18,       384.61,
    0.58,         0.00,       531.90,        -0.49,         0.02,       150.67,       381.63,
    0.59,         0.00,       525.59,        -0.49,         0.02,       147.26,       378.73,
    0.60,         0.00,       519.46,        -0.49,         0.02,       143.95,       375.90,
    0.61,         0.00,       513.49,        -0.49,         0.03,       140.74,       373.14,
    0.62,         0.00,       507.68,        -0.49,         0.03,       137.62,       370.45,
    0.63,         0.00,       502.02,        -0.49,         0.04,       134.59,       367.82,
    0.64,         0.00,       496.51,        -0.49,         0.04,       131.64,       365.25,
    0.65,         0.00,       491.14,        -0.49,         0.05,       128.78,       362.73,
    0.66,         0.00,       485.90,        -0.49,         0.05,       125.99,       360.28,
    0.67,         0.00,       480.79,        -0.49,         0.06,       123.27,       357.87,
    0.68,         0.00,       475.81,        -0.49,         0.07,       120.63,       355.52,
    0.69,         0.00,       470.94,        -0.49,         0.08,       118.06,       353.22,
    0.70,         0.00,       466.19,        -0.49,         0.09,       115.55,       350.97,
    0.71,         0.00,       461.55,        -0.49,         0.10,       113.11,       348.76,
    0.72,         0.00,       457.02,        -0.49,         0.12,       110.73,       346.60,
    0.73,         0.00,       452.59,        -0.49,         0.13,       108.40,       344.48,
    0.74,         0.00,       448.26,        -0.49,         0.15,       106.14,       342.40,
    0.75,         0.00,       444.03,        -0.49,         0.16,       103.93,       340.36,
    0.76,         0.00,       439.89,        -0.49,         0.18,       101.78,       338.36,
    0.77,         0.00,       435.84,        -0.49,         0.20,        99.67,       336.39,
    0.78,         0.00,       431.88,        -0.49,         0.22,        97.62,       334.47,
    0.79,         0.00,       418.68,        -0.49,         0.24,        86.16,       332.70,
    0.80,         0.00,       406.40,        -0.49,         0.27,        75.84,       330.72,
    0.81,         0.00,       402.92,        -0.49,         0.29,        74.16,       328.90,
    0.82,         0.00,       399.56,        -0.49,         0.32,        72.56,       327.10,
    0.83,         0.00,       396.30,        -0.49,         0.35,        71.04,       325.33,
    0.84,         0.00,       393.13,        -0.49,         0.38,        69.58,       323.60,
    0.85,         0.00,       390.04,        -0.49,         0.41,        68.17,       321.89,
    0.86,         0.00,       387.04,        -0.49,         0.45,        66.81,       320.21,
    0.87,         0.00,       384.10,        -0.49,         0.48,        65.49,       318.56,
    0.88,         0.00,       381.23,        -0.49,         0.52,        64.21,       316.93,
    0.89,         0.00,       378.43,        -0.49,         0.56,        62.97,       315.32,
    0.90,         0.00,       375.68,        -0.49,         0.60,        61.76,       313.74,
    0.91,         0.00,       372.99,        -0.49,         0.65,        60.58,       312.19,
    0.92,         0.00,       370.36,        -0.49,         0.69,        59.43,       310.66,
    0.93,         0.00,       367.77,        -0.49,         0.74,        58.31,       309.14,
    0.94,         0.00,       365.23,        -0.49,         0.80,        57.21,       307.65,
    0.95,         0.00,       362.75,        -0.49,         0.85,        56.14,       306.19,
    0.96,         0.00,       360.30,        -0.49,         0.90,        55.09,       304.74,
    0.97,         0.00,       357.90,        -0.49,         0.96,        54.06,       303.31,
    0.98,         0.00,       355.54,        -0.49,         1.02,        53.05,       301.90,
    0.99,         0.00,       353.23,        -0.49,         1.09,        52.07,       300.51,
    1.00,         0.00,       350.95,        -0.49,         1.15,        51.09,       299.13,
    1.01,         0.00,       348.71,        -0.49,         1.22,        50.14,       297.77,
    1.02,         0.00,       346.51,        -0.49,         1.29,        49.21,       296.43,
    1.03,         0.00,       344.34,        -0.49,         1.37,        48.29,       295.11,
    1.04,         0.00,       342.21,        -0.49,         1.44,        47.39,       293.80,
    1.05,         0.00,       340.11,        -0.49,         1.52,        46.50,       292.51,
    1.06,         0.00,       338.04,        -0.49,         1.60,        45.63,       291.23,
    1.07,         0.00,       336.00,        -0.49,         1.69,        44.78,       289.97,
    1.08,         0.00,       334.00,        -0.49,         1.77,        43.94,       288.72,
    1.09,         0.00,       332.03,        -0.49,         1.86,        43.11,       287.49,
    1.10,         0.00,       330.08,        -0.49,         1.95,        42.29,       286.27,
    1.11,         0.00,       328.17,        -0.49,         2.05,        41.49,       285.06,
    1.12,         0.00,       326.28,        -0.49,         2.14,        40.70,       283.87,
    1.13,         0.00,       324.42,        -0.49,         2.24,        39.92,       282.68,
    1.14,         0.00,       322.58,        -0.49,         2.35,        39.15,       281.51,
    1.15,         0.00,       320.77,        -0.49,         2.45,        38.40,       280.35,
    1.16,         0.00,       318.99,        -0.49,         2.56,        37.65,       279.21,
    1.17,         0.00,       317.23,        -0.49,         2.67,        36.92,       278.07,
    1.18,         0.00,       315.49,        -0.49,         2.78,        36.20,       276.95,
    1.19,         0.00,       313.78,        -0.49,         2.90,        35.48,       275.83,
    1.20,         0.00,       312.09,        -0.49,         3.02,        34.78,       274.73,
    1.21,         0.00,       310.43,        -0.49,         3.14,        34.08,       273.64,
    1.22,         0.00,       308.78,        -0.49,         3.26,        33.40,       272.55,
    1.23,         0.00,       307.16,        -0.49,         3.39,        32.72,       271.48,
    1.24,         0.00,       305.56,        -0.49,         3.52,        32.06,       270.42,
    1.25,         0.00,       303.98,        -0.49,         3.65,        31.40,       269.36,
    1.26,         0.00,       302.41,        -0.49,         3.78,        30.75,       268.32,
    1.27,         0.00,       300.87,        -0.49,         3.92,        30.11,       267.28,
    1.28,         0.00,       299.35,        -0.49,         4.06,        29.47,       266.25,
    1.29,         0.00,       297.85,        -0.49,         4.20,        28.85,       265.23,
    1.30,         0.00,       296.36,        -0.49,         4.35,        28.23,       264.22,
    1.31,         0.00,       294.90,        -0.49,         4.50,        27.62,       263.22,
    1.32,         0.00,       293.45,        -0.49,         4.65,        27.01,       262.22,
    1.33,         0.00,       292.01,        -0.49,         4.80,        26.42,       261.23,
    1.34,         0.00,       290.60,        -0.49,         4.95,        25.83,       260.25,
    1.35,         0.00,       289.20,        -0.49,         5.11,        25.24,       259.28,
    1.36,         0.00,       287.82,        -0.49,         5.27,        24.67,       258.32,
    1.37,         0.00,       286.45,        -0.49,         5.43,        24.10,       257.36,
    1.38,         0.00,       285.10,        -0.49,         5.60,        23.54,       256.41,
    1.39,         0.00,       283.77,        -0.49,         5.76,        22.98,       255.46,
    1.40,         0.00,       282.45,        -0.49,         5.93,        22.43,       254.53,
    1.41,         0.00,       281.15,        -0.49,         6.11,        21.88,       253.59,
    1.42,         0.00,       279.86,        -0.49,         6.28,        21.34,       252.67,
    1.43,         0.00,       278.58,        -0.49,         6.46,        20.81,       251.75,
    1.44,         0.00,       277.32,        -0.49,         6.63,        20.28,       250.84,
    1.45,         0.00,       276.07,        -0.49,         6.82,        19.76,       249.93,
    1.46,         0.00,       274.84,        -0.49,         7.00,        19.25,       249.03,
    1.47,         0.00,       273.62,        -0.49,         7.18,        18.73,       248.14,
    1.48,         0.00,       272.41,        -0.49,         7.37,        18.23,       247.25,
    1.49,         0.00,       271.22,        -0.49,         7.56,        17.73,       246.37,
    1.50,         0.00,       270.04,        -0.49,         7.75,        17.23,       245.49,
    1.51,         0.00,       268.87,        -0.49,         7.95,        16.74,       244.62,
    1.52,         0.00,       267.71,        -0.49,         8.14,        16.25,       243.75,
    1.53,         0.00,       266.57,        -0.49,         8.34,        15.77,       242.89,
    1.54,         0.00,       265.44,        -0.49,         8.54,        15.30,       242.04,
    1.55,         0.00,       264.31,        -0.49,         8.74,        14.82,       241.19,
    1.56,         0.00,       263.21,        -0.49,         8.95,        14.36,       240.34,
    1.57,         0.00,       262.11,        -0.49,         9.15,        13.89,       239.50,
    1.58,         0.00,       261.02,        -0.49,         9.36,        13.43,       238.66,
    1.59,         0.00,       259.94,        -0.49,         9.57,        12.98,       237.83,
    1.60,         0.00,       258.88,        -0.49,         9.78,        12.53,       237.01,
    1.61,         0.00,       257.82,        -0.49,        10.00,        12.08,       236.19,
    1.62,         0.00,       256.78,        -0.49,        10.21,        11.64,       235.37,
    1.63,         0.00,       255.75,        -0.49,        10.43,        11.20,       234.56,
    1.64,         0.00,       254.72,        -0.49,        10.65,        10.77,       233.75,
    1.65,         0.00,       253.71,        -0.49,        10.87,        10.33,       232.95,
    1.66,         0.00,       252.70,        -0.49,        11.09,         9.91,       232.15,
    1.67,         0.00,       251.71,        -0.49,        11.31,         9.48,       231.35,
    1.68,         0.00,       250.72,        -0.49,        11.54,         9.06,       230.56,
    1.69,         0.00,       249.75,        -0.49,        11.76,         8.65,       229.78,
    1.70,         0.00,       248.78,        -0.49,        11.99,         8.24,       228.99,
    1.71,         0.00,       247.82,        -0.49,        12.22,         7.83,       228.21,
    1.72,         0.00,       246.87,        -0.49,        12.45,         7.42,       227.44,
    1.73,         0.00,       245.93,        -0.49,        12.69,         7.02,       226.67,
    1.74,         0.00,       245.00,        -0.49,        12.92,         6.62,       225.90,
    1.75,         0.00,       244.08,        -0.49,        13.16,         6.22,       225.14,
    1.76,         0.00,       243.17,        -0.49,        13.39,         5.83,       224.38,
    1.77,         0.00,       242.26,        -0.49,        13.63,         5.44,       223.63,
    1.78,         0.00,       241.36,        -0.49,        13.87,         5.05,       222.88,
    1.79,         0.00,       240.47,        -0.49,        14.11,         4.67,       222.13,
    1.80,         0.00,       239.59,        -0.49,        14.36,         4.29,       221.39,
    1.81,         0.00,       238.72,        -0.49,        14.60,         3.91,       220.65,
    1.82,         0.00,       237.85,        -0.49,        14.85,         3.54,       219.91,
    1.83,         0.00,       236.99,        -0.49,        15.09,         3.17,       219.18,
    1.84,         0.00,       236.14,        -0.49,        15.34,         2.80,       218.45,
    1.85,         0.00,       235.30,        -0.49,        15.59,         2.43,       217.72,
    1.86,         0.00,       234.46,        -0.49,        15.84,         2.07,       217.00,
    1.87,         0.00,       233.63,        -0.49,        16.09,         1.71,       216.28,
    1.88,         0.00,       232.81,        -0.49,        16.34,         1.35,       215.57,
    1.89,         0.00,       232.00,        -0.49,        16.59,         0.99,       214.85,
    1.90,         0.00,       231.19,        -0.49,        16.85,         0.64,       214.15,
    1.91,         0.00,       230.39,        -0.49,        17.10,         0.29,       213.44,
    1.92,         0.00,       229.59,        -0.49,        17.36,        -0.06,       212.74,
    1.93,         0.00,       228.80,        -0.49,        17.61,        -0.41,       212.04,
    1.94,         0.00,       228.02,        -0.49,        17.87,        -0.75,       211.34,
    1.95,         0.00,       227.25,        -0.49,        18.13,        -1.09,       210.65,
    1.96,         0.00,       226.48,        -0.49,        18.39,        -1.43,       209.96,
    1.97,         0.00,       225.72,        -0.49,        18.65,        -1.76,       209.27,
    1.98,         0.00,       224.96,        -0.49,        18.91,        -2.10,       208.59,
    1.99,         0.00,       224.21,        -0.49,        19.17,        -2.43,       207.91,
    2.00,         0.00,       223.47,        -0.49,        19.44,        -2.76,       207.23,
    2.01,         0.00,       222.73,        -0.49,        19.70,        -3.08,       206.56,
    2.02,         0.00,       222.00,        -0.49,        19.96,        -3.41,       205.89,
    2.03,         0.00,       221.27,        -0.49,        20.23,        -3.73,       205.22,
    2.04,         0.00,       220.55,        -0.49,        20.50,        -4.05,       204.55,
    2.05,         0.00,       219.84,        -0.49,        20.76,        -4.37,       203.89,
    2.06,         0.00,       219.13,        -0.49,        21.03,        -4.68,       203.23,
    2.07,         0.00,       218.43,        -0.49,        21.30,        -5.00,       202.57,
    2.08,         0.00,       217.73,        -0.49,        21.57,        -5.31,       201.92,
    2.09,         0.00,       217.04,        -0.49,        21.83,        -5.62,       201.27,
    2.10,         0.00,       216.35,        -0.49,        22.10,        -5.93,       200.62,
    2.11,         0.00,       215.67,        -0.49,        22.37,        -6.23,       199.98,
    2.12,         0.00,       214.99,        -0.49,        22.65,        -6.54,       199.33,
    2.13,         0.00,       214.32,        -0.49,        22.92,        -6.84,       198.69,
    2.14,         0.00,       213.66,        -0.49,        23.19,        -7.14,       198.06,
    2.15,         0.00,       212.99,        -0.49,        23.46,        -7.44,       197.42,
    2.16,         0.00,       212.34,        -0.49,        23.73,        -7.74,       196.79,
    2.17,         0.00,       211.69,        -0.49,        24.01,        -8.03,       196.16,
    2.18,         0.00,       211.04,        -0.49,        24.28,        -8.33,       195.53,
    2.19,         0.00,       210.40,        -0.49,        24.55,        -8.62,       194.91,
    2.20,         0.00,       209.76,        -0.49,        24.83,        -8.91,       194.29,
    2.21,         0.00,       209.13,        -0.49,        25.10,        -9.20,       193.67,
    2.22,         0.00,       208.50,        -0.49,        25.38,        -9.48,       193.05,
    2.23,         0.00,       207.88,        -0.49,        25.65,        -9.77,       192.44,
    2.24,         0.00,       207.26,        -0.49,        25.93,       -10.05,       191.83,
    2.25,         0.00,       206.65,        -0.49,        26.21,       -10.33,       191.22,
    2.26,         0.00,       206.04,        -0.49,        26.48,       -10.61,       190.62,
    2.27,         0.00,       205.44,        -0.49,        26.76,       -10.89,       190.01,
    2.28,         0.00,       204.84,        -0.49,        27.04,       -11.17,       189.41,
    2.29,         0.00,       204.24,        -0.49,        27.31,       -11.44,       188.81,
    2.30,         0.00,       203.65,        -0.49,        27.59,       -11.72,       188.22,
    2.31,         0.00,       203.06,        -0.49,        27.87,       -11.99,       187.63,
    2.32,         0.00,       202.48,        -0.49,        28.15,       -12.26,       187.04,
    2.33,         0.00,       201.90,        -0.49,        28.43,       -12.53,       186.45,
    2.34,         0.00,       201.32,        -0.49,        28.70,       -12.80,       185.86,
    2.35,         0.00,       200.75,        -0.49,        28.98,       -13.06,       185.28,
    2.36,         0.00,       200.18,        -0.49,        29.26,       -13.33,       184.70,
    2.37,         0.00,       199.62,        -0.49,        29.54,       -13.59,       184.12,
    2.38,         0.00,       199.06,        -0.49,        29.82,       -13.85,       183.54,
    2.39,         0.00,       198.51,        -0.49,        30.10,       -14.11,       182.97,
    2.40,         0.00,       197.95,        -0.49,        30.38,       -14.37,       182.40,
    2.41,         0.00,       197.41,        -0.49,        30.66,       -14.63,       181.83,
    2.42,         0.00,       196.86,        -0.49,        30.94,       -14.89,       181.26,
    2.43,         0.00,       196.32,        -0.49,        31.22,       -15.14,       180.70,
    2.44,         0.00,       195.78,        -0.49,        31.50,       -15.40,       180.13,
    2.45,         0.00,       195.25,        -0.49,        31.77,       -15.65,       179.57,
    2.46,         0.00,       194.72,        -0.49,        32.05,       -15.90,       179.02,
    2.47,         0.00,       194.20,        -0.49,        32.33,       -16.15,       178.46,
    2.48,         0.00,       193.67,        -0.49,        32.61,       -16.40,       177.91,
    2.49,         0.00,       193.15,        -0.49,        32.89,       -16.65,       177.36,
    2.50,         0.00,       192.64,        -0.49,        33.17,       -16.89,       176.81,
    2.51,         0.00,       192.13,        -0.49,        33.45,       -17.14,       176.26,
    2.52,         0.00,       191.62,        -0.49,        33.73,       -17.38,       175.72,
    2.53,         0.00,       191.11,        -0.49,        34.01,       -17.63,       175.18,
    2.54,         0.00,       190.61,        -0.49,        34.29,       -17.87,       174.64,
    2.55,         0.00,       190.11,        -0.49,        34.57,       -18.11,       174.10,
    2.56,         0.00,       189.61,        -0.49,        34.85,       -18.35,       173.56,
    2.57,         0.00,       189.12,        -0.49,        35.13,       -18.59,       173.03,
    2.58,         0.00,       188.63,        -0.49,        35.41,       -18.83,       172.50,
    2.59,         0.00,       188.15,        -0.49,        35.69,       -19.06,       171.97,
    2.60,         0.00,       187.66,        -0.49,        35.96,       -19.30,       171.44,
    2.61,         0.00,       187.18,        -0.49,        36.24,       -19.53,       170.92,
    2.62,         0.00,       186.71,        -0.49,        36.52,       -19.76,       170.40,
    2.63,         0.00,       186.23,        -0.49,        36.80,       -19.99,       169.88,
    2.64,         0.00,       185.76,        -0.49,        37.08,       -20.23,       169.36,
    2.65,         0.00,       185.29,        -0.49,        37.36,       -20.46,       168.84,
    2.66,         0.00,       184.83,        -0.49,        37.63,       -20.69,       168.33,
    2.67,         0.00,       184.36,        -0.49,        37.91,       -20.91,       167.82,
    2.68,         0.00,       183.91,        -0.49,        38.19,       -21.14,       167.31,
    2.69,         0.00,       183.45,        -0.49,        38.47,       -21.37,       166.80,
    2.70,         0.00,       183.00,        -0.49,        38.74,       -21.59,       166.29,
    2.71,         0.00,       182.54,        -0.49,        39.02,       -21.81,       165.79,
    2.72,         0.00,       182.10,        -0.49,        39.30,       -22.04,       165.29,
    2.73,         0.00,       181.65,        -0.49,        39.57,       -22.26,       164.79,
    2.74,         0.00,       181.21,        -0.49,        39.85,       -22.48,       164.29,
    2.75,         0.00,       180.77,        -0.49,        40.13,       -22.70,       163.79,
    2.76,         0.00,       180.33,        -0.49,        40.40,       -22.92,       163.30,
    2.77,         0.00,       179.90,        -0.49,        40.68,       -23.14,       162.81,
    2.78,         0.00,       179.46,        -0.49,        40.95,       -23.36,       162.32,
    2.79,         0.00,       179.04,        -0.49,        41.23,       -23.57,       161.83,
    2.80,         0.00,       178.61,        -0.49,        41.50,       -23.79,       161.35,
    2.81,         0.00,       178.18,        -0.49,        41.78,       -24.00,       160.86,
    2.82,         0.00,       177.76,        -0.49,        42.05,       -24.22,       160.38,
    2.83,         0.00,       177.34,        -0.49,        42.33,       -24.43,       159.90,
    2.84,         0.00,       176.93,        -0.49,        42.60,       -24.64,       159.42,
    2.85,         0.00,       176.51,        -0.49,        42.87,       -24.85,       158.95,
    2.86,         0.00,       176.10,        -0.49,        43.15,       -25.06,       158.47,
    2.87,         0.00,       175.69,        -0.49,        43.42,       -25.28,       158.00,
    2.88,         0.00,       175.28,        -0.49,        43.69,       -25.48,       157.53,
    2.89,         0.00,       174.88,        -0.49,        43.96,       -25.69,       157.06,
    2.90,         0.00,       174.48,        -0.49,        44.23,       -25.90,       156.59,
    2.91,         0.00,       174.08,        -0.49,        44.51,       -26.11,       156.13,
    2.92,         0.00,       173.68,        -0.49,        44.78,       -26.31,       155.67,
    2.93,         0.00,       173.28,        -0.49,        45.05,       -26.52,       155.21,
    2.94,         0.00,       172.89,        -0.49,        45.32,       -26.72,       154.75,
    2.95,         0.00,       172.50,        -0.49,        45.59,       -26.93,       154.29,
    2.96,         0.00,       172.11,        -0.49,        45.86,       -27.13,       153.83,
    2.97,         0.00,       171.72,        -0.49,        46.13,       -27.33,       153.38,
    2.98,         0.00,       171.34,        -0.49,        46.40,       -27.53,       152.93,
    2.99,         0.00,       170.96,        -0.49,        46.66,       -27.73,       152.48,
    3.00,         0.00,       170.58,        -0.49,        46.93,       -27.93,       152.03,
    3.01,         0.00,       170.20,        -0.49,        47.20,       -28.13,       151.59,
    3.02,         0.00,       169.83,        -0.49,        47.47,       -28.33,       151.14,
    3.03,         0.00,       169.45,        -0.49,        47.74,       -28.53,       150.70,
    3.04,         0.00,       169.08,        -0.49,        48.00,       -28.72,       150.26,
    3.05,         0.00,       168.71,        -0.49,        48.27,       -28.92,       149.82,
    3.06,         0.00,       168.34,        -0.49,        48.53,       -29.12,       149.38,
    3.07,         0.00,       167.98,        -0.49,        48.80,       -29.31,       148.94,
    3.08,         0.00,       167.61,        -0.49,        49.06,       -29.51,       148.51,
    3.09,         0.00,       167.25,        -0.49,        49.33,       -29.70,       148.08,
    3.10,         0.00,       166.89,        -0.49,        49.59,       -29.89,       147.65,
    3.11,         0.00,       166.54,        -0.49,        49.86,       -30.09,       147.22,
    3.12,         0.00,       166.18,        -0.49,        50.12,       -30.28,       146.79,
    3.13,         0.00,       165.83,        -0.49,        50.38,       -30.47,       146.37,
    3.14,         0.00,       165.48,        -0.49,        50.65,       -30.66,       145.94,
    3.15,         0.00,       165.13,        -0.49,        50.91,       -30.85,       145.52,
    3.16,         0.00,       164.78,        -0.49,        51.17,       -31.04,       145.10,
    3.17,         0.00,       164.43,        -0.49,        51.43,       -31.23,       144.68,
    3.18,         0.00,       164.09,        -0.49,        51.69,       -31.42,       144.27,
    3.19,         0.00,       163.75,        -0.49,        51.95,       -31.60,       143.85,
    3.20,         0.00,       163.41,        -0.49,        52.21,       -31.79,       143.44,
    3.21,         0.00,       163.07,        -0.49,        52.47,       -31.98,       143.03,
    3.22,         0.00,       162.73,        -0.49,        52.73,       -32.16,       142.62,
    3.23,         0.00,       162.40,        -0.49,        52.99,       -32.35,       142.21,
    3.24,         0.00,       162.06,        -0.49,        53.25,       -32.53,       141.80,
    3.25,         0.00,       161.73,        -0.49,        53.51,       -32.72,       141.40,
    3.26,         0.00,       161.40,        -0.49,        53.76,       -32.90,       140.99,
    3.27,         0.00,       161.07,        -0.49,        54.02,       -33.08,       140.59,
    3.28,         0.00,       160.75,        -0.49,        54.28,       -33.27,       140.19,
    3.29,         0.00,       160.42,        -0.49,        54.53,       -33.45,       139.79,
    3.30,         0.00,       160.10,        -0.49,        54.79,       -33.63,       139.40,
    3.31,         0.00,       159.78,        -0.49,        55.04,       -33.81,       139.00,
    3.32,         0.00,       159.46,        -0.49,        55.30,       -33.99,       138.61,
    3.33,         0.00,       159.14,        -0.49,        55.55,       -34.17,       138.21,
    3.34,         0.00,       158.82,        -0.49,        55.81,       -34.35,       137.82,
    3.35,         0.00,       158.51,        -0.49,        56.06,       -34.53,       137.43,
    3.36,         0.00,       158.20,        -0.49,        56.31,       -34.71,       137.05,
    3.37,         0.00,       157.88,        -0.49,        56.57,       -34.89,       136.66,
    3.38,         0.00,       157.57,        -0.49,        56.82,       -35.06,       136.28,
    3.39,         0.00,       157.27,        -0.49,        57.07,       -35.24,       135.89,
    3.40,         0.00,       156.96,        -0.49,        57.32,       -35.42,       135.51,
    3.41,         0.00,       156.65,        -0.49,        57.57,       -35.59,       135.13,
    3.42,         0.00,       156.35,        -0.49,        57.82,       -35.77,       134.75,
    3.43,         0.00,       156.05,        -0.49,        58.07,       -35.94,       134.38,
    3.44,         0.00,       155.75,        -0.49,        58.32,       -36.12,       134.00,
    3.45,         0.00,       155.45,        -0.49,        58.57,       -36.29,       133.63,
    3.46,         0.00,       155.15,        -0.49,        58.81,       -36.46,       133.26,
    3.47,         0.00,       154.85,        -0.49,        59.06,       -36.64,       132.88,
    3.48,         0.00,       154.56,        -0.49,        59.31,       -36.81,       132.52,
    3.49,         0.00,       154.27,        -0.49,        59.56,       -36.98,       132.15,
    3.50,         0.00,       153.97,        -0.49,        59.80,       -37.15,       131.78,
    3.51,         0.00,       153.68,        -0.49,        60.05,       -37.33,       131.42,
    3.52,         0.00,       153.39,        -0.49,        60.29,       -37.49,       131.05,
    3.53,         0.00,       153.11,        -0.49,        60.54,       -37.67,       130.69,
    3.54,         0.00,       152.82,        -0.49,        60.78,       -37.84,       130.33,
    3.55,         0.00,       152.54,        -0.49,        61.03,       -38.01,       129.97,
    3.56,         0.00,       152.25,        -0.49,        61.27,       -38.17,       129.61,
    3.57,         0.00,       151.97,        -0.49,        61.51,       -38.34,       129.26,
    3.58,         0.00,       151.69,        -0.49,        61.75,       -38.51,       128.90,
    3.59,         0.00,       151.41,        -0.49,        62.00,       -38.68,       128.55,
    3.60,         0.00,       151.13,        -0.49,        62.24,       -38.85,       128.20,
    3.61,         0.00,       150.86,        -0.49,        62.48,       -39.01,       127.85,
    3.62,         0.00,       150.58,        -0.49,        62.72,       -39.18,       127.50,
    3.63,         0.00,       150.31,        -0.49,        62.96,       -39.35,       127.15,
    3.64,         0.00,       150.03,        -0.49,        63.20,       -39.51,       126.81,
    3.65,         0.00,       149.76,        -0.49,        63.44,       -39.68,       126.46,
    3.66,         0.00,       149.49,        -0.49,        63.67,       -39.84,       126.12,
    3.67,         0.00,       149.22,        -0.49,        63.91,       -40.01,       125.78,
    3.68,         0.00,       148.96,        -0.49,        64.15,       -40.17,       125.44,
    3.69,         0.00,       148.69,        -0.49,        64.39,       -40.34,       125.10,
