Time (d), qI (mm/d), qT (mm/d), qR (mm/d), qB (mm/d), dS (mm/d)
    4.64,     3.000,     3.000,     0.000,     0.000,     2.632
    4.65,     3.000,     3.000,     0.000,     0.000,     2.633
    4.66,     3.000,     3.000,     0.000,     0.000,     2.634
    4.67,     3.000,     3.000,     0.000,     0.000,     2.635
    4.68,     3.000,     3.000,     0.000,     0.000,     2.636
    4.69,     3.000,     3.000,     0.000,     0.000,     2.637
    4.70,     3.000,     3.000,     0.000,     0.000,     2.638
    4.71,     3.000,     3.000,     0.000,     0.000,     2.639
    4.72,     3.000,     3.000,     0.000,     0.000,     2.627
    4.73,     3.000,     3.000,     0.000,     0.000,     2.625
    4.74,     3.000,     3.000,     0.000,     0.000,     2.626
    4.75,     3.000,     3.000,     0.000,     0.000,     2.627
    4.76,     3.000,     3.000,     0.000,     0.000,     2.628
    4.77,     3.000,     3.000,     0.000,     0.000,     2.629
    4.78,     3.000,     3.000,     0.000,     0.000,     2.630
    4.79,     3.000,     3.000,     0.000,     0.000,     2.631
    4.80,     3.000,     3.000,     0.000,     0.000,     2.632
    4.81,     3.000,     3.000,     0.000,     0.000,     2.633
    4.82,     3.000,     3.000,     0.000,     0.000,     2.634
    4.83,     3.000,     3.000,     0.000,     0.000,     2.630
    4.84,     3.000,     3.000,     0.000,     0.000,     2.620
    4.85,     3.000,     3.000,     0.000,     0.000,     2.621
    4.86,     3.000,     3.000,     0.000,     0.000,     2.622
    4.87,     3.000,     3.000,     0.000,     0.000,     2.697
    4.88,     3.000,     3.000,     0.000,     0.000,     2.898
    4.89,     3.000,     3.000,     0.000,     0.000,     2.909
    4.90,     3.000,     3.000,     0.000,     0.000,     2.912
    4.91,     3.000,     3.000,     0.000,     0.000,     2.915
    4.92,     3.000,     3.000,     0.000,     0.000,     2.916
    4.93,     3.000,     3.000,     0.000,     0.000,     2.917
    4.94,     3.000,     3.000,     0.000,     0.000,     2.918
    4.95,     3.000,     3.000,     0.000,     0.000,     2.905
    4.96,     3.000,     3.000,     0.000,     0.000,     2.904
    4.97,     3.000,     3.000,     0.000,     0.000,     2.904
    4.98,     3.000,     3.000,     0.000,     0.000,     2.905
    4.99,     3.000,     3.000,     0.000,     0.000,     2.905
    5.00,     3.000,     3.000,     0.000,     0.000,     2.906
    5.01,     3.000,     3.000,     0.000,     0.000,     2.906
    5.02,     3.000,     3.000,     0.000,     0.000,     2.906
    5.03,     3.000,     3.000,     0.000,     0.000,     2.907
    5.04,     3.000,     3.000,     0.000,     0.000,     2.907
    5.05,     3.000,     3.000,     0.000,     0.000,     2.908
    5.06,     3.000,     3.000,     0.000,     0.000,     2.903
    5.07,     3.000,     3.000,     0.000,     0.000,     2.894
    5.08,     3.000,     3.000,     0.000,     0.000,     2.895
    5.09,     3.000,     3.000,     0.000,     0.000,     2.895
    5.10,     3.000,     3.000,     0.000,     0.000,     2.896
    5.11,     3.000,     3.000,     0.000,     0.000,     2.896
    5.12,     3.000,     3.000,     0.000,     0.000,     2.897
    5.13,     3.000,     3.000,     0.000,     0.000,     2.897
    5.14,     3.000,     3.000,     0.000,     0.000,     2.898
    5.15,     3.000,     3.000,     0.000,     0.000,     2.898
    5.16,     3.000,     3.000,     0.000,     0.000,     2.899
    5.17,     3.000,     3.000,     0.000,     0.000,     2.899
    5.18,     3.000,     3.000,     0.000,     0.000,     2.887
    5.19,     3.000,     3.000,     0.000,     0.000,     2.886
    5.20,     3.000,     3.000,     0.000,     0.000,     2.887
    5.21,     3.000,     3.000,     0.000,     0.000,     2.888
    5.22,     3.000,     3.000,     0.000,     0.000,     2.888
    5.23,     3.000,     3.000,     0.000,     0.000,     2.873
    5.24,     3.000,     3.000,     0.000,     0.000,     2.635
    5.25,     3.000,     3.000,     0.000,     0.000,     2.636
    5.26,     3.000,     3.000,     0.000,     0.000,     2.637
    5.27,     3.000,     3.000,     0.000,     0.000,     2.637
    5.28,     3.000,     3.000,     0.000,     0.000,     2.638
    5.29,     3.000,     3.000,     0.000,     0.000,     2.630
    5.30,     3.000,     3.000,     0.000,     0.000,     2.625
    5.31,     3.000,     3.000,     0.000,     0.000,     2.626
    5.32,     3.000,     3.000,     0.000,     0.000,     2.627
    5.33,     3.000,     3.000,     0.000,     0.000,     2.627
    5.34,     3.000,     3.000,     0.000,     0.000,     2.628
    5.35,     3.000,     3.000,     0.000,     0.000,     2.629
    5.36,     3.000,     3.000,     0.000,     0.000,     2.630
    5.37,     3.000,     3.000,     0.000,     0.000,     2.630
    5.38,     3.000,     3.000,     0.000,     0.000,     2.631
    5.39,     3.000,     3.000,     0.000,     0.000,     2.632
    5.40,     3.000,     3.000,     0.000,     0.000,     2.627
    5.41,     3.000,     3.000,     0.000,     0.000,     2.619
    5.42,     3.000,     3.000,     0.000,     0.000,     2.620
    5.43,     3.000,     3.000,     0.000,     0.000,     2.621
    5.44,     3.000,     3.000,     0.000,     0.000,     2.622
    5.45,     3.000,     3.000,     0.000,     0.000,     2.622
    5.46,     3.000,     3.000,     0.000,     0.000,     2.623
    5.47,     3.000,     3.000,     0.000,     0.000,     2.624
    5.48,     3.000,     3.000,     0.000,     0.000,     2.625
    5.49,     3.000,     3.000,     0.000,     0.000,     2.625
    5.50,     3.000,     3.000,     0.000,     0.000,     2.626
    5.51,     3.000,     3.000,     0.000,     0.000,     2.623
    5.52,     3.000,     3.000,     0.000,     0.000,     2.614
    5.53,     3.000,     3.000,     0.000,     0.000,     2.615
    5.54,     3.000,     3.000,     0.000,     0.000,     2.615
    5.55,     3.000,     3.000,     0.000,     0.000,     2.616
    5.56,     3.000,     3.000,     0.000,     0.000,     2.617
    5.57,     3.000,     3.000,     0.000,     0.000,     2.618
    5.58,     3.000,     3.000,     0.000,     0.000,     2.618
    5.59,     3.000,     3.000,     0.000,     0.000,     2.619
    5.60,     3.000,     3.000,     0.000,     0.000,     2.620
    5.61,     3.000,     3.000,     0.000,     0.000,     2.621
    5.62,     3.000,     3.000,     0.000,     0.000,     2.619
    5.63,     3.000,     3.000,     0.000,     0.000,     2.609
    5.64,     3.000,     3.000,     0.000,     0.000,     2.609
    5.65,     3.000,     3.000,     0.000,     0.000,     2.610
    5.66,     3.000,     3.000,     0.000,     0.000,     2.611
    5.67,     3.000,     3.000,     0.000,     0.000,     2.612
    5.68,     3.000,     3.000,     0.000,     0.000,     2.613
    5.69,     3.000,     3.000,     0.000,     0.000,     2.613
    5.70,     3.000,     3.000,     0.000,     0.000,     2.614
    5.71,     3.000,     3.000,     0.000,     0.000,     2.615
    5.72,     3.000,     3.000,     0.000,     0.000,     2.616
    5.73,     3.000,     3.000,     0.000,     0.000,     2.615
    5.74,     3.000,     3.000,     0.000,     0.000,     2.604
    5.75,     3.000,     3.000,     0.000,     0.000,     2.605
    5.76,     3.000,     3.000,     0.000,     0.000,     2.605
    5.77,     3.000,     3.000,     0.000,     0.000,     2.606
    5.78,     3.000,     3.000,     0.000,     0.000,     2.607
    5.79,     3.000,     3.000,     0.000,     0.000,     2.608
    5.80,     3.000,     3.000,     0.000,     0.000,     2.609
    5.81,     3.000,     3.000,     0.000,     0.000,     2.609
    5.82,     3.000,     3.000,     0.000,     0.000,     2.610
    5.83,     3.000,     3.000,     0.000,     0.000,     2.611
    5.84,     3.000,     3.000,     0.000,     0.000,     2.611
    5.85,     3.000,     3.000,     0.000,     0.000,     2.599
    5.86,     3.000,     3.000,     0.000,     0.000,     2.600
    5.87,     3.000,     3.000,     0.000,     0.000,     2.601
    5.88,     3.000,     3.000,     0.000,     0.000,     2.602
    5.89,     3.000,     3.000,     0.000,     0.000,     2.602
    5.90,     3.000,     3.000,     0.000,     0.000,     2.603
    5.91,     3.000,     3.000,     0.000,     0.000,     2.604
    5.92,     3.000,     3.000,     0.000,     0.000,     2.605
    5.93,     3.000,     3.000,     0.000,     0.000,     2.606
    5.94,     3.000,     3.000,     0.000,     0.000,     2.606
    5.95,     3.000,     3.000,     0.000,     0.000,     2.606
    5.96,     3.000,     3.000,     0.000,     0.000,     2.595
    5.97,     3.000,     3.000,     0.000,     0.000,     2.596
    5.98,     3.000,     3.000,     0.000,     0.000,     2.597
    5.99,     3.000,     3.000,     0.000,     0.000,     2.597
    6.00,     3.000,     3.000,     0.000,     0.000,     2.598
    6.01,     3.000,     3.000,     0.000,     0.000,     2.599
    6.02,     3.000,     3.000,     0.000,     0.000,     2.600
    6.03,     3.000,     3.000,     0.000,     0.000,     2.601
    6.04,     3.000,     3.000,     0.000,     0.000,     2.601
    6.05,     3.000,     3.000,     0.000,     0.000,     2.602
    6.06,     3.000,     3.000,     0.000,     0.000,     2.602
    6.07,     3.000,     3.000,     0.000,     0.000,     2.591
    6.08,     3.000,     3.000,     0.000,     0.000,     2.592
    6.09,     3.000,     3.000,     0.000,     0.000,     2.592
    6.10,     3.000,     3.000,     0.000,     0.000,     2.593
    6.11,     3.000,     3.000,     0.000,     0.000,     2.594
    6.12,     3.000,     3.000,     0.000,     0.000,     2.595
    6.13,     3.000,     3.000,     0.000,     0.000,     2.596
    6.14,     3.000,     3.000,     0.000,     0.000,     2.597
    6.15,     3.000,     3.000,     0.000,     0.000,     2.597
    6.16,     3.000,     3.000,     0.000,     0.000,     2.598
    6.17,     3.000,     3.000,     0.000,     0.000,     2.598
    6.18,     3.000,     3.000,     0.000,     0.000,     2.587
    6.19,     3.000,     3.000,     0.000,     0.000,     2.588
    6.20,     3.000,     3.000,     0.000,     0.000,     2.589
    6.21,     3.000,     3.000,     0.000,     0.000,     2.589
    6.22,     3.000,     3.000,     0.000,     0.000,     2.590
    6.23,     3.000,     3.000,     0.000,     0.000,     2.591
    6.24,     3.000,     3.000,     0.000,     0.000,     2.592
    6.25,     3.000,     3.000,     0.000,     0.000,     2.593
    6.26,     3.000,     3.000,     0.000,     0.000,     2.593
    6.27,     3.000,     3.000,     0.000,     0.000,     2.594
    6.28,     3.000,     3.000,     0.000,     0.000,     2.594
    6.29,     3.000,     3.000,     0.000,     0.000,     2.583
    6.30,     3.000,     3.000,     0.000,     0.000,     2.584
    6.31,     3.000,     3.000,     0.000,     0.000,     2.585
    6.32,     3.000,     3.000,     0.000,     0.000,     2.586
    6.33,     3.000,     3.000,     0.000,     0.000,     2.587
    6.34,     3.000,     3.000,     0.000,     0.000,     2.587
    6.35,     3.000,     3.000,     0.000,     0.000,     2.588
    6.36,     3.000,     3.000,     0.000,     0.000,     2.589
    6.37,     3.000,     3.000,     0.000,     0.000,     2.590
    6.38,     3.000,     3.000,     0.000,     0.000,     2.591
    6.39,     3.000,     3.000,     0.000,     0.000,     2.590
    6.40,     3.000,     3.000,     0.000,     0.000,     2.580
    6.41,     3.000,     3.000,     0.000,     0.000,     2.580
    6.42,     3.000,     3.000,     0.000,     0.000,     2.581
    6.43,     3.000,     3.000,     0.000,     0.000,     2.582
    6.44,     3.000,     3.000,     0.000,     0.000,     2.583
    6.45,     3.000,     3.000,     0.000,     0.000,     2.584
    6.46,     3.000,     3.000,     0.000,     0.000,     2.585
    6.47,     3.000,     3.000,     0.000,     0.000,     2.585
    6.48,     3.000,     3.000,     0.000,     0.000,     2.586
    6.49,     3.000,     3.000,     0.000,     0.000,     2.587
    6.50,     3.000,     3.000,     0.000,     0.000,     2.585
    6.51,     3.000,     3.000,     0.000,     0.000,     2.576
    6.52,     3.000,     3.000,     0.000,     0.000,     2.577
    6.53,     3.000,     3.000,     0.000,     0.000,     2.578
    6.54,     3.000,     3.000,     0.000,     0.000,     2.579
    6.55,     3.000,     3.000,     0.000,     0.000,     2.579
    6.56,     3.000,     3.000,     0.000,     0.000,     2.580
    6.57,     3.000,     3.000,     0.000,     0.000,     2.581
    6.58,     3.000,     3.000,     0.000,     0.000,     2.582
    6.59,     3.000,     3.000,     0.000,     0.000,     2.583
    6.60,     3.000,     3.000,     0.000,     0.000,     2.584
    6.61,     3.000,     3.000,     0.000,     0.000,     2.581
    6.62,     3.000,     3.000,     0.000,     0.000,     2.573
    6.63,     3.000,     3.000,     0.000,     0.000,     2.574
    6.64,     3.000,     3.000,     0.000,     0.000,     2.575
    6.65,     3.000,     3.000,     0.000,     0.000,     2.575
    6.66,     3.000,     3.000,     0.000,     0.000,     2.576
    6.67,     3.000,     3.000,     0.000,     0.000,     2.577
    6.68,     3.000,     3.000,     0.000,     0.000,     2.578
    6.69,     3.000,     3.000,     0.000,     0.000,     2.579
    6.70,     3.000,     3.000,     0.000,     0.000,     2.579
    6.71,     3.000,     3.000,     0.000,     0.000,     2.580
    6.72,     3.000,     3.000,     0.000,     0.000,     2.576
    6.73,     3.000,     3.000,     0.000,     0.000,     2.570
    6.74,     3.000,     3.000,     0.000,     0.000,     2.570
    6.75,     3.000,     3.000,     0.000,     0.000,     2.571
    6.76,     3.000,     3.000,     0.000,     0.000,     2.572
    6.77,     3.000,     3.000,     0.000,     0.000,     2.573
    6.78,     3.000,     3.000,     0.000,     0.000,     2.574
    6.79,     3.000,     3.000,     0.000,     0.000,     2.575
    6.80,     3.000,     3.000,     0.000,     0.000,     2.575
    6.81,     3.000,     3.000,     0.000,     0.000,     2.576
    6.82,     3.000,     3.000,     0.000,     0.000,     2.577
    6.83,     3.000,     3.000,     0.000,     0.000,     2.570
    6.84,     3.000,     3.000,     0.000,     0.000,     2.567
    6.85,     3.000,     3.000,     0.000,     0.000,     2.567
    6.86,     3.000,     3.000,     0.000,     0.000,     2.568
    6.87,     3.000,     3.000,     0.000,     0.000,     2.721
    6.88,     3.000,     3.000,     0.000,     0.000,     2.797
    6.89,     3.000,     3.000,     0.000,     0.000,     2.802
    6.90,     3.000,     3.000,     0.000,     0.000,     2.804
    6.91,     3.000,     3.000,     0.000,     0.000,     2.806
    6.92,     3.000,     3.000,     0.000,     0.000,     2.807
    6.93,     3.000,     3.000,     0.000,     0.000,     2.808
    6.94,     3.000,     3.000,     0.000,     0.000,     2.799
    6.95,     3.000,     3.000,     0.000,     0.000,     2.798
    6.96,     3.000,     3.000,     0.000,     0.000,     2.799
    6.97,     3.000,     3.000,     0.000,     0.000,     2.800
    6.98,     3.000,     3.000,     0.000,     0.000,     2.800
    6.99,     3.000,     3.000,     0.000,     0.000,     2.801
    7.00,     3.000,     3.000,     0.000,     0.000,     2.802
    7.01,     3.000,     3.000,     0.000,     0.000,     2.802
    7.02,     3.000,     3.000,     0.000,     0.000,     2.803
    7.03,     3.000,     3.000,     0.000,     0.000,     2.803
    7.04,     3.000,     3.000,     0.000,     0.000,     2.803
    7.05,     3.000,     3.000,     0.000,     0.000,     2.793
    7.06,     3.000,     3.000,     0.000,     0.000,     2.793
    7.07,     3.000,     3.000,     0.000,     0.000,     2.794
    7.08,     3.000,     3.000,     0.000,     0.000,     2.794
    7.09,     3.000,     3.000,     0.000,     0.000,     2.795
    7.10,     3.000,     3.000,     0.000,     0.000,     2.795
    7.11,     3.000,     3.000,     0.000,     0.000,     2.796
    7.12,     3.000,     3.000,     0.000,     0.000,     2.797
    7.13,     3.000,     3.000,     0.000,     0.000,     2.797
    7.14,     3.000,     3.000,     0.000,     0.000,     2.798
    7.15,     3.000,     3.000,     0.000,     0.000,     2.795
    7.16,     3.000,     3.000,     0.000,     0.000,     2.787
    7.17,     3.000,     3.000,     0.000,     0.000,     2.788
    7.18,     3.000,     3.000,     0.000,     0.000,     2.788
    7.19,     3.000,     3.000,     0.000,     0.000,     2.789
    7.20,     3.000,     3.000,     0.000,     0.000,     2.789
    7.21,     3.000,     3.000,     0.000,     0.000,     2.790
    7.22,     3.000,     3.000,     0.000,     0.000,     2.791
    7.23,     3.000,     3.000,     0.000,     0.000,     2.791
    7.24,     3.000,     3.000,     0.000,     0.000,     2.792
    7.25,     3.000,     3.000,     0.000,     0.000,     2.792
    7.26,     3.000,     3.000,     0.000,     0.000,     2.787
    7.27,     3.000,     3.000,     0.000,     0.000,     2.782
    7.28,     3.000,     3.000,     0.000,     0.000,     2.783
    7.29,     3.000,     3.000,     0.000,     0.000,     2.783
    7.30,     3.000,     3.000,     0.000,     0.000,     2.784
    7.31,     3.000,     3.000,     0.000,     0.000,     2.784
    7.32,     3.000,     3.000,     0.000,     0.000,     2.785
    7.33,     3.000,     3.000,     0.000,     0.000,     2.781
    7.34,     3.000,     3.000,     0.000,     0.000,     2.576
    7.35,     3.000,     3.000,     0.000,     0.000,     2.577
    7.36,     3.000,     3.000,     0.000,     0.000,     2.577
    7.37,     3.000,     3.000,     0.000,     0.000,     2.569
    7.38,     3.000,     3.000,     0.000,     0.000,     2.567
    7.39,     3.000,     3.000,     0.000,     0.000,     2.568
    7.40,     3.000,     3.000,     0.000,     0.000,     2.569
    7.41,     3.000,     3.000,     0.000,     0.000,     2.569
    7.42,     3.000,     3.000,     0.000,     0.000,     2.570
    7.43,     3.000,     3.000,     0.000,     0.000,     2.571
    7.44,     3.000,     3.000,     0.000,     0.000,     2.571
    7.45,     3.000,     3.000,     0.000,     0.000,     2.572
    7.46,     3.000,     3.000,     0.000,     0.000,     2.573
    7.47,     3.000,     3.000,     0.000,     0.000,     2.572
    7.48,     3.000,     3.000,     0.000,     0.000,     2.563
    7.49,     3.000,     3.000,     0.000,     0.000,     2.563
    7.50,     3.000,     3.000,     0.000,     0.000,     2.564
    7.51,     3.000,     3.000,     0.000,     0.000,     2.565
    7.52,     3.000,     3.000,     0.000,     0.000,     2.566
    7.53,     3.000,     3.000,     0.000,     0.000,     2.566
    7.54,     3.000,     3.000,     0.000,     0.000,     2.567
    7.55,     3.000,     3.000,     0.000,     0.000,     2.568
    7.56,     3.000,     3.000,     0.000,     0.000,     2.568
    7.57,     3.000,     3.000,     0.000,     0.000,     2.569
    7.58,     3.000,     3.000,     0.000,     0.000,     2.564
    7.59,     3.000,     3.000,     0.000,     0.000,     2.559
    7.60,     3.000,     3.000,     0.000,     0.000,     2.560
    7.61,     3.000,     3.000,     0.000,     0.000,     2.561
    7.62,     3.000,     3.000,     0.000,     0.000,     2.561
    7.63,     3.000,     3.000,     0.000,     0.000,     2.562
    7.64,     3.000,     3.000,     0.000,     0.000,     2.563
    7.65,     3.000,     3.000,     0.000,     0.000,     2.563
    7.66,     3.000,     3.000,     0.000,     0.000,     2.564
    7.67,     3.000,     3.000,     0.000,     0.000,     2.565
    7.68,     3.000,     3.000,     0.000,     0.000,     2.565
    7.69,     3.000,     3.000,     0.000,     0.000,     2.556
    7.70,     3.000,     3.000,     0.000,     0.000,     2.556
    7.71,     3.000,     3.000,     0.000,     0.000,     2.556
    7.72,     3.000,     3.000,     0.000,     0.000,     2.557
    7.73,     3.000,     3.000,     0.000,     0.000,     2.558
    7.74,     3.000,     3.000,     0.000,     0.000,     2.559
    7.75,     3.000,     3.000,     0.000,     0.000,     2.559
    7.76,     3.000,     3.000,     0.000,     0.000,     2.560
    7.77,     3.000,     3.000,     0.000,     0.000,     2.561
    7.78,     3.000,     3.000,     0.000,     0.000,     2.561
    7.79,     3.000,     3.000,     0.000,     0.000,     2.557
    7.80,     3.000,     3.000,     0.000,     0.000,     2.552
    7.81,     3.000,     3.000,     0.000,     0.000,     2.553
    7.82,     3.000,     3.000,     0.000,     0.000,     2.553
    7.83,     3.000,     3.000,     0.000,     0.000,     2.554
    7.84,     3.000,     3.000,     0.000,     0.000,     2.555
    7.85,     3.000,     3.000,     0.000,     0.000,     2.555
    7.86,     3.000,     3.000,     0.000,     0.000,     2.556
    7.87,     3.000,     3.000,     0.000,     0.000,     2.557
    7.88,     3.000,     3.000,     0.000,     0.000,     2.558
    7.89,     3.000,     3.000,     0.000,     0.000,     2.558
    7.90,     3.000,     3.000,     0.000,     0.000,     2.548
    7.91,     3.000,     3.000,     0.000,     0.000,     2.549
    7.92,     3.000,     3.000,     0.000,     0.000,     2.549
    7.93,     3.000,     3.000,     0.000,     0.000,     2.550
    7.94,     3.000,     3.000,     0.000,     0.000,     2.551
    7.95,     3.000,     3.000,     0.000,     0.000,     2.552
    7.96,     3.000,     3.000,     0.000,     0.000,     2.552
    7.97,     3.000,     3.000,     0.000,     0.000,     2.553
    7.98,     3.000,     3.000,     0.000,     0.000,     2.554
    7.99,     3.000,     3.000,     0.000,     0.000,     2.555
    8.00,     3.000,     3.000,     0.000,     0.000,     2.550
    8.01,     3.000,     3.000,     0.000,     0.000,     2.545
    8.02,     3.000,     3.000,     0.000,     0.000,     2.546
    8.03,     3.000,     3.000,     0.000,     0.000,     2.547
    8.04,     3.000,     3.000,     0.000,     0.000,     2.547
    8.05,     3.000,     3.000,     0.000,     0.000,     2.548
    8.06,     3.000,     3.000,     0.000,     0.000,     2.549
    8.07,     3.000,     3.000,     0.000,     0.000,     2.549
    8.08,     3.000,     3.000,     0.000,     0.000,     2.550
    8.09,     3.000,     3.000,     0.000,     0.000,     2.551
    8.10,     3.000,     3.000,     0.000,     0.000,     2.550
    8.11,     3.000,     3.000,     0.000,     0.000,     2.542
    8.12,     3.000,     3.000,     0.000,     0.000,     2.542
    8.13,     3.000,     3.000,     0.000,     0.000,     2.543
    8.14,     3.000,     3.000,     0.000,     0.000,     2.544
    8.15,     3.000,     3.000,     0.000,     0.000,     2.545
    8.16,     3.000,     3.000,     0.000,     0.000,     2.545
    8.17,     3.000,     3.000,     0.000,     0.000,     2.546
    8.18,     3.000,     3.000,     0.000,     0.000,     2.547
    8.19,     3.000,     3.000,     0.000,     0.000,     2.547
    8.20,     3.000,     3.000,     0.000,     0.000,     2.548
    8.21,     3.000,     3.000,     0.000,     0.000,     2.541
    8.22,     3.000,     3.000,     0.000,     0.000,     2.539
    8.23,     3.000,     3.000,     0.000,     0.000,     2.540
    8.24,     3.000,     3.000,     0.000,     0.000,     2.540
    8.25,     3.000,     3.000,     0.000,     0.000,     2.541
    8.26,     3.000,     3.000,     0.000,     0.000,     2.542
    8.27,     3.000,     3.000,     0.000,     0.000,     2.543
    8.28,     3.000,     3.000,     0.000,     0.000,     2.543
    8.29,     3.000,     3.000,     0.000,     0.000,     2.544
    8.30,     3.000,     3.000,     0.000,     0.000,     2.545
    8.31,     3.000,     3.000,     0.000,     0.000,     2.542
    8.32,     3.000,     3.000,     0.000,     0.000,     2.536
    8.33,     3.000,     3.000,     0.000,     0.000,     2.536
    8.34,     3.000,     3.000,     0.000,     0.000,     2.537
    8.35,     3.000,     3.000,     0.000,     0.000,     2.538
    8.36,     3.000,     3.000,     0.000,     0.000,     2.539
    8.37,     3.000,     3.000,     0.000,     0.000,     2.539
    8.38,     3.000,     3.000,     0.000,     0.000,     2.540
    8.39,     3.000,     3.000,     0.000,     0.000,     2.541
    8.40,     3.000,     3.000,     0.000,     0.000,     2.541
    8.41,     3.000,     3.000,     0.000,     0.000,     2.542
    8.42,     3.000,     3.000,     0.000,     0.000,     2.532
    8.43,     3.000,     3.000,     0.000,     0.000,     2.533
    8.44,     3.000,     3.000,     0.000,     0.000,     2.534
    8.45,     3.000,     3.000,     0.000,     0.000,     2.535
    8.46,     3.000,     3.000,     0.000,     0.000,     2.535
    8.47,     3.000,     3.000,     0.000,     0.000,     2.536
    8.48,     3.000,     3.000,     0.000,     0.000,     2.537
    8.49,     3.000,     3.000,     0.000,     0.000,     2.538
    8.50,     3.000,     3.000,     0.000,     0.000,     2.538
    8.51,     3.000,     3.000,     0.000,     0.000,     2.539
    8.52,     3.000,     3.000,     0.000,     0.000,     2.533
    8.53,     3.000,     3.000,     0.000,     0.000,     2.530
    8.54,     3.000,     3.000,     0.000,     0.000,     2.531
    8.55,     3.000,     3.000,     0.000,     0.000,     2.531
    8.56,     3.000,     3.000,     0.000,     0.000,     2.532
    8.57,     3.000,     3.000,     0.000,     0.000,     2.533
    8.58,     3.000,     3.000,     0.000,     0.000,     2.534
    8.59,     3.000,     3.000,     0.000,     0.000,     2.534
    8.60,     3.000,     3.000,     0.000,     0.000,     2.535
    8.61,     3.000,     3.000,     0.000,     0.000,     2.536
    8.62,     3.000,     3.000,     0.000,     0.000,     2.533
    8.63,     3.000,     3.000,     0.000,     0.000,     2.527
    8.64,     3.000,     3.000,     0.000,     0.000,     2.528
    8.65,     3.000,     3.000,     0.000,     0.000,     2.528
    8.66,     3.000,     3.000,     0.000,     0.000,     2.529
    8.67,     3.000,     3.000,     0.000,     0.000,     2.530
    8.68,     3.000,     3.000,     0.000,     0.000,     2.531
    8.69,     3.000,     3.000,     0.000,     0.000,     2.531
    8.70,     3.000,     3.000,     0.000,     0.000,     2.532
    8.71,     3.000,     3.000,     0.000,     0.000,     2.533
    8.72,     3.000,     3.000,     0.000,     0.000,     2.533
    8.73,     3.000,     3.000,     0.000,     0.000,     2.524
    8.74,     3.000,     3.000,     0.000,     0.000,     2.525
    8.75,     3.000,     3.000,     0.000,     0.000,     2.525
    8.76,     3.000,     3.000,     0.000,     0.000,     2.526
    8.77,     3.000,     3.000,     0.000,     0.000,     2.527
    8.78,     3.000,     3.000,     0.000,     0.000,     2.528
    8.79,     3.000,     3.000,     0.000,     0.000,     2.528
    8.80,     3.000,     3.000,     0.000,     0.000,     2.529
    8.81,     3.000,     3.000,     0.000,     0.000,     2.530
    8.82,     3.000,     3.000,     0.000,     0.000,     2.531
    8.83,     3.000,     3.000,     0.000,     0.000,     2.523
    8.84,     3.000,     3.000,     0.000,     0.000,     2.522
    8.85,     3.000,     3.000,     0.000,     0.000,     2.522
    8.86,     3.000,     3.000,     0.000,     0.000,     2.523
    8.87,     3.000,     3.000,     0.000,     0.000,     2.524
    8.88,     3.000,     3.000,     0.000,     0.000,     2.525
    8.89,     3.000,     3.000,     0.000,     0.000,     2.525
    8.90,     3.000,     3.000,     0.000,     0.000,     2.526
    8.91,     3.000,     3.000,     0.000,     0.000,     2.527
    8.92,     3.000,     3.000,     0.000,     0.000,     2.528
    8.93,     3.000,     3.000,     0.000,     0.000,     2.523
    8.94,     3.000,     3.000,     0.000,     0.000,     2.519
    8.95,     3.000,     3.000,     0.000,     0.000,     2.520
    8.96,     3.000,     3.000,     0.000,     0.000,     2.520
    8.97,     3.000,     3.000,     0.000,     0.000,     2.521
    8.98,     3.000,     3.000,     0.000,     0.000,     2.522
    8.99,     3.000,     3.000,     0.000,     0.000,     2.523
    9.00,     3.000,     3.000,     0.000,     0.000,     2.523
    9.01,     3.000,     3.000,     0.000,     0.000,     2.524
    9.02,     3.000,     3.000,     0.000,     0.000,     2.525
    9.03,     3.000,     3.000,     0.000,     0.000,     2.523
    9.04,     3.000,     3.000,     0.000,     0.000,     2.516
    9.05,     3.000,     3.000,     0.000,     0.000,     2.517
    9.06,     3.000,     3.000,     0.000,     0.000,     2.518
    9.07,     3.000,     3.000,     0.000,     0.000,     2.518
    9.08,     3.000,     3.000,     0.000,     0.000,     2.519
    9.09,     3.000,     3.000,     0.000,     0.000,     2.520
    9.10,     3.000,     3.000,     0.000,     0.000,     2.521
    9.11,     3.000,     3.000,     0.000,     0.000,     2.521
    9.12,     3.000,     3.000,     0.000,     0.000,     2.522
    9.13,     3.000,     3.000,     0.000,     0.000,     2.522
    9.14,     3.000,     3.000,     0.000,     0.000,     2.513
    9.15,     3.000,     3.000,     0.000,     0.000,     2.514
    9.16,     3.000,     3.000,     0.000,     0.000,     2.515
    9.17,     3.000,     3.000,     0.000,     0.000,     2.516
    9.18,     3.000,     3.000,     0.000,     0.000,     2.516
    9.19,     3.000,     3.000,     0.000,     0.000,     2.517
    9.20,     3.000,     3.000,     0.000,     0.000,     2.518
    9.21,     3.000,     3.000,     0.000,     0.000,     2.519
    9.22,     3.000,     3.000,     0.000,     0.000,     2.519
    9.23,     3.000,     3.000,     0.000,     0.000,     2.520
    9.24,     3.000,     3.000,     0.000,     0.000,     2.563
    9.25,     3.000,     3.000,     0.000,     0.000,     2.699
    9.26,     3.000,     3.000,     0.000,     0.000,     2.705
    9.27,     3.000,     3.000,     0.000,     0.000,     2.707
    9.28,     3.000,     3.000,     0.000,     0.000,     2.709
