Time (d),      jTA (*),      jTC (*),      jBA (*),      jBC (*),      duL (*),      duS (*) * all units are kJ/m2/d
    0.39,         0.00,       458.35,        -0.00,         0.00,      -253.10,       438.12,
    0.40,         0.00,       456.78,        -0.00,         0.00,      -247.00,       432.95,
    0.41,         0.00,       454.99,        -0.00,         0.00,      -243.06,       427.97,
    0.42,         0.00,       453.08,        -0.00,         0.00,      -206.78,       423.17,
    0.43,         0.00,       451.11,        -0.00,         0.00,      -195.89,       418.54,
    0.44,         0.00,       449.11,        -0.00,         0.00,      -195.17,       414.08,
    0.45,         0.00,       447.10,        -0.00,         0.00,      -194.85,       409.78,
    0.46,         0.00,       444.72,        -0.00,         0.00,         2.71,       405.71,
    0.47,         0.00,       440.91,        -0.00,         0.00,       116.80,       401.75,
    0.48,         0.00,       437.00,        -0.00,         0.00,       116.14,       397.87,
    0.49,         0.00,       433.13,        -0.00,         0.00,       115.40,       394.12,
    0.50,         0.00,       429.30,        -0.00,         0.00,       114.55,       390.49,
    0.51,         0.00,       425.52,        -0.00,         0.00,       113.62,       386.97,
    0.52,         0.00,       421.78,        -0.00,         0.00,       112.62,       383.56,
    0.53,         0.00,       418.09,        -0.00,         0.01,       111.54,       380.25,
    0.54,         0.00,       414.45,        -0.00,         0.01,       110.41,       377.04,
    0.55,         0.00,       410.85,        -0.00,         0.01,       109.22,       373.92,
    0.56,         0.00,       407.29,        -0.00,         0.01,       107.99,       370.89,
    0.57,         0.00,       403.78,        -0.00,         0.01,       106.73,       367.94,
    0.58,         0.00,       400.32,        -0.00,         0.02,       105.43,       365.07,
    0.59,         0.00,       396.90,        -0.00,         0.02,       110.08,       362.28,
    0.60,         0.00,       393.53,        -0.00,         0.02,       134.48,       359.56,
    0.61,         0.00,       390.21,        -0.00,         0.03,       132.32,       356.91,
    0.62,         0.00,       386.92,        -0.00,         0.03,       130.17,       354.32,
    0.63,         0.00,       383.69,        -0.00,         0.04,       128.04,       351.79,
    0.64,         0.00,       380.50,        -0.00,         0.04,       125.93,       349.33,
    0.65,         0.00,       377.35,        -0.00,         0.05,       123.84,       346.92,
    0.66,         0.00,       374.24,        -0.00,         0.05,       121.78,       344.57,
    0.67,         0.00,       371.19,        -0.00,         0.06,       119.73,       342.27,
    0.68,         0.00,       368.17,        -0.00,         0.07,       117.71,       340.02,
    0.69,         0.00,       365.20,        -0.00,         0.08,       115.72,       337.82,
    0.70,         0.00,       362.27,        -0.00,         0.09,       113.75,       335.66,
    0.71,         0.00,       359.38,        -0.00,         0.10,       111.80,       333.56,
    0.72,         0.00,       356.54,        -0.00,         0.12,       109.89,       331.49,
    0.73,         0.00,       353.73,        -0.00,         0.13,       107.99,       329.47,
    0.74,         0.00,       350.97,        -0.00,         0.14,       106.13,       327.48,
    0.75,         0.00,       348.25,        -0.00,         0.16,       105.28,       325.54,
    0.76,         0.00,       345.57,        -0.00,         0.18,       127.26,       323.64,
    0.77,         0.00,       342.93,        -0.00,         0.20,       124.98,       321.77,
    0.78,         0.00,       340.33,        -0.00,         0.22,       122.75,       319.93,
    0.79,         0.00,       337.77,        -0.00,         0.24,       120.55,       318.12,
    0.80,         0.00,       335.25,        -0.00,         0.26,       118.40,       316.35,
    0.81,         0.00,       332.77,        -0.00,         0.29,       116.29,       314.61,
    0.82,         0.00,       330.33,        -0.00,         0.31,       114.23,       312.90,
    0.83,         0.00,       327.92,        -0.00,         0.34,       112.21,       311.22,
    0.84,         0.00,       325.55,        -0.00,         0.37,       110.22,       309.57,
    0.85,         0.00,       323.22,        -0.00,         0.40,       108.28,       307.94,
    0.86,         0.00,       320.93,        -0.00,         0.44,       106.38,       306.34,
    0.87,         0.00,       318.67,        -0.00,         0.47,       104.51,       304.77,
    0.88,         0.00,       316.44,        -0.00,         0.51,       102.69,       303.22,
    0.89,         0.00,       314.26,        -0.00,         0.55,       100.90,       301.70,
    0.90,         0.00,       312.10,        -0.00,         0.59,       102.68,       300.20,
    0.91,         0.00,       309.98,        -0.00,         0.63,       118.03,       298.72,
    0.92,         0.00,       307.90,        -0.00,         0.68,       116.01,       297.26,
    0.93,         0.00,       305.84,        -0.00,         0.73,       114.03,       295.82,
    0.94,         0.00,       303.83,        -0.00,         0.78,       112.09,       294.41,
    0.95,         0.00,       301.84,        -0.00,         0.83,       110.20,       293.01,
    0.96,         0.00,       299.88,        -0.00,         0.89,       108.35,       291.63,
    0.97,         0.00,       297.96,        -0.00,         0.94,       106.53,       290.27,
    0.98,         0.00,       296.07,        -0.00,         1.00,       104.76,       288.93,
    0.99,         0.00,       294.20,        -0.00,         1.06,       103.03,       287.61,
    1.00,         0.00,       257.26,        -0.00,         1.13,      -145.02,       289.39,
    1.01,         0.00,       253.58,        -0.00,         1.19,      -181.02,       284.82,
    1.02,         0.00,       253.25,        -0.00,         1.26,      -178.35,       283.53,
    1.03,         0.00,       252.87,        -0.00,         1.33,      -175.87,       282.27,
    1.04,         0.00,       252.47,        -0.00,         1.41,      -173.99,       281.02,
    1.05,         0.00,       252.06,        -0.00,         1.48,      -167.01,       279.78,
    1.06,         0.00,       251.63,        -0.00,         1.56,      -155.22,       278.56,
    1.07,         0.00,       251.20,        -0.00,         1.64,      -154.34,       277.35,
    1.08,         0.00,       250.77,        -0.00,         1.73,      -153.64,       276.16,
    1.09,         0.00,       250.34,        -0.00,         1.81,      -153.06,       274.97,
    1.10,         0.00,       249.90,        -0.00,         1.90,      -152.58,       273.80,
    1.11,         0.00,       249.46,        -0.00,         1.99,      -152.19,       272.64,
    1.12,         0.00,       249.03,        -0.00,         2.09,      -151.86,       271.50,
    1.13,         0.00,       248.59,        -0.00,         2.19,      -151.59,       270.36,
    1.14,         0.00,       248.16,        -0.00,         2.28,      -151.37,       269.24,
    1.15,         0.00,       247.72,        -0.00,         2.39,      -104.03,       268.15,
    1.16,         0.00,       246.96,        -0.00,         2.49,        46.91,       267.11,
    1.17,         0.00,       246.06,        -0.00,         2.60,        46.68,       266.02,
    1.18,         0.00,       245.16,        -0.00,         2.71,        46.45,       264.94,
    1.19,         0.00,       244.27,        -0.00,         2.82,        46.20,       263.87,
    1.20,         0.00,       243.38,        -0.00,         2.93,        57.24,       262.81,
    1.21,         0.00,       242.49,        -0.00,         3.05,        61.02,       261.77,
    1.22,         0.00,       241.61,        -0.00,         3.17,        60.57,       260.73,
    1.23,         0.00,       240.73,        -0.00,         3.29,        60.11,       259.70,
    1.24,         0.00,       239.85,        -0.00,         3.42,        59.65,       258.68,
    1.25,         0.00,       238.97,        -0.00,         3.54,        59.17,       257.68,
    1.26,         0.00,       238.10,        -0.00,         3.67,        58.69,       256.68,
    1.27,         0.00,       237.24,        -0.00,         3.81,        58.20,       255.68,
    1.28,         0.00,       236.37,        -0.00,         3.94,        57.70,       254.70,
    1.29,         0.00,       235.51,        -0.00,         4.08,        57.20,       253.73,
    1.30,         0.00,       234.66,        -0.00,         4.22,        56.69,       252.76,
    1.31,         0.00,       233.80,        -0.00,         4.36,        56.18,       251.81,
    1.32,         0.00,       232.96,        -0.00,         4.50,        55.66,       250.86,
    1.33,         0.00,       232.11,        -0.00,         4.65,        55.14,       249.92,
    1.34,         0.00,       231.27,        -0.00,         4.80,        65.96,       248.98,
    1.35,         0.00,       230.43,        -0.00,         4.95,        68.18,       248.06,
    1.36,         0.00,       229.60,        -0.00,         5.10,        67.51,       247.14,
    1.37,         0.00,       228.77,        -0.00,         5.26,        66.83,       246.23,
    1.38,         0.00,       227.95,        -0.00,         5.42,        66.16,       245.32,
    1.39,         0.00,       227.12,        -0.00,         5.58,        65.48,       244.42,
    1.40,         0.00,       226.31,        -0.00,         5.74,        64.81,       243.53,
    1.41,         0.00,       225.49,        -0.00,         5.91,        64.14,       242.65,
    1.42,         0.00,       224.68,        -0.00,         6.07,        63.47,       241.77,
    1.43,         0.00,       223.88,        -0.00,         6.24,        62.80,       240.89,
    1.44,         0.00,       223.08,        -0.00,         6.42,        62.13,       240.03,
    1.45,         0.00,       222.28,        -0.00,         6.59,        61.46,       239.17,
    1.46,         0.00,       221.49,        -0.00,         6.76,        60.80,       238.31,
    1.47,         0.00,       220.70,        -0.00,         6.94,        60.14,       237.46,
    1.48,         0.00,       219.92,        -0.00,         7.12,        70.34,       236.62,
    1.49,         0.00,       219.14,        -0.00,         7.30,        71.77,       235.78,
    1.50,         0.00,       218.36,        -0.00,         7.49,        70.99,       234.95,
    1.51,         0.00,       217.59,        -0.00,         7.67,        70.22,       234.13,
    1.52,         0.00,       216.83,        -0.00,         7.86,        69.45,       233.30,
    1.53,         0.00,       216.07,        -0.00,         8.05,        68.69,       232.49,
    1.54,         0.00,       215.31,        -0.00,         8.24,        67.93,       231.68,
    1.55,         0.00,       214.56,        -0.00,         8.44,        67.18,       230.87,
    1.56,         0.00,       213.81,        -0.00,         8.63,        66.43,       230.07,
    1.57,         0.00,       213.06,        -0.00,         8.83,        65.68,       229.27,
    1.58,         0.00,       212.32,        -0.00,         9.03,        64.94,       228.48,
    1.59,         0.00,       211.59,        -0.00,         9.23,        64.21,       227.69,
    1.60,         0.00,       210.86,        -0.00,         9.43,        63.48,       226.91,
    1.61,         0.00,       210.13,        -0.00,         9.63,        62.76,       226.13,
    1.62,         0.00,       209.41,        -0.00,         9.84,        67.82,       225.36,
    1.63,         0.00,       208.69,        -0.00,        10.05,        73.30,       224.59,
    1.64,         0.00,       207.98,        -0.00,        10.25,        72.49,       223.83,
    1.65,         0.00,       207.27,        -0.00,        10.46,        71.68,       223.07,
    1.66,         0.00,       206.57,        -0.00,        10.68,        70.88,       222.31,
    1.67,         0.00,       205.87,        -0.00,        10.89,        70.09,       221.56,
    1.68,         0.00,       205.18,        -0.00,        11.10,        69.30,       220.81,
    1.69,         0.00,       204.49,        -0.00,        11.32,        68.53,       220.07,
    1.70,         0.00,       203.81,        -0.00,        11.54,        67.75,       219.33,
    1.71,         0.00,       203.13,        -0.00,        11.76,        66.99,       218.59,
    1.72,         0.00,       202.45,        -0.00,        11.98,        66.23,       217.86,
    1.73,         0.00,       201.78,        -0.00,        12.20,        65.48,       217.13,
    1.74,         0.00,       201.11,        -0.00,        12.42,        64.73,       216.41,
    1.75,         0.00,       200.45,        -0.00,        12.65,        64.00,       215.69,
    1.76,         0.00,       199.80,        -0.00,        12.87,        63.27,       214.97,
    1.77,         0.00,       199.15,        -0.00,        13.10,        70.91,       214.26,
    1.78,         0.00,       198.50,        -0.00,        13.33,        72.87,       213.55,
    1.79,         0.00,       197.86,        -0.00,        13.56,        72.08,       212.84,
    1.80,         0.00,       197.22,        -0.00,        13.79,        71.28,       212.14,
    1.81,         0.00,       196.59,        -0.00,        14.02,        70.50,       211.44,
    1.82,         0.00,       195.96,        -0.00,        14.25,        69.72,       210.75,
    1.83,         0.00,       195.33,        -0.00,        14.49,        68.95,       210.05,
    1.84,         0.00,       194.71,        -0.00,        14.72,        68.19,       209.36,
    1.85,         0.00,       194.10,        -0.00,        14.96,        67.44,       208.68,
    1.86,         0.00,       193.49,        -0.00,        15.20,        66.69,       208.00,
    1.87,         0.00,       192.88,        -0.00,        15.43,        65.95,       207.32,
    1.88,         0.00,       192.28,        -0.00,        15.67,        65.22,       206.64,
    1.89,         0.00,       191.69,        -0.00,        15.91,        64.49,       205.97,
    1.90,         0.00,       191.09,        -0.00,        16.15,        63.78,       205.30,
    1.91,         0.00,       190.51,        -0.00,        16.40,        63.07,       204.63,
    1.92,         0.00,       189.93,        -0.00,        16.64,        72.15,       203.97,
    1.93,         0.00,       189.35,        -0.00,        16.88,        71.94,       203.31,
    1.94,         0.00,       188.77,        -0.00,        17.13,        71.18,       202.65,
    1.95,         0.00,       188.21,        -0.00,        17.37,        70.42,       202.00,
    1.96,         0.00,       170.55,        -0.00,        17.62,       -85.00,       204.14,
    1.97,         0.00,       167.76,        -0.00,        17.87,      -115.32,       200.61,
    1.98,         0.00,       167.64,        -0.00,        18.11,      -116.57,       199.95,
    1.99,         0.00,       167.51,        -0.00,        18.36,      -116.08,       199.31,
    2.00,         0.00,       167.37,        -0.00,        18.61,      -115.37,       198.67,
    2.01,         0.00,       167.23,        -0.00,        18.86,      -114.71,       198.03,
    2.02,         0.00,       167.09,        -0.00,        19.11,      -114.14,       197.40,
    2.03,         0.00,       166.95,        -0.00,        19.36,      -113.66,       196.76,
    2.04,         0.00,       166.80,        -0.00,        19.61,      -113.26,       196.13,
    2.05,         0.00,       166.66,        -0.00,        19.87,      -112.93,       195.51,
    2.06,         0.00,       166.51,        -0.00,        20.12,      -112.66,       194.88,
    2.07,         0.00,       166.36,        -0.00,        20.37,      -105.03,       194.26,
    2.08,         0.00,       166.22,        -0.00,        20.63,      -103.09,       193.65,
    2.09,         0.00,       166.07,        -0.00,        20.88,      -102.97,       193.03,
    2.10,         0.00,       165.92,        -0.00,        21.14,      -102.88,       192.42,
    2.11,         0.00,       165.77,        -0.00,        21.39,      -102.82,       191.81,
    2.12,         0.00,       165.63,        -0.00,        21.65,      -102.78,       191.20,
    2.13,         0.00,       165.48,        -0.00,        21.90,      -102.75,       190.59,
    2.14,         0.00,       165.33,        -0.00,        22.16,      -102.75,       189.99,
    2.15,         0.00,       165.19,        -0.00,        22.42,      -102.76,       189.39,
    2.16,         0.00,       165.04,        -0.00,        22.68,       -58.70,       188.80,
    2.17,         0.00,       164.77,        -0.00,        22.93,        37.13,       188.24,
    2.18,         0.00,       164.45,        -0.00,        23.19,        36.89,       187.65,
    2.19,         0.00,       164.13,        -0.00,        23.45,        36.66,       187.06,
    2.20,         0.00,       163.82,        -0.00,        23.71,        36.41,       186.47,
    2.21,         0.00,       163.50,        -0.00,        23.97,        36.18,       185.88,
    2.22,         0.00,       163.19,        -0.00,        24.23,        44.82,       185.30,
    2.23,         0.00,       162.88,        -0.00,        24.49,        44.53,       184.72,
    2.24,         0.00,       162.56,        -0.00,        24.75,        44.22,       184.14,
    2.25,         0.00,       162.25,        -0.00,        25.01,        43.91,       183.56,
    2.26,         0.00,       161.93,        -0.00,        25.27,        43.59,       182.99,
    2.27,         0.00,       161.62,        -0.00,        25.53,        43.27,       182.42,
    2.28,         0.00,       161.31,        -0.00,        25.79,        42.95,       181.85,
    2.29,         0.00,       161.00,        -0.00,        26.05,        42.62,       181.28,
    2.30,         0.00,       160.69,        -0.00,        26.32,        42.29,       180.72,
    2.31,         0.00,       160.38,        -0.00,        26.58,        41.96,       180.15,
    2.32,         0.00,       160.07,        -0.00,        26.84,        41.63,       179.59,
    2.33,         0.00,       159.76,        -0.00,        27.10,        41.30,       179.04,
    2.34,         0.00,       159.45,        -0.00,        27.36,        40.96,       178.48,
    2.35,         0.00,       159.14,        -0.00,        27.63,        40.63,       177.93,
    2.36,         0.00,       158.83,        -0.00,        27.89,        47.20,       177.38,
    2.37,         0.00,       158.52,        -0.00,        28.15,        48.46,       176.83,
    2.38,         0.00,       158.21,        -0.00,        28.41,        48.07,       176.29,
    2.39,         0.00,       157.91,        -0.00,        28.68,        47.69,       175.74,
    2.40,         0.00,       157.60,        -0.00,        28.94,        47.30,       175.20,
    2.41,         0.00,       157.29,        -0.00,        29.20,        46.91,       174.66,
    2.42,         0.00,       156.99,        -0.00,        29.46,        46.52,       174.13,
    2.43,         0.00,       156.68,        -0.00,        29.73,        46.13,       173.59,
    2.44,         0.00,       156.38,        -0.00,        29.99,        45.74,       173.06,
    2.45,         0.00,       156.08,        -0.00,        30.25,        45.35,       172.53,
    2.46,         0.00,       155.77,        -0.00,        30.52,        44.96,       172.00,
    2.47,         0.00,       155.47,        -0.00,        30.78,        44.57,       171.48,
    2.48,         0.00,       155.17,        -0.00,        31.04,        44.18,       170.95,
    2.49,         0.00,       154.87,        -0.00,        31.30,        44.24,       170.43,
    2.50,         0.00,       154.57,        -0.00,        31.57,        51.60,       169.92,
    2.51,         0.00,       154.27,        -0.00,        31.83,        51.16,       169.40,
    2.52,         0.00,       153.97,        -0.00,        32.09,        50.73,       168.88,
    2.53,         0.00,       153.67,        -0.00,        32.35,        50.29,       168.37,
    2.54,         0.00,       153.37,        -0.00,        32.62,        49.86,       167.86,
    2.55,         0.00,       153.08,        -0.00,        32.88,        49.43,       167.35,
    2.56,         0.00,       152.78,        -0.00,        33.14,        49.00,       166.85,
    2.57,         0.00,       152.49,        -0.00,        33.40,        48.57,       166.34,
    2.58,         0.00,       152.19,        -0.00,        33.66,        48.14,       165.84,
    2.59,         0.00,       151.90,        -0.00,        33.93,        47.71,       165.34,
    2.60,         0.00,       151.60,        -0.00,        34.19,        47.28,       164.84,
    2.61,         0.00,       151.31,        -0.00,        34.45,        46.86,       164.35,
    2.62,         0.00,       151.02,        -0.00,        34.71,        46.43,       163.85,
    2.63,         0.00,       150.73,        -0.00,        34.97,        51.34,       163.36,
    2.64,         0.00,       150.44,        -0.00,        35.23,        53.45,       162.87,
    2.65,         0.00,       150.15,        -0.00,        35.49,        52.99,       162.39,
    2.66,         0.00,       149.86,        -0.00,        35.75,        52.52,       161.90,
    2.67,         0.00,       149.57,        -0.00,        36.01,        52.06,       161.42,
    2.68,         0.00,       149.29,        -0.00,        36.27,        51.60,       160.93,
    2.69,         0.00,       149.00,        -0.00,        36.53,        51.15,       160.46,
    2.70,         0.00,       148.72,        -0.00,        36.79,        50.69,       159.98,
    2.71,         0.00,       148.43,        -0.00,        37.05,        50.24,       159.50,
    2.72,         0.00,       148.15,        -0.00,        37.31,        49.79,       159.03,
    2.73,         0.00,       147.86,        -0.00,        37.57,        49.34,       158.56,
    2.74,         0.00,       147.58,        -0.00,        37.83,        48.89,       158.09,
    2.75,         0.00,       147.30,        -0.00,        38.09,        48.44,       157.62,
    2.76,         0.00,       147.02,        -0.00,        38.35,        52.71,       157.15,
    2.77,         0.00,       146.74,        -0.00,        38.60,        55.14,       156.69,
    2.78,         0.00,       146.46,        -0.00,        38.86,        54.66,       156.23,
    2.79,         0.00,       146.19,        -0.00,        39.12,        54.18,       155.77,
    2.80,         0.00,       145.91,        -0.00,        39.38,        53.70,       155.31,
    2.81,         0.00,       145.63,        -0.00,        39.63,        53.23,       154.85,
    2.82,         0.00,       145.36,        -0.00,        39.89,        52.76,       154.40,
    2.83,         0.00,       145.09,        -0.00,        40.15,        52.29,       153.94,
    2.84,         0.00,       144.81,        -0.00,        40.40,        51.82,       153.49,
    2.85,         0.00,       144.54,        -0.00,        40.66,        51.36,       153.04,
    2.86,         0.00,       144.27,        -0.00,        40.91,        50.90,       152.60,
    2.87,         0.00,       144.00,        -0.00,        41.17,        50.44,       152.15,
    2.88,         0.00,       143.73,        -0.00,        41.42,        49.98,       151.71,
    2.89,         0.00,       143.46,        -0.00,        41.68,        55.72,       151.26,
    2.90,         0.00,       143.19,        -0.00,        41.93,        56.39,       150.82,
    2.91,         0.00,       142.93,        -0.00,        42.18,        55.90,       150.39,
    2.92,         0.00,       142.66,        -0.00,        42.44,        55.42,       149.95,
    2.93,         0.00,       142.40,        -0.00,        42.69,        54.93,       149.51,
    2.94,         0.00,       142.14,        -0.00,        42.94,        54.45,       149.08,
    2.95,         0.00,       141.87,        -0.00,        43.19,        53.97,       148.65,
    2.96,         0.00,       141.61,        -0.00,        43.45,        53.50,       148.22,
    2.97,         0.00,       141.35,        -0.00,        43.70,        53.02,       147.79,
    2.98,         0.00,       141.09,        -0.00,        43.95,        52.55,       147.37,
    2.99,         0.00,       140.83,        -0.00,        44.20,        52.08,       146.94,
    3.00,         0.00,       140.58,        -0.00,        44.45,        51.62,       146.52,
    3.01,         0.00,       140.32,        -0.00,        44.70,        53.34,       146.10,
    3.02,         0.00,       140.06,        -0.00,        44.95,        57.81,       145.68,
    3.03,         0.00,       139.81,        -0.00,        45.20,        57.31,       145.26,
    3.04,         0.00,       139.56,        -0.00,        45.45,        56.83,       144.85,
    3.05,         0.00,       139.30,        -0.00,        45.70,        56.34,       144.43,
    3.06,         0.00,       139.05,        -0.00,        45.94,        55.85,       144.02,
    3.07,         0.00,       138.80,        -0.00,        46.19,        55.37,       143.61,
    3.08,         0.00,       138.55,        -0.00,        46.44,        54.89,       143.20,
    3.09,         0.00,       138.31,        -0.00,        46.69,        54.41,       142.79,
    3.10,         0.00,       138.06,        -0.00,        46.93,        53.94,       142.39,
    3.11,         0.00,       137.81,        -0.00,        47.18,        53.47,       141.98,
    3.12,         0.00,       137.57,        -0.00,        47.42,        53.00,       141.58,
    3.13,         0.00,       137.32,        -0.00,        47.67,        52.53,       141.18,
    3.14,         0.00,       137.08,        -0.00,        47.91,        58.67,       140.78,
    3.15,         0.00,       136.84,        -0.00,        48.16,        58.50,       140.38,
    3.16,         0.00,       136.60,        -0.00,        48.40,        58.01,       139.99,
    3.17,         0.00,       136.36,        -0.00,        48.64,        57.52,       139.59,
    3.18,         0.00,       136.12,        -0.00,        48.89,        57.03,       139.20,
    3.19,         0.00,       135.88,        -0.00,        49.13,        56.55,       138.81,
    3.20,         0.00,       135.65,        -0.00,        49.37,        56.07,       138.42,
    3.21,         0.00,       135.41,        -0.00,        49.61,        55.59,       138.03,
    3.22,         0.00,       135.18,        -0.00,        49.86,        55.12,       137.64,
    3.23,         0.00,       134.94,        -0.00,        50.10,        54.65,       137.26,
    3.24,         0.00,       130.26,        -0.00,        50.34,         1.76,       139.50,
    3.25,         0.00,       122.67,        -0.00,        50.58,       -76.45,       136.44,
    3.26,         0.00,       122.61,        -0.00,        50.82,       -75.41,       136.05,
    3.27,         0.00,       122.56,        -0.00,        51.06,       -74.75,       135.67,
    3.28,         0.00,       122.50,        -0.00,        51.29,       -75.14,       135.29,
    3.29,         0.00,       122.44,        -0.00,        51.53,       -75.22,       134.92,
    3.30,         0.00,       122.38,        -0.00,        51.77,       -75.18,       134.54,
    3.31,         0.00,       122.31,        -0.00,        52.01,       -75.10,       134.17,
    3.32,         0.00,       122.25,        -0.00,        52.24,       -75.02,       133.80,
    3.33,         0.00,       122.19,        -0.00,        52.48,       -74.94,       133.43,
    3.34,         0.00,       122.13,        -0.00,        52.72,       -74.89,       133.06,
    3.35,         0.00,       122.06,        -0.00,        52.95,       -74.84,       132.69,
    3.36,         0.00,       122.00,        -0.00,        53.19,       -74.82,       132.32,
    3.37,         0.00,       121.94,        -0.00,        53.42,       -74.81,       131.96,
    3.38,         0.00,       121.87,        -0.00,        53.66,       -73.69,       131.60,
    3.39,         0.00,       121.81,        -0.00,        53.89,       -68.53,       131.24,
    3.40,         0.00,       121.74,        -0.00,        54.12,       -68.58,       130.88,
    3.41,         0.00,       121.68,        -0.00,        54.36,       -68.65,       130.52,
    3.42,         0.00,       121.62,        -0.00,        54.59,       -68.73,       130.16,
    3.43,         0.00,       121.55,        -0.00,        54.82,       -68.82,       129.81,
    3.44,         0.00,       121.49,        -0.00,        55.05,       -68.91,       129.45,
    3.45,         0.00,       121.43,        -0.00,        55.28,       -69.02,       129.10,
    3.46,         0.00,       121.36,        -0.00,        55.51,       -69.13,       128.75,
    3.47,         0.00,       121.30,        -0.00,        55.74,       -69.24,       128.40,
    3.48,         0.00,       121.24,        -0.00,        55.97,       -69.37,       128.05,
    3.49,         0.00,       121.17,        -0.00,        56.20,       -69.50,       127.70,
    3.50,         0.00,       121.11,        -0.00,        56.43,       -69.63,       127.35,
    3.51,         0.00,       121.05,        -0.00,        56.66,       -65.79,       127.01,
    3.52,         0.00,       120.95,        -0.00,        56.88,        39.52,       126.70,
    3.53,         0.00,       120.81,        -0.00,        57.11,        42.41,       126.36,
    3.54,         0.00,       120.67,        -0.00,        57.34,        42.13,       126.02,
    3.55,         0.00,       120.53,        -0.00,        57.56,        41.86,       125.68,
    3.56,         0.00,       120.39,        -0.00,        57.79,        41.59,       125.34,
    3.57,         0.00,       120.25,        -0.00,        58.01,        41.31,       125.00,
    3.58,         0.00,       120.11,        -0.00,        58.24,        41.02,       124.67,
    3.59,         0.00,       119.97,        -0.00,        58.46,        40.74,       124.33,
    3.60,         0.00,       119.83,        -0.00,        58.69,        40.45,       124.00,
    3.61,         0.00,       119.69,        -0.00,        58.91,        40.16,       123.67,
    3.62,         0.00,       119.55,        -0.00,        59.13,        39.87,       123.34,
    3.63,         0.00,       119.41,        -0.00,        59.36,        40.73,       123.01,
    3.64,         0.00,       119.27,        -0.00,        59.58,        45.41,       122.68,
    3.65,         0.00,       119.13,        -0.00,        59.80,        45.10,       122.36,
    3.66,         0.00,       118.99,        -0.00,        60.02,        44.78,       122.03,
    3.67,         0.00,       118.85,        -0.00,        60.24,        44.47,       121.71,
    3.68,         0.00,       118.71,        -0.00,        60.46,        44.15,       121.38,
    3.69,         0.00,       118.57,        -0.00,        60.68,        43.84,       121.06,
    3.70,         0.00,       118.43,        -0.00,        60.90,        43.52,       120.74,
    3.71,         0.00,       118.29,        -0.00,        61.12,        43.21,       120.42,
    3.72,         0.00,       118.15,        -0.00,        61.34,        42.89,       120.11,
