Time (d),      jTA (*),      jTC (*),      jBA (*),      jBC (*),      duL (*),      duS (*) * all units are kJ/m2/d
    3.75,         0.00,       167.26,        -0.00,        58.48,        17.26,        91.50,
    3.76,         0.00,       167.07,        -0.00,        58.68,        17.20,        91.16,
    3.77,         0.00,       166.87,        -0.00,        58.88,        17.14,        90.83,
    3.78,         0.00,       166.67,        -0.00,        59.08,        17.08,        90.50,
    3.79,         0.00,       166.48,        -0.00,        59.27,        17.02,        90.17,
    3.80,         0.00,       166.29,        -0.00,        59.47,        16.95,        89.85,
    3.81,         0.00,       166.09,        -0.00,        59.66,        16.89,        89.52,
    3.82,         0.00,       165.90,        -0.00,        59.86,        16.83,        89.20,
    3.83,         0.00,       165.71,        -0.00,        60.05,        16.77,        88.87,
    3.84,         0.00,       165.52,        -0.00,        60.24,        16.71,        88.55,
    3.85,         0.00,       165.34,        -0.00,        60.44,        16.65,        88.23,
    3.86,         0.00,       165.15,        -0.00,        60.63,        16.59,        87.91,
    3.87,         0.00,       164.96,        -0.00,        60.82,        16.53,        87.60,
    3.88,         0.00,       164.78,        -0.00,        61.01,        16.47,        87.28,
    3.89,         0.00,       164.60,        -0.00,        61.20,        16.41,        86.97,
    3.90,         0.00,       164.42,        -0.00,        61.39,        16.35,        86.65,
    3.91,         0.00,       164.24,        -0.00,        61.58,        16.29,        86.34,
    3.92,         0.00,       164.06,        -0.00,        61.77,        16.24,        86.03,
    3.93,         0.00,       163.88,        -0.00,        61.96,        16.18,        85.72,
    3.94,         0.00,       163.70,        -0.00,        62.15,        16.12,        85.41,
    3.95,         0.00,       163.52,        -0.00,        62.34,        16.06,        85.11,
    3.96,         0.00,       163.35,        -0.00,        62.52,        16.01,        84.80,
    3.97,         0.00,       163.17,        -0.00,        62.71,        15.95,        84.50,
    3.98,         0.00,       163.00,        -0.00,        62.90,        15.89,        84.20,
    3.99,         0.00,       162.83,        -0.00,        63.08,        15.84,        83.89,
    4.00,         0.00,       162.66,        -0.00,        63.27,        15.78,        83.59,
    4.01,         0.00,       162.49,        -0.00,        63.45,        15.72,        83.30,
    4.02,         0.00,       162.32,        -0.00,        63.64,        15.67,        83.00,
    4.03,         0.00,       162.15,        -0.00,        63.82,        15.61,        82.70,
    4.04,         0.00,       161.98,        -0.00,        64.00,        15.56,        82.41,
    4.05,         0.00,       161.82,        -0.00,        64.18,        15.50,        82.11,
    4.06,         0.00,       161.65,        -0.00,        64.37,        15.45,        81.82,
    4.07,         0.00,       161.49,        -0.00,        64.55,        15.39,        81.53,
    4.08,         0.00,       161.32,        -0.00,        64.73,        15.34,        81.24,
    4.09,         0.00,       161.16,        -0.00,        64.91,        15.28,        80.95,
    4.10,         0.00,       161.00,        -0.00,        65.09,        15.23,        80.66,
    4.11,         0.00,       160.84,        -0.00,        65.27,        15.18,        80.38,
    4.12,         0.00,       160.68,        -0.00,        65.45,        15.12,        80.09,
    4.13,         0.00,       160.52,        -0.00,        65.62,        15.07,        79.81,
    4.14,         0.00,       160.36,        -0.00,        65.80,        15.02,        79.53,
    4.15,         0.00,       160.21,        -0.00,        65.98,        14.97,        79.25,
    4.16,         0.00,       160.05,        -0.00,        66.16,        14.91,        78.97,
    4.17,         0.00,       159.90,        -0.00,        66.33,        14.86,        78.69,
    4.18,         0.00,       159.74,        -0.00,        66.51,        14.81,        78.41,
    4.19,         0.00,       159.59,        -0.00,        66.68,        14.76,        78.13,
    4.20,         0.00,       159.44,        -0.00,        66.86,        14.71,        77.86,
    4.21,         0.00,       159.29,        -0.00,        67.03,        14.66,        77.58,
    4.22,         0.00,       159.13,        -0.00,        67.20,        14.61,        77.31,
    4.23,         0.00,       158.99,        -0.00,        67.38,        14.56,        77.04,
    4.24,         0.00,       158.84,        -0.00,        67.55,        14.50,        76.77,
    4.25,         0.00,       158.69,        -0.00,        67.72,        14.45,        76.50,
    4.26,         0.00,       158.54,        -0.00,        67.89,        14.40,        76.23,
    4.27,         0.00,       158.40,        -0.00,        68.06,        14.35,        75.96,
    4.28,         0.00,       158.25,        -0.00,        68.23,        14.31,        75.70,
    4.29,         0.00,       158.11,        -0.00,        68.40,        14.26,        75.43,
    4.30,         0.00,       157.96,        -0.00,        68.57,        14.21,        75.17,
    4.31,         0.00,       157.82,        -0.00,        68.74,        14.16,        74.91,
    4.32,         0.00,       157.68,        -0.00,        68.91,        14.11,        74.64,
    4.33,         0.00,       157.54,        -0.00,        69.08,        14.06,        74.38,
    4.34,         0.00,       157.40,        -0.00,        69.25,        14.01,        74.12,
    4.35,         0.00,       157.26,        -0.00,        69.41,        13.96,        73.87,
    4.36,         0.00,       157.12,        -0.00,        69.58,        13.92,        73.61,
    4.37,         0.00,       156.98,        -0.00,        69.74,        13.87,        73.35,
    4.38,         0.00,       156.84,        -0.00,        69.91,        13.82,        73.10,
    4.39,         0.00,       156.71,        -0.00,        70.08,        13.77,        72.84,
    4.40,         0.00,       156.57,        -0.00,        70.24,        13.73,        72.59,
    4.41,         0.00,       156.44,        -0.00,        70.40,        13.68,        72.34,
    4.42,         0.00,       156.30,        -0.00,        70.57,        13.63,        72.09,
    4.43,         0.00,       156.17,        -0.00,        70.73,        13.59,        71.84,
    4.44,         0.00,       156.04,        -0.00,        70.89,        13.54,        71.59,
    4.45,         0.00,       155.90,        -0.00,        71.05,        13.49,        71.34,
    4.46,         0.00,       155.77,        -0.00,        71.22,        13.45,        71.10,
    4.47,         0.00,       155.64,        -0.00,        71.38,        13.40,        70.85,
    4.48,         0.00,       155.51,        -0.00,        71.54,        13.36,        70.61,
    4.49,         0.00,       155.39,        -0.00,        71.70,        13.31,        70.36,
    4.50,         0.00,       155.26,        -0.00,        71.86,        13.27,        70.12,
    4.51,         0.00,       155.13,        -0.00,        72.02,        13.22,        69.88,
    4.52,         0.00,       155.00,        -0.00,        72.17,        13.18,        69.64,
    4.53,         0.00,       154.88,        -0.00,        72.33,        13.13,        69.40,
    4.54,         0.00,       154.75,        -0.00,        72.49,        13.09,        69.16,
    4.55,         0.00,       154.63,        -0.00,        72.65,        13.04,        68.93,
    4.56,         0.00,       154.50,        -0.00,        72.80,        13.00,        68.69,
    4.57,         0.00,       154.38,        -0.00,        72.96,        12.95,        68.45,
    4.58,         0.00,       154.26,        -0.00,        73.11,        12.91,        68.22,
    4.59,         0.00,       154.14,        -0.00,        73.27,        12.87,        67.99,
    4.60,         0.00,       154.01,        -0.00,        73.42,        12.82,        67.75,
    4.61,         0.00,       153.89,        -0.00,        73.58,        12.78,        67.52,
    4.62,         0.00,       153.77,        -0.00,        73.73,        12.74,        67.29,
    4.63,         0.00,       153.66,        -0.00,        73.89,        12.69,        67.06,
    4.64,         0.00,       153.54,        -0.00,        74.04,        12.65,        66.83,
    4.65,         0.00,       153.42,        -0.00,        74.19,        12.61,        66.61,
    4.66,         0.00,       153.30,        -0.00,        74.34,        12.57,        66.38,
    4.67,         0.00,       153.19,        -0.00,        74.49,        12.52,        66.16,
    4.68,         0.00,       153.07,        -0.00,        74.64,        12.48,        65.93,
    4.69,         0.00,       152.95,        -0.00,        74.79,        12.44,        65.71,
    4.70,         0.00,       152.84,        -0.00,        74.94,        12.40,        65.48,
    4.71,         0.00,       152.73,        -0.00,        75.09,        12.36,        65.26,
    4.72,         0.00,       152.61,        -0.00,        75.24,        12.32,        65.04,
    4.73,         0.00,       152.50,        -0.00,        75.39,        12.27,        64.82,
    4.74,         0.00,       152.39,        -0.00,        75.54,        12.23,        64.60,
    4.75,         0.00,       152.28,        -0.00,        75.69,        12.19,        64.38,
    4.76,         0.00,       152.17,        -0.00,        75.83,        12.15,        64.17,
    4.77,         0.00,       152.06,        -0.00,        75.98,        12.11,        63.95,
    4.78,         0.00,       151.95,        -0.00,        76.13,        12.07,        63.74,
    4.79,         0.00,       151.84,        -0.00,        76.27,        12.03,        63.52,
    4.80,         0.00,       151.73,        -0.00,        76.42,        11.99,        63.31,
    4.81,         0.00,       151.62,        -0.00,        76.56,        11.95,        63.10,
    4.82,         0.00,       151.51,        -0.00,        76.71,        11.91,        62.88,
    4.83,         0.00,       151.41,        -0.00,        76.85,        11.87,        62.67,
    4.84,         0.00,       151.30,        -0.00,        77.00,        11.83,        62.46,
    4.85,         0.00,       151.19,        -0.00,        77.14,        11.79,        62.25,
    4.86,         0.00,       151.09,        -0.00,        77.28,        11.75,        62.04,
    4.87,         0.00,       150.99,        -0.00,        77.42,        11.71,        61.84,
    4.88,         0.00,       150.88,        -0.00,        77.57,        11.67,        61.63,
    4.89,         0.00,       150.78,        -0.00,        77.71,        11.63,        61.43,
    4.90,         0.00,       150.68,        -0.00,        77.85,        11.60,        61.22,
    4.91,         0.00,       150.57,        -0.00,        77.99,        11.56,        61.02,
    4.92,         0.00,       150.47,        -0.00,        78.13,        11.52,        60.81,
    4.93,         0.00,       150.37,        -0.00,        78.27,        11.48,        60.61,
    4.94,         0.00,       150.27,        -0.00,        78.41,        11.44,        60.41,
    4.95,         0.00,       150.17,        -0.00,        78.55,        11.40,        60.21,
    4.96,         0.00,       150.07,        -0.00,        78.68,        11.37,        60.01,
    4.97,         0.00,       149.97,        -0.00,        78.82,        11.33,        59.81,
    4.98,         0.00,       149.87,        -0.00,        78.96,        11.29,        59.61,
    4.99,         0.00,       149.77,        -0.00,        79.10,        11.25,        59.41,
    5.00,         0.00,       149.68,        -0.00,        79.23,        11.22,        59.22,
    5.01,         0.00,       149.58,        -0.00,        79.37,        11.18,        59.02,
    5.02,         0.00,       149.48,        -0.00,        79.50,        11.14,        58.83,
    5.03,         0.00,       149.39,        -0.00,        79.64,        11.10,        58.63,
    5.04,         0.00,       149.29,        -0.00,        79.77,        11.07,        58.44,
    5.05,         0.00,       149.20,        -0.00,        79.91,        11.03,        58.25,
    5.06,         0.00,       149.10,        -0.00,        80.04,        10.99,        58.06,
    5.07,         0.00,       149.01,        -0.00,        80.18,        10.96,        57.86,
    5.08,         0.00,       148.92,        -0.00,        80.31,        10.92,        57.67,
    5.09,         0.00,       148.82,        -0.00,        80.44,        10.89,        57.48,
    5.10,         0.00,       148.73,        -0.00,        80.57,        10.85,        57.30,
    5.11,         0.00,       148.64,        -0.00,        80.71,        10.81,        57.11,
    5.12,         0.00,       148.55,        -0.00,        80.84,        10.78,        56.92,
    5.13,         0.00,       148.46,        -0.00,        80.97,        10.74,        56.73,
    5.14,         0.00,       148.37,        -0.00,        81.10,        10.71,        56.55,
    5.15,         0.00,       148.28,        -0.00,        81.23,        10.67,        56.36,
    5.16,         0.00,       148.19,        -0.00,        81.36,        10.64,        56.18,
    5.17,         0.00,       148.10,        -0.00,        81.49,        10.60,        56.00,
    5.18,         0.00,       148.01,        -0.00,        81.62,        10.57,        55.81,
    5.19,         0.00,       147.92,        -0.00,        81.75,        10.53,        55.63,
    5.20,         0.00,       147.83,        -0.00,        81.87,        10.50,        55.45,
    5.21,         0.00,       147.75,        -0.00,        82.00,        10.46,        55.27,
    5.22,         0.00,       147.66,        -0.00,        82.13,        10.43,        55.09,
    5.23,         0.00,       147.57,        -0.00,        82.26,        10.39,        54.91,
    5.24,         0.00,       147.49,        -0.00,        82.38,        10.36,        54.73,
    5.25,         0.00,       147.40,        -0.00,        82.51,        10.32,        54.56,
    5.26,         0.00,       147.32,        -0.00,        82.64,        10.29,        54.38,
    5.27,         0.00,       147.23,        -0.00,        82.76,        10.26,        54.20,
    5.28,         0.00,       147.15,        -0.00,        82.89,        10.22,        54.03,
    5.29,         0.00,       147.06,        -0.00,        83.01,        10.19,        53.86,
    5.30,         0.00,       146.98,        -0.00,        83.13,        10.15,        53.68,
    5.31,         0.00,       146.90,        -0.00,        83.26,        10.12,        53.51,
    5.32,         0.00,       146.82,        -0.00,        83.38,        10.09,        53.34,
    5.33,         0.00,       146.73,        -0.00,        83.51,        10.05,        53.16,
    5.34,         0.00,       146.65,        -0.00,        83.63,        10.02,        52.99,
    5.35,         0.00,       146.57,        -0.00,        83.75,         9.99,        52.82,
    5.36,         0.00,       146.49,        -0.00,        83.87,         9.95,        52.65,
    5.37,         0.00,       146.41,        -0.00,        83.99,         9.92,        52.48,
    5.38,         0.00,       146.33,        -0.00,        84.11,         9.89,        52.32,
    5.39,         0.00,       146.25,        -0.00,        84.24,         9.86,        52.15,
    5.40,         0.00,       146.17,        -0.00,        84.36,         9.82,        51.98,
    5.41,         0.00,       146.09,        -0.00,        84.48,         9.79,        51.82,
    5.42,         0.00,       146.01,        -0.00,        84.60,         9.76,        51.65,
    5.43,         0.00,       145.94,        -0.00,        84.71,         9.73,        51.49,
    5.44,         0.00,       145.86,        -0.00,        84.83,         9.69,        51.32,
    5.45,         0.00,       145.78,        -0.00,        84.95,         9.66,        51.16,
    5.46,         0.00,       145.70,        -0.00,        85.07,         9.63,        50.99,
    5.47,         0.00,       145.63,        -0.00,        85.19,         9.60,        50.83,
    5.48,         0.00,       145.55,        -0.00,        85.31,         9.56,        50.67,
    5.49,         0.00,       145.48,        -0.00,        85.42,         9.53,        50.51,
    5.50,         0.00,       145.40,        -0.00,        85.54,         9.50,        50.35,
    5.51,         0.00,       145.33,        -0.00,        85.66,         9.47,        50.19,
    5.52,         0.00,       145.25,        -0.00,        85.77,         9.44,        50.03,
    5.53,         0.00,       145.18,        -0.00,        85.89,         9.41,        49.87,
    5.54,         0.00,       145.10,        -0.00,        86.00,         9.38,        49.71,
    5.55,         0.00,       145.03,        -0.00,        86.12,         9.34,        49.56,
    5.56,         0.00,       144.96,        -0.00,        86.23,         9.31,        49.40,
    5.57,         0.00,       144.88,        -0.00,        86.35,         9.28,        49.25,
    5.58,         0.00,       144.81,        -0.00,        86.46,         9.25,        49.09,
    5.59,         0.00,       144.74,        -0.00,        86.57,         9.22,        48.94,
    5.60,         0.00,       144.67,        -0.00,        86.69,         9.19,        48.78,
    5.61,         0.00,       144.60,        -0.00,        86.80,         9.16,        48.63,
    5.62,         0.00,       144.52,        -0.00,        86.91,         9.13,        48.48,
    5.63,         0.00,       144.45,        -0.00,        87.02,         9.10,        48.32,
    5.64,         0.00,       144.38,        -0.00,        87.13,         9.07,        48.17,
    5.65,         0.00,       144.31,        -0.00,        87.25,         9.04,        48.02,
    5.66,         0.00,       144.24,        -0.00,        87.36,         9.01,        47.87,
    5.67,         0.00,       144.17,        -0.00,        87.47,         8.98,        47.72,
    5.68,         0.00,       144.11,        -0.00,        87.58,         8.95,        47.57,
    5.69,         0.00,       144.04,        -0.00,        87.69,         8.92,        47.42,
    5.70,         0.00,       143.97,        -0.00,        87.80,         8.89,        47.27,
    5.71,         0.00,       143.90,        -0.00,        87.91,         8.86,        47.13,
    5.72,         0.00,       143.83,        -0.00,        88.01,         8.83,        46.98,
    5.73,         0.00,       143.77,        -0.00,        88.12,         8.80,        46.83,
    5.74,         0.00,       143.70,        -0.00,        88.23,         8.77,        46.69,
    5.75,         0.00,       143.63,        -0.00,        88.34,         8.74,        46.54,
    5.76,         0.00,       143.57,        -0.00,        88.45,         8.71,        46.40,
    5.77,         0.00,       143.50,        -0.00,        88.55,         8.68,        46.26,
    5.78,         0.00,       143.43,        -0.00,        88.66,         8.65,        46.11,
    5.79,         0.00,       143.37,        -0.00,        88.77,         8.62,        45.97,
    5.80,         0.00,       143.30,        -0.00,        88.87,         8.59,        45.83,
    5.81,         0.00,       143.24,        -0.00,        88.98,         8.56,        45.69,
    5.82,         0.00,       143.17,        -0.00,        89.08,         8.53,        45.54,
    5.83,         0.00,       143.11,        -0.00,        89.19,         8.51,        45.40,
    5.84,         0.00,       143.04,        -0.00,        89.29,         8.48,        45.26,
    5.85,         0.00,       142.98,        -0.00,        89.40,         8.45,        45.12,
    5.86,         0.00,       142.92,        -0.00,        89.50,         8.42,        44.99,
    5.87,         0.00,       142.85,        -0.00,        89.61,         8.39,        44.85,
    5.88,         0.00,       142.79,        -0.00,        89.71,         8.36,        44.71,
    5.89,         0.00,       142.73,        -0.00,        89.81,         8.33,        44.57,
    5.90,         0.00,       142.67,        -0.00,        89.92,         8.31,        44.44,
    5.91,         0.00,       142.60,        -0.00,        90.02,         8.28,        44.30,
    5.92,         0.00,       142.54,        -0.00,        90.12,         8.25,        44.16,
    5.93,         0.00,       142.48,        -0.00,        90.22,         8.22,        44.03,
    5.94,         0.00,       142.42,        -0.00,        90.32,         8.19,        43.89,
    5.95,         0.00,       142.36,        -0.00,        90.43,         8.16,        43.76,
    5.96,         0.00,       142.30,        -0.00,        90.53,         8.14,        43.63,
    5.97,         0.00,       142.24,        -0.00,        90.63,         8.11,        43.49,
    5.98,         0.00,       142.18,        -0.00,        90.73,         8.08,        43.36,
    5.99,         0.00,       142.12,        -0.00,        90.83,         8.05,        43.23,
    6.00,         0.00,       142.06,        -0.00,        90.93,         8.03,        43.10,
    6.01,         0.00,       142.00,        -0.00,        91.03,         8.00,        42.97,
    6.02,         0.00,       141.94,        -0.00,        91.13,         7.97,        42.84,
    6.03,         0.00,       141.88,        -0.00,        91.22,         7.94,        42.71,
    6.04,         0.00,       141.82,        -0.00,        91.32,         7.92,        42.58,
    6.05,         0.00,       141.77,        -0.00,        91.42,         7.89,        42.45,
    6.06,         0.00,       141.71,        -0.00,        91.52,         7.86,        42.32,
    6.07,         0.00,       141.65,        -0.00,        91.62,         7.83,        42.19,
    6.08,         0.00,       141.59,        -0.00,        91.71,         7.81,        42.06,
    6.09,         0.00,       141.54,        -0.00,        91.81,         7.78,        41.94,
    6.10,         0.00,       141.48,        -0.00,        91.91,         7.75,        41.81,
    6.11,         0.00,       141.42,        -0.00,        92.00,         7.73,        41.68,
    6.12,         0.00,       141.37,        -0.00,        92.10,         7.70,        41.56,
    6.13,         0.00,       141.31,        -0.00,        92.19,         7.67,        41.43,
    6.14,         0.00,       141.25,        -0.00,        92.29,         7.64,        41.31,
    6.15,         0.00,       141.20,        -0.00,        92.39,         7.62,        41.19,
    6.16,         0.00,       141.14,        -0.00,        92.48,         7.59,        41.06,
    6.17,         0.00,       141.09,        -0.00,        92.57,         7.56,        40.94,
    6.18,         0.00,       141.03,        -0.00,        92.67,         7.54,        40.82,
    6.19,         0.00,       140.98,        -0.00,        92.76,         7.51,        40.69,
    6.20,         0.00,       140.92,        -0.00,        92.86,         7.48,        40.57,
    6.21,         0.00,       140.87,        -0.00,        92.95,         7.46,        40.45,
    6.22,         0.00,       140.81,        -0.00,        93.04,         7.43,        40.33,
    6.23,         0.00,       140.76,        -0.00,        93.14,         7.40,        40.21,
    6.24,         0.00,       140.71,        -0.00,        93.23,         7.38,        40.09,
    6.25,         0.00,       140.65,        -0.00,        93.32,         7.35,        39.97,
    6.26,         0.00,       140.60,        -0.00,        93.41,         7.33,        39.85,
    6.27,         0.00,       140.55,        -0.00,        93.50,         7.30,        39.73,
    6.28,         0.00,       140.49,        -0.00,        93.60,         7.27,        39.62,
    6.29,         0.00,       140.44,        -0.00,        93.69,         7.25,        39.50,
    6.30,         0.00,       140.39,        -0.00,        93.78,         7.22,        39.38,
    6.31,         0.00,       140.34,        -0.00,        93.87,         7.20,        39.27,
    6.32,         0.00,       140.29,        -0.00,        93.96,         7.17,        39.15,
    6.33,         0.00,       140.23,        -0.00,        94.05,         7.14,        39.03,
    6.34,         0.00,       140.18,        -0.00,        94.14,         7.12,        38.92,
    6.35,         0.00,       140.13,        -0.00,        94.23,         7.09,        38.80,
    6.36,         0.00,       140.08,        -0.00,        94.32,         7.07,        38.69,
    6.37,         0.00,       140.03,        -0.00,        94.40,         7.04,        38.57,
    6.38,         0.00,       139.98,        -0.00,        94.49,         7.01,        38.46,
    6.39,         0.00,       139.93,        -0.00,        94.58,         6.99,        38.35,
    6.40,         0.00,       139.88,        -0.00,        94.67,         6.96,        38.24,
    6.41,         0.00,       139.83,        -0.00,        94.76,         6.94,        38.12,
    6.42,         0.00,       139.78,        -0.00,        94.84,         6.91,        38.01,
    6.43,         0.00,       139.73,        -0.00,        94.93,         6.89,        37.90,
    6.44,         0.00,       139.68,        -0.00,        95.02,         6.86,        37.79,
    6.45,         0.00,       139.63,        -0.00,        95.11,         6.84,        37.68,
    6.46,         0.00,       139.58,        -0.00,        95.19,         6.81,        37.57,
    6.47,         0.00,       139.53,        -0.00,        95.28,         6.79,        37.46,
    6.48,         0.00,       139.48,        -0.00,        95.36,         6.76,        37.35,
    6.49,         0.00,       139.43,        -0.00,        95.45,         6.73,        37.24,
    6.50,         0.00,       139.39,        -0.00,        95.53,         6.71,        37.13,
    6.51,         0.00,       139.34,        -0.00,        95.62,         6.68,        37.02,
    6.52,         0.00,       139.29,        -0.00,        95.70,         6.66,        36.92,
    6.53,         0.00,       139.24,        -0.00,        95.79,         6.63,        36.81,
    6.54,         0.00,       139.19,        -0.00,        95.87,         6.61,        36.70,
    6.55,         0.00,       139.15,        -0.00,        95.96,         6.58,        36.60,
    6.56,         0.00,       139.10,        -0.00,        96.04,         6.56,        36.49,
    6.57,         0.00,       139.05,        -0.00,        96.13,         6.53,        36.38,
    6.58,         0.00,       139.01,        -0.00,        96.21,         6.51,        36.28,
    6.59,         0.00,       138.96,        -0.00,        96.29,         6.48,        36.17,
    6.60,         0.00,       138.91,        -0.00,        96.37,         6.46,        36.07,
    6.61,         0.00,       138.87,        -0.00,        96.46,         6.44,        35.97,
    6.62,         0.00,       138.82,        -0.00,        96.54,         6.41,        35.86,
    6.63,         0.00,       138.77,        -0.00,        96.62,         6.39,        35.76,
    6.64,         0.00,       138.73,        -0.00,        96.70,         6.36,        35.66,
    6.65,         0.00,       138.68,        -0.00,        96.78,         6.34,        35.55,
    6.66,         0.00,       138.64,        -0.00,        96.87,         6.31,        35.45,
    6.67,         0.00,       138.59,        -0.00,        96.95,         6.29,        35.35,
    6.68,         0.00,       138.55,        -0.00,        97.03,         6.26,        35.25,
    6.69,         0.00,       138.50,        -0.00,        97.11,         6.24,        35.15,
    6.70,         0.00,       138.46,        -0.00,        97.19,         6.21,        35.05,
    6.71,         0.00,       138.41,        -0.00,        97.27,         6.19,        34.95,
    6.72,         0.00,       138.37,        -0.00,        97.35,         6.16,        34.85,
    6.73,         0.00,       138.32,        -0.00,        97.43,         6.14,        34.75,
    6.74,         0.00,       138.28,        -0.00,        97.51,         6.12,        34.65,
    6.75,         0.00,       138.24,        -0.00,        97.59,         6.09,        34.55,
    6.76,         0.00,       138.19,        -0.00,        97.66,         6.07,        34.45,
    6.77,         0.00,       138.15,        -0.00,        97.74,         6.04,        34.35,
    6.78,         0.00,       138.10,        -0.00,        97.82,         6.02,        34.26,
    6.79,         0.00,       138.06,        -0.00,        97.90,         5.99,        34.16,
    6.80,         0.00,       138.02,        -0.00,        97.98,         5.97,        34.06,
    6.81,         0.00,       137.97,        -0.00,        98.05,         5.95,        33.97,
    6.82,         0.00,       137.93,        -0.00,        98.13,         5.92,        33.87,
    6.83,         0.00,       137.89,        -0.00,        98.21,         5.90,        33.77,
    6.84,         0.00,       137.85,        -0.00,        98.29,         5.87,        33.68,
    6.85,         0.00,       137.80,        -0.00,        98.36,         5.85,        33.58,
    6.86,         0.00,       137.76,        -0.00,        98.44,         5.83,        33.49,
    6.87,         0.00,       137.72,        -0.00,        98.52,         5.80,        33.39,
    6.88,         0.00,       137.68,        -0.00,        98.59,         5.78,        33.30,
    6.89,         0.00,       137.63,        -0.00,        98.67,         5.75,        33.21,
    6.90,         0.00,       137.59,        -0.00,        98.74,         5.73,        33.11,
    6.91,         0.00,       137.55,        -0.00,        98.82,         5.71,        33.02,
    6.92,         0.00,       137.51,        -0.00,        98.89,         5.68,        32.93,
    6.93,         0.00,       137.47,        -0.00,        98.97,         5.66,        32.83,
    6.94,         0.00,       137.43,        -0.00,        99.04,         5.63,        32.74,
    6.95,         0.00,       137.39,        -0.00,        99.12,         5.61,        32.65,
    6.96,         0.00,       137.34,        -0.00,        99.19,         5.59,        32.56,
    6.97,         0.00,       137.30,        -0.00,        99.27,         5.56,        32.47,
    6.98,         0.00,       137.26,        -0.00,        99.34,         5.54,        32.38,
    6.99,         0.00,       137.22,        -0.00,        99.41,         5.51,        32.29,
    7.00,         0.00,       137.18,        -0.00,        99.49,         5.49,        32.20,
    7.01,         0.00,       137.14,        -0.00,        99.56,         5.47,        32.11,
    7.02,         0.00,       137.10,        -0.00,        99.63,         5.44,        32.02,
    7.03,         0.00,       137.06,        -0.00,        99.70,         5.42,        31.93,
    7.04,         0.00,       137.02,        -0.00,        99.78,         5.40,        31.84,
    7.05,         0.00,       136.98,        -0.00,        99.85,         5.37,        31.75,
    7.06,         0.00,       136.94,        -0.00,        99.92,         5.35,        31.66,
    7.07,         0.00,       136.90,        -0.00,        99.99,         5.32,        31.58,
    7.08,         0.00,       136.86,        -0.00,       100.06,         5.30,        31.49,
    7.09,         0.00,       136.82,        -0.00,       100.14,         5.28,        31.40,
    7.10,         0.00,       136.78,        -0.00,       100.21,         5.25,        31.32,
    7.11,         0.00,       136.74,        -0.00,       100.28,         5.23,        31.23,
    7.12,         0.00,       136.71,        -0.00,       100.35,         5.21,        31.14,
    7.13,         0.00,       136.67,        -0.00,       100.42,         5.18,        31.06,
    7.14,         0.00,       136.63,        -0.00,       100.49,         5.16,        30.97,
    7.15,         0.00,       136.59,        -0.00,       100.56,         5.14,        30.89,
    7.16,         0.00,       136.55,        -0.00,       100.63,         5.11,        30.80,
    7.17,         0.00,       136.51,        -0.00,       100.70,         5.09,        30.72,
    7.18,         0.00,       136.47,        -0.00,       100.77,         5.06,        30.63,
    7.19,         0.00,       136.44,        -0.00,       100.84,         5.04,        30.55,
    7.20,         0.00,       136.40,        -0.00,       100.91,         5.02,        30.47,
    7.21,         0.00,       136.36,        -0.00,       100.98,         4.99,        30.38,
    7.22,         0.00,       136.32,        -0.00,       101.04,         4.97,        30.30,
    7.23,         0.00,       136.28,        -0.00,       101.11,         4.95,        30.22,
    7.24,         0.00,       136.25,        -0.00,       101.18,         4.92,        30.13,
    7.25,         0.00,       136.21,        -0.00,       101.25,         4.90,        30.05,
    7.26,         0.00,       136.17,        -0.00,       101.32,         4.88,        29.97,
    7.27,         0.00,       136.13,        -0.00,       101.38,         4.85,        29.89,
    7.28,         0.00,       136.10,        -0.00,       101.45,         4.83,        29.81,
    7.29,         0.00,       136.06,        -0.00,       101.52,         4.81,        29.73,
    7.30,         0.00,       136.02,        -0.00,       101.59,         4.78,        29.65,
    7.31,         0.00,       135.99,        -0.00,       101.65,         4.76,        29.57,
    7.32,         0.00,       135.95,        -0.00,       101.72,         4.74,        29.49,
    7.33,         0.00,       135.91,        -0.00,       101.79,         4.71,        29.41,
    7.34,         0.00,       135.88,        -0.00,       101.85,         4.69,        29.33,
    7.35,         0.00,       135.84,        -0.00,       101.92,         4.67,        29.25,
    7.36,         0.00,       135.80,        -0.00,       101.98,         4.64,        29.17,
    7.37,         0.00,       135.77,        -0.00,       102.05,         4.62,        29.09,
    7.38,         0.00,       135.73,        -0.00,       102.11,         4.60,        29.01,
    7.39,         0.00,       135.69,        -0.00,       102.18,         4.57,        28.93,
    7.40,         0.00,       135.66,        -0.00,       102.25,         4.55,        28.85,
    7.41,         0.00,       135.62,        -0.00,       102.31,         4.53,        28.78,
    7.42,         0.00,       135.59,        -0.00,       102.37,         4.50,        28.70,
    7.43,         0.00,       135.55,        -0.00,       102.44,         4.48,        28.62,
    7.44,         0.00,       135.51,        -0.00,       102.50,         4.46,        28.55,
    7.45,         0.00,       135.48,        -0.00,       102.57,         4.43,        28.47,
    7.46,         0.00,       135.44,        -0.00,       102.63,         4.41,        28.39,
    7.47,         0.00,       135.41,        -0.00,       102.70,         4.39,        28.32,
    7.48,         0.00,       135.37,        -0.00,       102.76,         4.36,        28.24,
    7.49,         0.00,       135.34,        -0.00,       102.82,         4.34,        28.17,
    7.50,         0.00,       135.30,        -0.00,       102.89,         4.32,        28.09,
