Time (d),      jTA (*),      jTC (*),      jBA (*),      jBC (*),      duL (*),      duS (*) * all units are kJ/m2/d
    3.70,        12.54,       136.61,        -0.49,        64.62,       -39.77,       124.76,
    3.71,        12.54,       136.35,        -0.49,        64.86,       -39.94,       124.42,
    3.72,        12.54,       136.08,        -0.49,        65.09,       -40.10,       124.09,
    3.73,        12.54,       135.82,        -0.49,        65.33,       -40.26,       123.75,
    3.74,        12.54,       135.56,        -0.49,        65.56,       -40.43,       123.42,
    3.75,        12.54,       135.30,        -0.49,        65.80,       -40.59,       123.09,
    3.76,        12.54,       135.04,        -0.49,        66.03,       -40.75,       122.76,
    3.77,        12.54,       134.78,        -0.49,        66.26,       -40.91,       122.43,
    3.78,        12.54,       134.53,        -0.49,        66.50,       -41.08,       122.10,
    3.79,        12.54,       134.27,        -0.49,        66.73,       -41.24,       121.78,
    3.80,        12.54,       134.02,        -0.49,        66.96,       -41.40,       121.45,
    3.81,        12.54,       133.76,        -0.49,        67.19,       -41.56,       121.13,
    3.82,        12.54,       133.51,        -0.49,        67.42,       -41.72,       120.81,
    3.83,        12.54,       133.26,        -0.49,        67.65,       -41.88,       120.49,
    3.84,        12.54,       133.01,        -0.49,        67.88,       -42.04,       120.17,
    3.85,        12.54,       132.76,        -0.49,        68.11,       -42.20,       119.85,
    3.86,        12.54,       132.51,        -0.49,        68.34,       -42.36,       119.53,
    3.87,        12.54,       132.27,        -0.49,        68.57,       -42.52,       119.22,
    3.88,        12.54,       132.02,        -0.49,        68.79,       -42.68,       118.90,
    3.89,        12.54,       131.78,        -0.49,        69.02,       -42.83,       118.59,
    3.90,        12.54,       131.54,        -0.49,        69.25,       -42.99,       118.28,
    3.91,        12.54,       131.29,        -0.49,        69.47,       -43.15,       117.97,
    3.92,        12.54,       131.05,        -0.49,        69.70,       -43.31,       117.66,
    3.93,        12.54,       130.81,        -0.49,        69.92,       -43.46,       117.35,
    3.94,        12.54,       130.58,        -0.49,        70.15,       -43.62,       117.05,
    3.95,        12.54,       130.34,        -0.49,        70.37,       -43.78,       116.74,
    3.96,        12.54,       130.10,        -0.49,        70.60,       -43.93,       116.44,
    3.97,        12.54,       129.87,        -0.49,        70.82,       -44.09,       116.13,
    3.98,        12.54,       129.63,        -0.49,        71.04,       -44.24,       115.83,
    3.99,        12.54,       129.40,        -0.49,        71.26,       -44.40,       115.53,
    4.00,        12.54,       129.17,        -0.49,        71.49,       -44.55,       115.23,
    4.01,        12.54,       128.93,        -0.49,        71.71,       -44.71,       114.93,
    4.02,        12.54,       128.70,        -0.49,        71.93,       -44.86,       114.64,
    4.03,        12.54,       128.47,        -0.49,        72.15,       -45.02,       114.34,
    4.04,        12.54,       128.25,        -0.49,        72.37,       -45.17,       114.05,
    4.05,        12.54,       128.02,        -0.49,        72.59,       -45.32,       113.75,
    4.06,        12.54,       127.79,        -0.49,        72.81,       -45.48,       113.46,
    4.07,        12.54,       127.57,        -0.49,        73.02,       -45.63,       113.17,
    4.08,        12.54,       127.34,        -0.49,        73.24,       -45.78,       112.88,
    4.09,        12.54,       127.12,        -0.49,        73.46,       -45.93,       112.59,
    4.10,        12.54,       126.90,        -0.49,        73.68,       -46.09,       112.30,
    4.11,        12.54,       126.67,        -0.49,        73.89,       -46.24,       112.02,
    4.12,        12.54,       126.45,        -0.49,        74.11,       -46.39,       111.73,
    4.13,        12.54,       126.23,        -0.49,        74.32,       -46.54,       111.45,
    4.14,        12.54,       126.01,        -0.49,        74.54,       -46.69,       111.16,
    4.15,        12.54,       125.80,        -0.49,        74.75,       -46.84,       110.88,
    4.16,        12.54,       125.58,        -0.49,        74.97,       -46.99,       110.60,
    4.17,        12.54,       125.36,        -0.49,        75.18,       -47.14,       110.32,
    4.18,        12.54,       125.15,        -0.49,        75.39,       -47.29,       110.04,
    4.19,        12.54,       124.93,        -0.49,        75.61,       -47.44,       109.77,
    4.20,        12.54,       124.72,        -0.49,        75.82,       -47.59,       109.49,
    4.21,        12.54,       124.51,        -0.49,        76.03,       -47.74,       109.22,
    4.22,        12.54,       124.30,        -0.49,        76.24,       -47.89,       108.94,
    4.23,        12.54,       124.09,        -0.49,        76.45,       -48.04,       108.67,
    4.24,        12.54,       123.88,        -0.49,        76.66,       -48.18,       108.40,
    4.25,        12.54,       123.67,        -0.49,        76.87,       -48.33,       108.13,
    4.26,        12.54,       123.46,        -0.49,        77.08,       -48.48,       107.86,
    4.27,        12.54,       123.25,        -0.49,        77.29,       -48.63,       107.59,
    4.28,        12.54,       123.05,        -0.49,        77.50,       -48.78,       107.32,
    4.29,        12.54,       122.84,        -0.49,        77.71,       -48.92,       107.05,
    4.30,        12.54,       122.64,        -0.49,        77.92,       -49.07,       106.79,
    4.31,        12.54,       122.43,        -0.49,        78.12,       -49.22,       106.52,
    4.32,        12.54,       122.23,        -0.49,        78.33,       -49.36,       106.26,
    4.33,        12.54,       122.03,        -0.49,        78.54,       -49.51,       106.00,
    4.34,        12.54,       121.82,        -0.49,        78.74,       -49.65,       105.74,
    4.35,        12.54,       121.62,        -0.49,        78.95,       -49.80,       105.48,
    4.36,        12.54,       121.42,        -0.49,        79.15,       -49.95,       105.22,
    4.37,        12.54,       121.23,        -0.49,        79.36,       -50.09,       104.96,
    4.38,        12.54,       121.03,        -0.49,        79.56,       -50.24,       104.70,
    4.39,        12.54,       120.83,        -0.49,        79.76,       -50.38,       104.45,
    4.40,        12.54,       120.63,        -0.49,        79.97,       -50.53,       104.19,
    4.41,        12.54,       120.44,        -0.49,        80.17,       -50.67,       103.94,
    4.42,        12.54,       120.24,        -0.49,        80.37,       -50.81,       103.69,
    4.43,        12.54,       120.05,        -0.49,        80.57,       -50.96,       103.43,
    4.44,        12.54,       119.86,        -0.49,        80.77,       -51.10,       103.18,
    4.45,        12.54,       119.66,        -0.49,        80.98,       -51.24,       102.93,
    4.46,        12.54,       119.47,        -0.49,        81.18,       -51.39,       102.68,
    4.47,        12.54,       119.28,        -0.49,        81.38,       -51.53,       102.44,
    4.48,        12.54,       119.09,        -0.49,        81.58,       -51.68,       102.19,
    4.49,        12.54,       118.90,        -0.49,        81.77,       -51.82,       101.94,
    4.50,        12.54,       118.71,        -0.49,        81.97,       -51.96,       101.70,
    4.51,        12.54,       118.52,        -0.49,        82.17,       -52.10,       101.46,
    4.52,        12.54,       118.34,        -0.49,        82.37,       -52.24,       101.21,
    4.53,        12.54,       118.15,        -0.49,        82.57,       -52.39,       100.97,
    4.54,        12.54,       117.96,        -0.49,        82.76,       -52.53,       100.73,
    4.55,        12.54,       117.78,        -0.49,        82.96,       -52.67,       100.49,
    4.56,        12.54,       117.59,        -0.49,        83.16,       -52.81,       100.25,
    4.57,        12.54,       117.41,        -0.49,        83.35,       -52.95,       100.01,
    4.58,        12.54,       117.23,        -0.49,        83.55,       -53.09,        99.77,
    4.59,        12.54,       117.04,        -0.49,        83.74,       -53.23,        99.54,
    4.60,        12.54,       116.86,        -0.49,        83.94,       -53.37,        99.30,
    4.61,        12.54,       116.68,        -0.49,        84.13,       -53.51,        99.07,
    4.62,        12.54,       116.50,        -0.49,        84.32,       -53.66,        98.84,
    4.63,        12.54,       116.32,        -0.49,        84.52,       -53.79,        98.60,
    4.64,        12.54,       116.14,        -0.49,        84.71,       -53.94,        98.37,
    4.65,        12.54,       115.96,        -0.49,        84.90,       -54.07,        98.14,
    4.66,        12.54,       115.79,        -0.49,        85.09,       -54.21,        97.91,
    4.67,        12.54,       115.61,        -0.49,        85.28,       -54.35,        97.68,
    4.68,        12.54,       115.43,        -0.49,        85.47,       -54.49,        97.45,
    4.69,        12.54,       115.26,        -0.49,        85.67,       -54.63,        97.23,
    4.70,        12.54,       115.08,        -0.49,        85.86,       -54.77,        97.00,
    4.71,        12.54,       114.91,        -0.49,        86.05,       -54.91,        96.78,
    4.72,        12.54,       114.74,        -0.49,        86.23,       -55.05,        96.55,
    4.73,        12.54,       114.56,        -0.49,        86.42,       -55.18,        96.33,
    4.74,        12.54,       114.39,        -0.49,        86.61,       -55.32,        96.10,
    4.75,        12.54,       114.22,        -0.49,        86.80,       -55.46,        95.88,
    4.76,        12.54,       114.05,        -0.49,        86.99,       -55.60,        95.66,
    4.77,        12.54,       113.88,        -0.49,        87.18,       -55.74,        95.44,
    4.78,        12.54,       113.71,        -0.49,        87.36,       -55.87,        95.22,
    4.79,        12.54,       113.54,        -0.49,        87.55,       -56.01,        95.01,
    4.80,        12.54,       113.37,        -0.49,        87.73,       -56.15,        94.79,
    4.81,        12.54,       113.20,        -0.49,        87.92,       -56.28,        94.57,
    4.82,        12.54,       113.04,        -0.49,        88.11,       -56.42,        94.36,
    4.83,        12.54,       112.87,        -0.49,        88.29,       -56.56,        94.14,
    4.84,        12.54,       112.70,        -0.49,        88.47,       -56.70,        93.93,
    4.85,        12.54,       112.54,        -0.49,        88.66,       -56.83,        93.71,
    4.86,        12.54,       112.37,        -0.49,        88.84,       -56.97,        93.50,
    4.87,        12.54,       112.21,        -0.49,        89.03,       -57.10,        93.29,
    4.88,        12.54,       112.05,        -0.49,        89.21,       -57.24,        93.08,
    4.89,        12.54,       111.88,        -0.49,        89.39,       -57.37,        92.87,
    4.90,        12.54,       111.72,        -0.49,        89.57,       -57.51,        92.66,
    4.91,        12.54,       111.56,        -0.49,        89.76,       -57.65,        92.45,
    4.92,        12.54,       111.40,        -0.49,        89.94,       -57.78,        92.25,
    4.93,        12.54,       111.24,        -0.49,        90.12,       -57.92,        92.04,
    4.94,        12.54,       111.08,        -0.49,        90.30,       -58.05,        91.83,
    4.95,        12.54,       110.92,        -0.49,        90.48,       -58.18,        91.63,
    4.96,        12.54,       110.76,        -0.49,        90.66,       -58.32,        91.43,
    4.97,        12.54,       110.60,        -0.49,        90.84,       -58.45,        91.22,
    4.98,        12.54,       110.44,        -0.49,        91.02,       -58.59,        91.02,
    4.99,        12.54,       110.29,        -0.49,        91.20,       -58.72,        90.82,
    5.00,        12.54,       110.13,        -0.49,        91.37,       -58.86,        90.62,
    5.01,        12.54,       109.98,        -0.49,        91.55,       -58.99,        90.42,
    5.02,        12.54,       109.82,        -0.49,        91.73,       -59.12,        90.22,
    5.03,        12.54,       109.67,        -0.49,        91.91,       -59.26,        90.02,
    5.04,        12.54,       109.51,        -0.49,        92.08,       -59.39,        89.82,
    5.05,        12.54,       109.36,        -0.49,        92.26,       -59.52,        89.63,
    5.06,        12.54,       109.20,        -0.49,        92.44,       -59.66,        89.43,
    5.07,        12.54,       109.05,        -0.49,        92.61,       -59.79,        89.23,
    5.08,        12.54,       108.90,        -0.49,        92.79,       -59.92,        89.04,
    5.09,        12.54,       108.75,        -0.49,        92.96,       -60.06,        88.85,
    5.10,        12.54,       108.60,        -0.49,        93.14,       -60.19,        88.65,
    5.11,        12.54,       108.45,        -0.49,        93.31,       -60.32,        88.46,
    5.12,        12.54,       108.30,        -0.49,        93.48,       -60.45,        88.27,
    5.13,        12.54,       108.15,        -0.49,        93.66,       -60.59,        88.08,
    5.14,        12.54,       108.00,        -0.49,        93.83,       -60.72,        87.89,
    5.15,        12.54,       107.85,        -0.49,        94.00,       -60.85,        87.70,
    5.16,        12.54,       107.70,        -0.49,        94.18,       -60.98,        87.51,
    5.17,        12.54,       107.55,        -0.49,        94.35,       -61.11,        87.32,
    5.18,        12.54,       107.41,        -0.49,        94.52,       -61.25,        87.14,
    5.19,        12.54,       107.26,        -0.49,        94.69,       -61.38,        86.95,
    5.20,        12.54,       107.11,        -0.49,        94.86,       -61.51,        86.76,
    5.21,        12.54,       106.97,        -0.49,        95.03,       -61.64,        86.58,
    5.22,        12.54,       106.82,        -0.49,        95.20,       -61.77,        86.39,
    5.23,        12.54,       106.68,        -0.49,        95.37,       -61.90,        86.21,
    5.24,        12.54,       106.54,        -0.49,        95.54,       -62.03,        86.03,
    5.25,        12.54,       106.39,        -0.49,        95.71,       -62.16,        85.85,
    5.26,        12.54,       106.25,        -0.49,        95.88,       -62.29,        85.67,
    5.27,        12.54,       106.11,        -0.49,        96.05,       -62.42,        85.48,
    5.28,        12.54,       105.97,        -0.49,        96.22,       -62.55,        85.31,
    5.29,        12.54,       105.82,        -0.49,        96.39,       -62.68,        85.13,
    5.30,        12.54,       105.68,        -0.49,        96.55,       -62.81,        84.95,
    5.31,        12.54,       105.54,        -0.49,        96.72,       -62.94,        84.77,
    5.32,        12.54,       105.40,        -0.49,        96.89,       -63.07,        84.59,
    5.33,        12.54,       105.26,        -0.49,        97.05,       -63.20,        84.42,
    5.34,        12.54,       105.12,        -0.49,        97.22,       -63.33,        84.24,
    5.35,        12.54,       104.99,        -0.49,        97.39,       -63.46,        84.07,
    5.36,        12.54,       104.85,        -0.49,        97.55,       -63.59,        83.89,
    5.37,        12.54,       104.71,        -0.49,        97.72,       -63.72,        83.72,
    5.38,        12.54,       104.57,        -0.49,        97.88,       -63.85,        83.54,
    5.39,        12.54,       104.44,        -0.49,        98.05,       -63.98,        83.37,
    5.40,        12.54,       104.30,        -0.49,        98.21,       -64.11,        83.20,
    5.41,        12.54,       104.16,        -0.49,        98.37,       -64.23,        83.03,
    5.42,        12.54,       104.03,        -0.49,        98.54,       -64.36,        82.86,
    5.43,        12.54,       103.89,        -0.49,        98.70,       -64.49,        82.69,
    5.44,        12.54,       103.76,        -0.49,        98.86,       -64.62,        82.52,
    5.45,        12.54,       103.63,        -0.49,        99.03,       -64.75,        82.35,
    5.46,        12.54,       103.49,        -0.49,        99.19,       -64.88,        82.19,
    5.47,        12.54,       103.36,        -0.49,        99.35,       -65.00,        82.02,
    5.48,        12.54,       103.23,        -0.49,        99.51,       -65.13,        81.85,
    5.49,        12.54,       103.09,        -0.49,        99.67,       -65.26,        81.69,
    5.50,        12.54,       102.96,        -0.49,        99.83,       -65.39,        81.52,
    5.51,        12.54,       102.83,        -0.49,       100.00,       -65.52,        81.36,
    5.52,        12.54,       102.70,        -0.49,       100.16,       -65.64,        81.19,
    5.53,        12.54,       102.57,        -0.49,       100.32,       -65.77,        81.03,
    5.54,        12.54,       102.44,        -0.49,       100.48,       -65.90,        80.87,
    5.55,        12.54,       102.31,        -0.49,       100.63,       -66.03,        80.71,
    5.56,        12.54,       102.18,        -0.49,       100.79,       -66.15,        80.54,
    5.57,        12.54,       102.05,        -0.49,       100.95,       -66.28,        80.38,
    5.58,        12.54,       101.92,        -0.49,       101.11,       -66.41,        80.22,
    5.59,        12.54,       101.79,        -0.49,       101.27,       -66.53,        80.06,
    5.60,        12.54,       101.67,        -0.49,       101.43,       -66.66,        79.91,
    5.61,        12.54,       101.54,        -0.49,       101.58,       -66.79,        79.75,
    5.62,        12.54,       101.41,        -0.49,       101.74,       -66.91,        79.59,
    5.63,        12.54,       101.29,        -0.49,       101.90,       -67.04,        79.43,
    5.64,        12.54,       101.16,        -0.49,       102.06,       -67.17,        79.28,
    5.65,        12.54,       101.03,        -0.49,       102.21,       -67.29,        79.12,
    5.66,        12.54,       100.91,        -0.49,       102.37,       -67.42,        78.97,
    5.67,        12.54,       100.78,        -0.49,       102.52,       -67.54,        78.81,
    5.68,        12.54,       100.66,        -0.49,       102.68,       -67.67,        78.66,
    5.69,        12.54,       100.54,        -0.49,       102.83,       -67.80,        78.50,
    5.70,        12.54,       100.41,        -0.49,       102.99,       -67.92,        78.35,
    5.71,        12.54,       100.29,        -0.49,       103.14,       -68.05,        78.20,
    5.72,        12.54,       100.17,        -0.49,       103.30,       -68.17,        78.05,
    5.73,        12.54,       100.04,        -0.49,       103.45,       -68.30,        77.90,
    5.74,        12.54,        99.92,        -0.49,       103.61,       -68.42,        77.75,
    5.75,        12.54,        99.80,        -0.49,       103.76,       -68.55,        77.60,
    5.76,        12.54,        99.68,        -0.49,       103.91,       -68.67,        77.45,
    5.77,        12.54,        99.56,        -0.49,       104.07,       -68.80,        77.30,
    5.78,        12.54,        99.44,        -0.49,       104.22,       -68.92,        77.15,
    5.79,        12.54,        99.32,        -0.49,       104.37,       -69.05,        77.00,
    5.80,        12.54,        99.20,        -0.49,       104.52,       -69.17,        76.85,
    5.81,        12.54,        99.08,        -0.49,       104.67,       -69.30,        76.71,
    5.82,        12.54,        98.96,        -0.49,       104.83,       -69.42,        76.56,
    5.83,        12.54,        98.84,        -0.49,       104.98,       -69.55,        76.42,
    5.84,        12.54,        98.72,        -0.49,       105.13,       -69.67,        76.27,
    5.85,        12.54,        98.61,        -0.49,       105.28,       -69.80,        76.13,
    5.86,        12.54,        98.49,        -0.49,       105.43,       -69.92,        75.98,
    5.87,        12.54,        98.37,        -0.49,       105.58,       -70.04,        75.84,
    5.88,        12.54,        98.25,        -0.49,       105.73,       -70.17,        75.70,
    5.89,        12.54,        98.14,        -0.49,       105.88,       -70.29,        75.56,
    5.90,        12.54,        98.02,        -0.49,       106.03,       -70.42,        75.42,
    5.91,        12.54,        97.91,        -0.49,       106.18,       -70.54,        75.27,
    5.92,        12.54,        97.79,        -0.49,       106.33,       -70.66,        75.13,
    5.93,        12.54,        97.67,        -0.49,       106.47,       -70.79,        74.99,
    5.94,        12.54,        97.56,        -0.49,       106.62,       -70.91,        74.86,
    5.95,        12.54,        97.45,        -0.49,       106.77,       -71.03,        74.72,
    5.96,        12.54,        97.33,        -0.49,       106.92,       -71.16,        74.58,
    5.97,        12.54,        97.22,        -0.49,       107.06,       -71.28,        74.44,
    5.98,        12.54,        97.10,        -0.49,       107.21,       -71.40,        74.30,
    5.99,        12.54,        96.99,        -0.49,       107.36,       -71.53,        74.17,
    6.00,        12.54,        96.88,        -0.49,       107.51,       -71.65,        74.03,
    6.01,        12.54,        96.77,        -0.49,       107.65,       -71.77,        73.89,
    6.02,        12.54,        96.66,        -0.49,       107.80,       -71.90,        73.76,
    6.03,        12.54,        96.54,        -0.49,       107.94,       -72.02,        73.63,
    6.04,        12.54,        96.43,        -0.49,       108.09,       -72.14,        73.49,
    6.05,        12.54,        96.32,        -0.49,       108.23,       -72.26,        73.36,
    6.06,        12.54,        96.21,        -0.49,       108.38,       -72.39,        73.22,
    6.07,        12.54,        96.10,        -0.49,       108.52,       -72.51,        73.09,
    6.08,        12.54,        95.99,        -0.49,       108.67,       -72.63,        72.96,
    6.09,        12.54,        95.88,        -0.49,       108.81,       -72.75,        72.83,
    6.10,        12.54,        95.77,        -0.49,       108.96,       -72.88,        72.70,
    6.11,        12.54,        95.66,        -0.49,       109.10,       -73.00,        72.57,
    6.12,        12.54,        95.55,        -0.49,       109.24,       -73.12,        72.44,
    6.13,        12.54,        95.45,        -0.49,       109.39,       -73.24,        72.31,
    6.14,        12.54,        95.34,        -0.49,       109.53,       -73.36,        72.18,
    6.15,        12.54,        95.23,        -0.49,       109.67,       -73.48,        72.05,
    6.16,        12.54,        95.12,        -0.49,       109.82,       -73.61,        71.92,
    6.17,        12.54,        95.02,        -0.49,       109.96,       -73.73,        71.79,
    6.18,        12.54,        94.91,        -0.49,       110.10,       -73.85,        71.67,
    6.19,        12.54,        94.80,        -0.49,       110.24,       -73.97,        71.54,
    6.20,        12.54,        94.70,        -0.49,       110.38,       -74.09,        71.41,
    6.21,        12.54,        94.59,        -0.49,       110.52,       -74.21,        71.29,
    6.22,        12.54,        94.49,        -0.49,       110.67,       -74.34,        71.16,
    6.23,        12.54,        94.38,        -0.49,       110.81,       -74.46,        71.04,
    6.24,        12.54,        94.28,        -0.49,       110.95,       -74.58,        70.91,
    6.25,        12.54,        94.17,        -0.49,       111.09,       -74.70,        70.79,
    6.26,        12.54,        94.07,        -0.49,       111.23,       -74.82,        70.67,
    6.27,        12.54,        93.96,        -0.49,       111.37,       -74.94,        70.54,
    6.28,        12.54,        93.86,        -0.49,       111.51,       -75.06,        70.42,
    6.29,        12.54,        93.76,        -0.49,       111.65,       -75.18,        70.30,
    6.30,        12.54,        93.65,        -0.49,       111.79,       -75.30,        70.18,
    6.31,        12.54,        93.55,        -0.49,       111.93,       -75.42,        70.06,
    6.32,        12.54,        93.45,        -0.49,       112.06,       -75.55,        69.94,
    6.33,        12.54,        93.34,        -0.49,       112.20,       -75.66,        69.82,
    6.34,        12.54,        93.24,        -0.49,       112.34,       -75.79,        69.70,
    6.35,        12.54,        93.14,        -0.49,       112.48,       -75.91,        69.58,
    6.36,        12.54,        93.04,        -0.49,       112.62,       -76.03,        69.46,
    6.37,        12.54,        92.94,        -0.49,       112.75,       -76.15,        69.34,
    6.38,        12.54,        92.84,        -0.49,       112.89,       -76.27,        69.22,
    6.39,        12.54,        92.74,        -0.49,       113.03,       -76.39,        69.10,
    6.40,        12.54,        92.64,        -0.49,       113.17,       -76.51,        68.99,
    6.41,        12.54,        92.54,        -0.49,       113.30,       -76.63,        68.87,
    6.42,        12.54,        92.44,        -0.49,       113.44,       -76.75,        68.75,
    6.43,        12.54,        92.34,        -0.49,       113.58,       -76.87,        68.64,
    6.44,        12.54,        92.24,        -0.49,       113.71,       -76.99,        68.52,
    6.45,        12.54,        92.14,        -0.49,       113.85,       -77.11,        68.41,
    6.46,        12.54,        92.04,        -0.49,       113.98,       -77.23,        68.29,
    6.47,        12.54,        91.94,        -0.49,       114.12,       -77.34,        68.18,
    6.48,        12.54,        91.85,        -0.49,       114.25,       -77.47,        68.07,
    6.49,        12.54,        91.75,        -0.49,       114.39,       -77.58,        67.95,
    6.50,        12.54,        91.65,        -0.49,       114.52,       -77.70,        67.84,
    6.51,        12.54,        91.55,        -0.49,       114.66,       -77.82,        67.73,
    6.52,        12.54,        91.46,        -0.49,       114.79,       -77.94,        67.62,
    6.53,        12.54,        91.36,        -0.49,       114.93,       -78.06,        67.50,
    6.54,        12.54,        91.27,        -0.49,       115.06,       -78.18,        67.39,
    6.55,        12.54,        91.17,        -0.49,       115.19,       -78.30,        67.28,
    6.56,        12.54,        91.07,        -0.49,       115.33,       -78.42,        67.17,
    6.57,        12.54,        90.98,        -0.49,       115.46,       -78.54,        67.06,
    6.58,        12.54,        90.88,        -0.49,       115.59,       -78.66,        66.95,
    6.59,        12.54,        90.79,        -0.49,       115.73,       -78.77,        66.84,
    6.60,        12.54,        90.69,        -0.49,       115.86,       -78.89,        66.74,
    6.61,        12.54,        90.60,        -0.49,       115.99,       -79.01,        66.63,
    6.62,        12.54,        90.50,        -0.49,       116.12,       -79.13,        66.52,
    6.63,        12.54,        90.41,        -0.49,       116.26,       -79.25,        66.41,
    6.64,        12.54,        90.32,        -0.49,       116.39,       -79.37,        66.31,
    6.65,        12.54,        90.22,        -0.49,       116.52,       -79.49,        66.20,
    6.66,        12.54,        90.13,        -0.49,       116.65,       -79.61,        66.09,
    6.67,        12.54,        90.04,        -0.49,       116.78,       -79.72,        65.99,
    6.68,        12.54,        89.95,        -0.49,       116.91,       -79.84,        65.88,
    6.69,        12.54,        89.85,        -0.49,       117.05,       -79.96,        65.78,
    6.70,        12.54,        89.76,        -0.49,       117.18,       -80.08,        65.67,
    6.71,        12.54,        89.67,        -0.49,       117.31,       -80.20,        65.57,
    6.72,        12.54,        89.58,        -0.49,       117.44,       -80.32,        65.46,
    6.73,        12.54,        89.49,        -0.49,       117.57,       -80.43,        65.36,
    6.74,        12.54,        89.40,        -0.49,       117.70,       -80.55,        65.26,
    6.75,        12.54,        89.30,        -0.49,       117.83,       -80.67,        65.15,
    6.76,        12.54,        89.21,        -0.49,       117.96,       -80.79,        65.05,
    6.77,        12.54,        89.12,        -0.49,       118.09,       -80.90,        64.95,
    6.78,        12.54,        89.03,        -0.49,       118.21,       -81.02,        64.85,
    6.79,        12.54,        88.94,        -0.49,       118.34,       -81.14,        64.75,
    6.80,        12.54,        88.85,        -0.49,       118.47,       -81.26,        64.65,
    6.81,        12.54,        88.76,        -0.49,       118.60,       -81.37,        64.55,
    6.82,        12.54,        88.67,        -0.49,       118.73,       -81.49,        64.44,
    6.83,        12.54,        88.59,        -0.49,       118.86,       -81.61,        64.35,
    6.84,        12.54,        88.50,        -0.49,       118.99,       -81.73,        64.25,
    6.85,        12.54,        88.41,        -0.49,       119.11,       -81.84,        64.15,
    6.86,        12.54,        88.32,        -0.49,       119.24,       -81.96,        64.05,
    6.87,        12.54,        88.23,        -0.49,       119.37,       -82.08,        63.95,
    6.88,        12.54,        88.14,        -0.49,       119.50,       -82.20,        63.85,
    6.89,        12.54,        88.06,        -0.49,       119.62,       -82.31,        63.75,
    6.90,        12.54,        87.97,        -0.49,       119.75,       -82.43,        63.66,
    6.91,        12.54,        87.88,        -0.49,       119.88,       -82.54,        63.56,
    6.92,        12.54,        87.80,        -0.49,       120.00,       -82.66,        63.46,
    6.93,        12.54,        87.71,        -0.49,       120.13,       -82.78,        63.37,
    6.94,        12.54,        87.62,        -0.49,       120.26,       -82.90,        63.27,
    6.95,        12.54,        87.54,        -0.49,       120.38,       -83.01,        63.18,
    6.96,        12.54,        87.45,        -0.49,       120.51,       -83.13,        63.08,
    6.97,        12.54,        87.37,        -0.49,       120.63,       -83.25,        62.99,
    6.98,        12.54,        87.28,        -0.49,       120.76,       -83.36,        62.89,
    6.99,        12.54,        87.19,        -0.49,       120.89,       -83.48,        62.80,
    7.00,        12.54,        87.11,        -0.49,       121.01,       -83.60,        62.70,
    7.01,        12.54,        87.03,        -0.49,       121.14,       -83.71,        62.61,
    7.02,        12.54,        86.94,        -0.49,       121.26,       -83.83,        62.52,
    7.03,        12.54,        86.86,        -0.49,       121.39,       -83.94,        62.42,
    7.04,        12.54,        86.77,        -0.49,       121.51,       -84.06,        62.33,
    7.05,        12.54,        86.69,        -0.49,       121.64,       -84.18,        62.24,
    7.06,        12.54,        86.60,        -0.49,       121.76,       -84.30,        62.15,
    7.07,        12.54,        86.52,        -0.49,       121.88,       -84.41,        62.06,
    7.08,        12.54,        86.44,        -0.49,       122.01,       -84.53,        61.97,
    7.09,        12.54,        86.35,        -0.49,       122.13,       -84.64,        61.88,
    7.10,        12.54,        86.27,        -0.49,       122.25,       -84.76,        61.79,
    7.11,        12.54,        86.19,        -0.49,       122.38,       -84.87,        61.70,
    7.12,        12.54,        86.11,        -0.49,       122.50,       -84.99,        61.61,
    7.13,        12.54,        86.02,        -0.49,       122.62,       -85.11,        61.52,
    7.14,        12.54,        85.94,        -0.49,       122.75,       -85.22,        61.43,
    7.15,        12.54,        85.86,        -0.49,       122.87,       -85.34,        61.34,
    7.16,        12.54,        85.78,        -0.49,       122.99,       -85.46,        61.25,
    7.17,        12.54,        85.70,        -0.49,       123.12,       -85.57,        61.16,
    7.18,        12.54,        85.62,        -0.49,       123.24,       -85.69,        61.07,
    7.19,        12.54,        85.54,        -0.49,       123.36,       -85.80,        60.99,
    7.20,        12.54,        85.46,        -0.49,       123.48,       -85.92,        60.90,
    7.21,        12.54,        85.37,        -0.49,       123.60,       -86.03,        60.81,
    7.22,        12.54,        85.29,        -0.49,       123.73,       -86.15,        60.73,
    7.23,        12.54,        85.21,        -0.49,       123.85,       -86.26,        60.64,
    7.24,        12.54,        85.13,        -0.49,       123.97,       -86.38,        60.55,
    7.25,        12.54,        85.05,        -0.49,       124.09,       -86.49,        60.47,
    7.26,        12.54,        84.97,        -0.49,       124.21,       -86.61,        60.38,
    7.27,        12.54,        84.90,        -0.49,       124.33,       -86.72,        60.30,
    7.28,        12.54,        84.82,        -0.49,       124.45,       -86.84,        60.21,
    7.29,        12.54,        84.74,        -0.49,       124.57,       -86.95,        60.13,
    7.30,        12.54,        84.66,        -0.49,       124.69,       -87.07,        60.04,
    7.31,        12.54,        84.58,        -0.49,       124.81,       -87.18,        59.96,
    7.32,        12.54,        84.50,        -0.49,       124.93,       -87.30,        59.88,
    7.33,        12.54,        84.42,        -0.49,       125.05,       -87.41,        59.79,
    7.34,        12.54,        84.35,        -0.49,       125.17,       -87.53,        59.71,
    7.35,        12.54,        84.27,        -0.49,       125.29,       -87.64,        59.63,
