Time (d), qI (mm/d), qT (mm/d), qR (mm/d), qB (mm/d), dS (mm/d)
    4.64,     3.000,     3.000,     0.000,     0.117,     2.883
    4.65,     3.000,     3.000,     0.000,     0.117,     2.883
    4.66,     3.000,     3.000,     0.000,     0.117,     2.883
    4.67,     3.000,     3.000,     0.000,     0.117,     2.883
    4.68,     3.000,     3.000,     0.000,     0.117,     2.883
    4.69,     3.000,     3.000,     0.000,     0.117,     2.883
    4.70,     3.000,     3.000,     0.000,     0.117,     2.883
    4.71,     3.000,     3.000,     0.000,     0.117,     2.883
    4.72,     3.000,     3.000,     0.000,     0.117,     2.883
    4.73,     3.000,     3.000,     0.000,     0.117,     2.883
    4.74,     3.000,     3.000,     0.000,     0.117,     2.883
    4.75,     3.000,     3.000,     0.000,     0.117,     2.883
    4.76,     3.000,     3.000,     0.000,     0.117,     2.883
    4.77,     3.000,     2.998,     0.002,     0.117,     2.880
    4.78,     3.000,     2.988,     0.012,     0.117,     2.871
    4.79,     3.000,     2.981,     0.019,     0.117,     2.863
    4.80,     3.000,     2.975,     0.025,     0.117,     2.857
    4.81,     3.000,     2.969,     0.031,     0.117,     2.852
    4.82,     3.000,     2.964,     0.036,     0.117,     2.846
    4.83,     3.000,     2.959,     0.041,     0.117,     2.841
    4.84,     3.000,     2.954,     0.046,     0.117,     2.837
    4.85,     3.000,     2.949,     0.051,     0.117,     2.832
    4.86,     3.000,     2.945,     0.055,     0.117,     2.828
    4.87,     3.000,     2.941,     0.059,     0.117,     2.823
    4.88,     3.000,     2.936,     0.064,     0.117,     2.819
    4.89,     3.000,     2.932,     0.068,     0.117,     2.815
    4.90,     3.000,     2.928,     0.072,     0.117,     2.811
    4.91,     3.000,     2.924,     0.076,     0.117,     2.807
    4.92,     3.000,     2.921,     0.079,     0.117,     2.803
    4.93,     3.000,     2.917,     0.083,     0.117,     2.799
    4.94,     3.000,     2.913,     0.087,     0.117,     2.796
    4.95,     3.000,     2.909,     0.091,     0.117,     2.792
    4.96,     3.000,     2.906,     0.094,     0.117,     2.788
    4.97,     3.000,     2.902,     0.098,     0.117,     2.785
    4.98,     3.000,     2.899,     0.101,     0.117,     2.781
    4.99,     3.000,     2.895,     0.105,     0.117,     2.778
    5.00,     3.000,     2.892,     0.108,     0.117,     2.774
    5.01,     3.000,     2.888,     0.112,     0.117,     2.771
    5.02,     3.000,     2.885,     0.115,     0.117,     2.768
    5.03,     3.000,     2.882,     0.118,     0.117,     2.764
    5.04,     3.000,     2.879,     0.121,     0.117,     2.761
    5.05,     3.000,     2.875,     0.125,     0.117,     2.758
    5.06,     3.000,     2.872,     0.128,     0.117,     2.755
    5.07,     3.000,     2.869,     0.131,     0.117,     2.752
    5.08,     3.000,     2.866,     0.134,     0.117,     2.748
    5.09,     3.000,     2.863,     0.137,     0.117,     2.745
    5.10,     3.000,     2.860,     0.140,     0.117,     2.742
    5.11,     3.000,     2.857,     0.143,     0.117,     2.739
    5.12,     3.000,     2.854,     0.146,     0.117,     2.736
    5.13,     3.000,     2.851,     0.149,     0.117,     2.733
    5.14,     3.000,     2.848,     0.152,     0.117,     2.730
    5.15,     3.000,     2.845,     0.155,     0.117,     2.727
    5.16,     3.000,     2.842,     0.158,     0.117,     2.724
    5.17,     3.000,     2.839,     0.161,     0.117,     2.721
    5.18,     3.000,     2.836,     0.164,     0.117,     2.719
    5.19,     3.000,     2.833,     0.167,     0.117,     2.716
    5.20,     3.000,     2.830,     0.170,     0.117,     2.713
    5.21,     3.000,     2.827,     0.173,     0.117,     2.710
    5.22,     3.000,     2.825,     0.175,     0.117,     2.707
    5.23,     3.000,     2.822,     0.178,     0.117,     2.704
    5.24,     3.000,     2.819,     0.181,     0.117,     2.702
    5.25,     3.000,     2.816,     0.184,     0.117,     2.699
    5.26,     3.000,     2.814,     0.186,     0.117,     2.696
    5.27,     3.000,     2.811,     0.189,     0.117,     2.694
    5.28,     3.000,     2.808,     0.192,     0.117,     2.691
    5.29,     3.000,     2.806,     0.194,     0.117,     2.688
    5.30,     3.000,     2.803,     0.197,     0.117,     2.686
    5.31,     3.000,     2.800,     0.200,     0.117,     2.683
    5.32,     3.000,     2.798,     0.202,     0.117,     2.680
    5.33,     3.000,     2.795,     0.205,     0.117,     2.678
    5.34,     3.000,     2.793,     0.207,     0.117,     2.675
    5.35,     3.000,     2.790,     0.210,     0.117,     2.673
    5.36,     3.000,     2.788,     0.212,     0.117,     2.670
    5.37,     3.000,     2.785,     0.215,     0.117,     2.668
    5.38,     3.000,     2.782,     0.218,     0.117,     2.665
    5.39,     3.000,     2.780,     0.220,     0.117,     2.663
    5.40,     3.000,     2.777,     0.223,     0.117,     2.660
    5.41,     3.000,     2.775,     0.225,     0.117,     2.658
    5.42,     3.000,     2.773,     0.227,     0.117,     2.655
    5.43,     3.000,     2.770,     0.230,     0.117,     2.653
    5.44,     3.000,     2.768,     0.232,     0.117,     2.650
    5.45,     3.000,     2.765,     0.235,     0.117,     2.648
    5.46,     3.000,     2.763,     0.237,     0.117,     2.645
    5.47,     3.000,     2.760,     0.240,     0.117,     2.643
    5.48,     3.000,     2.758,     0.242,     0.117,     2.641
    5.49,     3.000,     2.756,     0.244,     0.117,     2.638
    5.50,     3.000,     2.753,     0.247,     0.117,     2.636
    5.51,     3.000,     2.751,     0.249,     0.117,     2.634
    5.52,     3.000,     2.749,     0.251,     0.117,     2.631
    5.53,     3.000,     2.746,     0.254,     0.117,     2.629
    5.54,     3.000,     2.744,     0.256,     0.117,     2.627
    5.55,     3.000,     2.742,     0.258,     0.117,     2.624
    5.56,     3.000,     2.739,     0.261,     0.117,     2.622
    5.57,     3.000,     2.737,     0.263,     0.117,     2.620
    5.58,     3.000,     2.735,     0.265,     0.117,     2.617
    5.59,     3.000,     2.733,     0.267,     0.117,     2.615
    5.60,     3.000,     2.730,     0.270,     0.117,     2.613
    5.61,     3.000,     2.728,     0.272,     0.117,     2.611
    5.62,     3.000,     2.726,     0.274,     0.117,     2.609
    5.63,     3.000,     2.724,     0.276,     0.117,     2.606
    5.64,     3.000,     2.722,     0.278,     0.117,     2.604
    5.65,     3.000,     2.719,     0.281,     0.117,     2.602
    5.66,     3.000,     2.717,     0.283,     0.117,     2.600
    5.67,     3.000,     2.715,     0.285,     0.117,     2.598
    5.68,     3.000,     2.713,     0.287,     0.117,     2.595
    5.69,     3.000,     2.711,     0.289,     0.117,     2.593
    5.70,     3.000,     2.709,     0.291,     0.117,     2.591
    5.71,     3.000,     2.706,     0.294,     0.117,     2.589
    5.72,     3.000,     2.704,     0.296,     0.117,     2.587
    5.73,     3.000,     2.702,     0.298,     0.117,     2.585
    5.74,     3.000,     2.700,     0.300,     0.117,     2.583
    5.75,     3.000,     2.698,     0.302,     0.117,     2.581
    5.76,     3.000,     2.696,     0.304,     0.117,     2.578
    5.77,     3.000,     2.694,     0.306,     0.117,     2.576
    5.78,     3.000,     2.692,     0.308,     0.117,     2.574
    5.79,     3.000,     2.690,     0.310,     0.117,     2.572
    5.80,     3.000,     2.688,     0.312,     0.117,     2.570
    5.81,     3.000,     2.686,     0.314,     0.117,     2.568
    5.82,     3.000,     2.684,     0.316,     0.117,     2.566
    5.83,     3.000,     2.682,     0.318,     0.117,     2.564
    5.84,     3.000,     2.680,     0.320,     0.117,     2.562
    5.85,     3.000,     2.678,     0.322,     0.117,     2.560
    5.86,     3.000,     2.676,     0.324,     0.117,     2.558
    5.87,     3.000,     2.674,     0.326,     0.117,     2.556
    5.88,     3.000,     2.672,     0.328,     0.117,     2.554
    5.89,     3.000,     2.670,     0.330,     0.117,     2.552
    5.90,     3.000,     2.668,     0.332,     0.117,     2.550
    5.91,     3.000,     2.666,     0.334,     0.117,     2.548
    5.92,     3.000,     2.664,     0.336,     0.117,     2.546
    5.93,     3.000,     2.662,     0.338,     0.117,     2.544
    5.94,     3.000,     2.660,     0.340,     0.117,     2.542
    5.95,     3.000,     2.658,     0.342,     0.117,     2.540
    5.96,     3.000,     2.656,     0.344,     0.117,     2.539
    5.97,     3.000,     2.654,     0.346,     0.117,     2.537
    5.98,     3.000,     2.652,     0.348,     0.117,     2.535
    5.99,     3.000,     2.650,     0.350,     0.117,     2.533
    6.00,     3.000,     2.648,     0.352,     0.117,     2.531
    6.01,     3.000,     2.646,     0.354,     0.117,     2.529
    6.02,     3.000,     2.645,     0.355,     0.117,     2.527
    6.03,     3.000,     2.643,     0.357,     0.117,     2.525
    6.04,     3.000,     2.641,     0.359,     0.117,     2.523
    6.05,     3.000,     2.639,     0.361,     0.117,     2.522
    6.06,     3.000,     2.637,     0.363,     0.117,     2.520
    6.07,     3.000,     2.635,     0.365,     0.117,     2.518
    6.08,     3.000,     2.633,     0.367,     0.117,     2.516
    6.09,     3.000,     2.632,     0.368,     0.117,     2.514
    6.10,     3.000,     2.630,     0.370,     0.117,     2.512
    6.11,     3.000,     2.628,     0.372,     0.117,     2.511
    6.12,     3.000,     2.626,     0.374,     0.117,     2.509
    6.13,     3.000,     2.624,     0.376,     0.117,     2.507
    6.14,     3.000,     2.623,     0.377,     0.117,     2.505
    6.15,     3.000,     2.621,     0.379,     0.117,     2.503
    6.16,     3.000,     2.619,     0.381,     0.117,     2.502
    6.17,     3.000,     2.617,     0.383,     0.117,     2.500
    6.18,     3.000,     2.615,     0.385,     0.117,     2.498
    6.19,     3.000,     2.614,     0.386,     0.117,     2.496
    6.20,     3.000,     2.612,     0.388,     0.117,     2.494
    6.21,     3.000,     2.610,     0.390,     0.117,     2.493
    6.22,     3.000,     2.608,     0.392,     0.117,     2.491
    6.23,     3.000,     2.607,     0.393,     0.117,     2.489
    6.24,     3.000,     2.605,     0.395,     0.117,     2.487
    6.25,     3.000,     2.603,     0.397,     0.117,     2.486
    6.26,     3.000,     2.601,     0.399,     0.117,     2.484
    6.27,     3.000,     2.600,     0.400,     0.117,     2.482
    6.28,     3.000,     2.598,     0.402,     0.117,     2.481
    6.29,     3.000,     2.596,     0.404,     0.117,     2.479
    6.30,     3.000,     2.595,     0.405,     0.117,     2.477
    6.31,     3.000,     2.593,     0.407,     0.117,     2.476
    6.32,     3.000,     2.591,     0.409,     0.117,     2.474
    6.33,     3.000,     2.590,     0.410,     0.117,     2.472
    6.34,     3.000,     2.588,     0.412,     0.117,     2.470
    6.35,     3.000,     2.586,     0.414,     0.117,     2.469
    6.36,     3.000,     2.585,     0.415,     0.117,     2.467
    6.37,     3.000,     2.583,     0.417,     0.117,     2.465
    6.38,     3.000,     2.581,     0.419,     0.117,     2.464
    6.39,     3.000,     2.580,     0.420,     0.117,     2.462
    6.40,     3.000,     2.578,     0.422,     0.117,     2.461
    6.41,     3.000,     2.576,     0.424,     0.117,     2.459
    6.42,     3.000,     2.575,     0.425,     0.117,     2.457
    6.43,     3.000,     2.573,     0.427,     0.117,     2.456
    6.44,     3.000,     2.571,     0.429,     0.117,     2.454
    6.45,     3.000,     2.570,     0.430,     0.117,     2.452
    6.46,     3.000,     2.568,     0.432,     0.117,     2.451
    6.47,     3.000,     2.567,     0.433,     0.117,     2.449
    6.48,     3.000,     2.565,     0.435,     0.117,     2.448
    6.49,     3.000,     2.563,     0.437,     0.117,     2.446
    6.50,     3.000,     2.562,     0.438,     0.117,     2.444
    6.51,     3.000,     2.560,     0.440,     0.117,     2.443
    6.52,     3.000,     2.559,     0.441,     0.117,     2.441
    6.53,     3.000,     2.557,     0.443,     0.117,     2.440
    6.54,     3.000,     2.555,     0.445,     0.117,     2.438
    6.55,     3.000,     2.554,     0.446,     0.117,     2.436
    6.56,     3.000,     2.552,     0.448,     0.117,     2.435
    6.57,     3.000,     2.551,     0.449,     0.117,     2.433
    6.58,     3.000,     2.549,     0.451,     0.117,     2.432
    6.59,     3.000,     2.548,     0.452,     0.117,     2.430
    6.60,     3.000,     2.546,     0.454,     0.117,     2.429
    6.61,     3.000,     2.545,     0.455,     0.117,     2.427
    6.62,     3.000,     2.543,     0.457,     0.117,     2.426
    6.63,     3.000,     2.541,     0.459,     0.117,     2.424
    6.64,     3.000,     2.540,     0.460,     0.117,     2.423
    6.65,     3.000,     2.538,     0.462,     0.117,     2.421
    6.66,     3.000,     2.537,     0.463,     0.117,     2.420
    6.67,     3.000,     2.535,     0.465,     0.117,     2.418
    6.68,     3.000,     2.534,     0.466,     0.117,     2.416
    6.69,     3.000,     2.532,     0.468,     0.117,     2.415
    6.70,     3.000,     2.531,     0.469,     0.117,     2.413
    6.71,     3.000,     2.529,     0.471,     0.117,     2.412
    6.72,     3.000,     2.528,     0.472,     0.117,     2.410
    6.73,     3.000,     2.526,     0.474,     0.117,     2.409
    6.74,     3.000,     2.525,     0.475,     0.117,     2.408
    6.75,     3.000,     2.523,     0.477,     0.117,     2.406
    6.76,     3.000,     2.522,     0.478,     0.117,     2.405
    6.77,     3.000,     2.521,     0.479,     0.117,     2.403
    6.78,     3.000,     2.519,     0.481,     0.117,     2.402
    6.79,     3.000,     2.518,     0.482,     0.117,     2.400
    6.80,     3.000,     2.516,     0.484,     0.117,     2.399
    6.81,     3.000,     2.515,     0.485,     0.117,     2.397
    6.82,     3.000,     2.513,     0.487,     0.117,     2.396
    6.83,     3.000,     2.512,     0.488,     0.117,     2.394
    6.84,     3.000,     2.510,     0.490,     0.117,     2.393
    6.85,     3.000,     2.509,     0.491,     0.117,     2.392
    6.86,     3.000,     2.508,     0.492,     0.117,     2.390
    6.87,     3.000,     2.506,     0.494,     0.117,     2.389
    6.88,     3.000,     2.505,     0.495,     0.117,     2.387
    6.89,     3.000,     2.503,     0.497,     0.117,     2.386
    6.90,     3.000,     2.502,     0.498,     0.117,     2.384
    6.91,     3.000,     2.500,     0.500,     0.117,     2.383
    6.92,     3.000,     2.499,     0.501,     0.117,     2.382
    6.93,     3.000,     2.498,     0.502,     0.117,     2.380
    6.94,     3.000,     2.496,     0.504,     0.117,     2.379
    6.95,     3.000,     2.495,     0.505,     0.117,     2.377
    6.96,     3.000,     2.493,     0.507,     0.117,     2.376
    6.97,     3.000,     2.492,     0.508,     0.117,     2.375
    6.98,     3.000,     2.491,     0.509,     0.117,     2.373
    6.99,     3.000,     2.489,     0.511,     0.117,     2.372
    7.00,     3.000,     2.488,     0.512,     0.117,     2.370
    7.01,     3.000,     2.487,     0.513,     0.117,     2.369
    7.02,     3.000,     2.485,     0.515,     0.117,     2.368
    7.03,     3.000,     2.484,     0.516,     0.117,     2.366
    7.04,     3.000,     2.482,     0.518,     0.117,     2.365
    7.05,     3.000,     2.481,     0.519,     0.117,     2.364
    7.06,     3.000,     2.480,     0.520,     0.117,     2.362
    7.07,     3.000,     2.478,     0.522,     0.117,     2.361
    7.08,     3.000,     2.477,     0.523,     0.117,     2.360
    7.09,     3.000,     2.476,     0.524,     0.117,     2.358
    7.10,     3.000,     2.474,     0.526,     0.117,     2.357
    7.11,     3.000,     2.473,     0.527,     0.117,     2.356
    7.12,     3.000,     2.472,     0.528,     0.117,     2.354
    7.13,     3.000,     2.470,     0.530,     0.117,     2.353
    7.14,     3.000,     2.469,     0.531,     0.117,     2.352
    7.15,     3.000,     2.468,     0.532,     0.117,     2.350
    7.16,     3.000,     2.466,     0.534,     0.117,     2.349
    7.17,     3.000,     2.465,     0.535,     0.117,     2.348
    7.18,     3.000,     2.464,     0.536,     0.117,     2.346
    7.19,     3.000,     2.462,     0.538,     0.117,     2.345
    7.20,     3.000,     2.461,     0.539,     0.117,     2.344
    7.21,     3.000,     2.460,     0.540,     0.117,     2.342
    7.22,     3.000,     2.459,     0.541,     0.117,     2.341
    7.23,     3.000,     2.457,     0.543,     0.117,     2.340
    7.24,     3.000,     2.456,     0.544,     0.117,     2.339
    7.25,     3.000,     2.455,     0.545,     0.117,     2.337
    7.26,     3.000,     2.453,     0.547,     0.117,     2.336
    7.27,     3.000,     2.452,     0.548,     0.117,     2.335
    7.28,     3.000,     2.451,     0.549,     0.117,     2.333
    7.29,     3.000,     2.450,     0.550,     0.117,     2.332
    7.30,     3.000,     2.448,     0.552,     0.117,     2.331
    7.31,     3.000,     2.447,     0.553,     0.117,     2.330
    7.32,     3.000,     2.446,     0.554,     0.117,     2.328
    7.33,     3.000,     2.444,     0.556,     0.117,     2.327
    7.34,     3.000,     2.443,     0.557,     0.117,     2.326
    7.35,     3.000,     2.442,     0.558,     0.117,     2.325
    7.36,     3.000,     2.441,     0.559,     0.117,     2.323
    7.37,     3.000,     2.439,     0.561,     0.117,     2.322
    7.38,     3.000,     2.438,     0.562,     0.117,     2.321
    7.39,     3.000,     2.437,     0.563,     0.117,     2.320
    7.40,     3.000,     2.436,     0.564,     0.117,     2.318
    7.41,     3.000,     2.434,     0.566,     0.117,     2.317
    7.42,     3.000,     2.433,     0.567,     0.117,     2.316
    7.43,     3.000,     2.432,     0.568,     0.117,     2.315
    7.44,     3.000,     2.431,     0.569,     0.117,     2.313
    7.45,     3.000,     2.430,     0.570,     0.117,     2.312
    7.46,     3.000,     2.428,     0.572,     0.117,     2.311
    7.47,     3.000,     2.427,     0.573,     0.117,     2.310
    7.48,     3.000,     2.426,     0.574,     0.117,     2.308
    7.49,     3.000,     2.425,     0.575,     0.117,     2.307
    7.50,     3.000,     2.423,     0.577,     0.117,     2.306
    7.51,     3.000,     2.422,     0.578,     0.117,     2.305
    7.52,     3.000,     2.421,     0.579,     0.117,     2.304
    7.53,     3.000,     2.420,     0.580,     0.117,     2.302
    7.54,     3.000,     2.419,     0.581,     0.117,     2.301
    7.55,     3.000,     2.417,     0.583,     0.117,     2.300
    7.56,     3.000,     2.416,     0.584,     0.117,     2.299
    7.57,     3.000,     2.415,     0.585,     0.117,     2.298
    7.58,     3.000,     2.414,     0.586,     0.117,     2.296
    7.59,     3.000,     2.413,     0.587,     0.117,     2.295
    7.60,     3.000,     2.412,     0.588,     0.117,     2.294
    7.61,     3.000,     2.410,     0.590,     0.117,     2.293
    7.62,     3.000,     2.409,     0.591,     0.117,     2.292
    7.63,     3.000,     2.408,     0.592,     0.117,     2.291
    7.64,     3.000,     2.407,     0.593,     0.117,     2.289
    7.65,     3.000,     2.406,     0.594,     0.117,     2.288
    7.66,     3.000,     2.405,     0.595,     0.117,     2.287
    7.67,     3.000,     2.403,     0.597,     0.117,     2.286
    7.68,     3.000,     2.402,     0.598,     0.117,     2.285
    7.69,     3.000,     2.401,     0.599,     0.117,     2.284
    7.70,     3.000,     2.400,     0.600,     0.117,     2.282
    7.71,     3.000,     2.399,     0.601,     0.117,     2.281
    7.72,     3.000,     2.398,     0.602,     0.117,     2.280
    7.73,     3.000,     2.396,     0.604,     0.117,     2.279
    7.74,     3.000,     2.395,     0.605,     0.117,     2.278
    7.75,     3.000,     2.394,     0.606,     0.117,     2.277
    7.76,     3.000,     2.393,     0.607,     0.117,     2.276
    7.77,     3.000,     2.392,     0.608,     0.117,     2.274
    7.78,     3.000,     2.391,     0.609,     0.117,     2.273
    7.79,     3.000,     2.390,     0.610,     0.117,     2.272
    7.80,     3.000,     2.388,     0.612,     0.117,     2.271
    7.81,     3.000,     2.387,     0.613,     0.117,     2.270
    7.82,     3.000,     2.386,     0.614,     0.117,     2.269
    7.83,     3.000,     2.385,     0.615,     0.117,     2.268
    7.84,     3.000,     2.384,     0.616,     0.117,     2.267
    7.85,     3.000,     2.383,     0.617,     0.117,     2.265
    7.86,     3.000,     2.382,     0.618,     0.117,     2.264
    7.87,     3.000,     2.381,     0.619,     0.117,     2.263
    7.88,     3.000,     2.380,     0.620,     0.117,     2.262
    7.89,     3.000,     2.378,     0.622,     0.117,     2.261
    7.90,     3.000,     2.377,     0.623,     0.117,     2.260
    7.91,     3.000,     2.376,     0.624,     0.117,     2.259
    7.92,     3.000,     2.375,     0.625,     0.117,     2.258
    7.93,     3.000,     2.374,     0.626,     0.117,     2.257
    7.94,     3.000,     2.373,     0.627,     0.117,     2.256
    7.95,     3.000,     2.372,     0.628,     0.117,     2.254
    7.96,     3.000,     2.371,     0.629,     0.117,     2.253
    7.97,     3.000,     2.370,     0.630,     0.117,     2.252
    7.98,     3.000,     2.369,     0.631,     0.117,     2.251
    7.99,     3.000,     2.368,     0.632,     0.117,     2.250
    8.00,     3.000,     2.366,     0.634,     0.117,     2.249
    8.01,     3.000,     2.365,     0.635,     0.117,     2.248
    8.02,     3.000,     2.364,     0.636,     0.117,     2.247
    8.03,     3.000,     2.363,     0.637,     0.117,     2.246
    8.04,     3.000,     2.362,     0.638,     0.117,     2.245
    8.05,     3.000,     2.361,     0.639,     0.117,     2.244
    8.06,     3.000,     2.360,     0.640,     0.117,     2.243
    8.07,     3.000,     2.359,     0.641,     0.117,     2.242
    8.08,     3.000,     2.358,     0.642,     0.117,     2.241
    8.09,     3.000,     2.357,     0.643,     0.117,     2.239
    8.10,     3.000,     2.356,     0.644,     0.117,     2.238
    8.11,     3.000,     2.355,     0.645,     0.117,     2.237
    8.12,     3.000,     2.354,     0.646,     0.117,     2.236
    8.13,     3.000,     2.353,     0.647,     0.117,     2.235
    8.14,     3.000,     2.352,     0.648,     0.117,     2.234
    8.15,     3.000,     2.351,     0.649,     0.117,     2.233
    8.16,     3.000,     2.350,     0.650,     0.117,     2.232
    8.17,     3.000,     2.349,     0.651,     0.117,     2.231
    8.18,     3.000,     2.347,     0.653,     0.117,     2.230
    8.19,     3.000,     2.346,     0.654,     0.117,     2.229
    8.20,     3.000,     2.345,     0.655,     0.117,     2.228
    8.21,     3.000,     2.344,     0.656,     0.117,     2.227
    8.22,     3.000,     2.343,     0.657,     0.117,     2.226
    8.23,     3.000,     2.342,     0.658,     0.117,     2.225
    8.24,     3.000,     2.341,     0.659,     0.117,     2.224
    8.25,     3.000,     2.340,     0.660,     0.117,     2.223
    8.26,     3.000,     2.339,     0.661,     0.117,     2.222
    8.27,     3.000,     2.338,     0.662,     0.117,     2.221
    8.28,     3.000,     2.337,     0.663,     0.117,     2.220
    8.29,     3.000,     2.336,     0.664,     0.117,     2.219
    8.30,     3.000,     2.335,     0.665,     0.117,     2.218
    8.31,     3.000,     2.334,     0.666,     0.117,     2.217
    8.32,     3.000,     2.333,     0.667,     0.117,     2.216
    8.33,     3.000,     2.332,     0.668,     0.117,     2.215
    8.34,     3.000,     2.331,     0.669,     0.117,     2.214
    8.35,     3.000,     2.330,     0.670,     0.117,     2.213
    8.36,     3.000,     2.329,     0.671,     0.117,     2.212
    8.37,     3.000,     2.328,     0.672,     0.117,     2.211
    8.38,     3.000,     2.327,     0.673,     0.117,     2.210
    8.39,     3.000,     2.326,     0.674,     0.117,     2.209
    8.40,     3.000,     2.325,     0.675,     0.117,     2.208
    8.41,     3.000,     2.324,     0.676,     0.117,     2.207
    8.42,     3.000,     2.323,     0.677,     0.117,     2.206
    8.43,     3.000,     2.322,     0.678,     0.117,     2.205
    8.44,     3.000,     2.321,     0.679,     0.117,     2.204
    8.45,     3.000,     2.320,     0.680,     0.117,     2.203
    8.46,     3.000,     2.319,     0.681,     0.117,     2.202
    8.47,     3.000,     2.318,     0.682,     0.117,     2.201
    8.48,     3.000,     2.317,     0.683,     0.117,     2.200
    8.49,     3.000,     2.316,     0.684,     0.117,     2.199
    8.50,     3.000,     2.315,     0.685,     0.117,     2.198
    8.51,     3.000,     2.314,     0.686,     0.117,     2.197
    8.52,     3.000,     2.314,     0.686,     0.117,     2.196
    8.53,     3.000,     2.313,     0.687,     0.117,     2.195
    8.54,     3.000,     2.312,     0.688,     0.117,     2.194
    8.55,     3.000,     2.311,     0.689,     0.117,     2.193
    8.56,     3.000,     2.310,     0.690,     0.117,     2.192
    8.57,     3.000,     2.309,     0.691,     0.117,     2.191
    8.58,     3.000,     2.308,     0.692,     0.117,     2.190
    8.59,     3.000,     2.307,     0.693,     0.117,     2.189
    8.60,     3.000,     2.306,     0.694,     0.117,     2.188
    8.61,     3.000,     2.305,     0.695,     0.117,     2.187
    8.62,     3.000,     2.304,     0.696,     0.117,     2.187
    8.63,     3.000,     2.303,     0.697,     0.117,     2.186
    8.64,     3.000,     2.302,     0.698,     0.117,     2.185
    8.65,     3.000,     2.301,     0.699,     0.117,     2.184
    8.66,     3.000,     2.300,     0.700,     0.117,     2.183
    8.67,     3.000,     2.299,     0.701,     0.117,     2.182
    8.68,     3.000,     2.298,     0.702,     0.117,     2.181
    8.69,     3.000,     2.297,     0.703,     0.117,     2.180
    8.70,     3.000,     2.296,     0.704,     0.117,     2.179
    8.71,     3.000,     2.296,     0.704,     0.117,     2.178
    8.72,     3.000,     2.295,     0.705,     0.117,     2.177
    8.73,     3.000,     2.294,     0.706,     0.117,     2.176
    8.74,     3.000,     2.293,     0.707,     0.117,     2.175
    8.75,     3.000,     2.292,     0.708,     0.117,     2.174
    8.76,     3.000,     2.291,     0.709,     0.117,     2.173
    8.77,     3.000,     2.290,     0.710,     0.117,     2.173
    8.78,     3.000,     2.289,     0.711,     0.117,     2.172
    8.79,     3.000,     2.288,     0.712,     0.117,     2.171
    8.80,     3.000,     2.287,     0.713,     0.117,     2.170
    8.81,     3.000,     2.286,     0.714,     0.117,     2.169
    8.82,     3.000,     2.285,     0.715,     0.117,     2.168
    8.83,     3.000,     2.284,     0.716,     0.117,     2.167
    8.84,     3.000,     2.284,     0.716,     0.117,     2.166
    8.85,     3.000,     2.283,     0.717,     0.117,     2.165
    8.86,     3.000,     2.282,     0.718,     0.117,     2.164
    8.87,     3.000,     2.281,     0.719,     0.117,     2.163
    8.88,     3.000,     2.280,     0.720,     0.117,     2.163
    8.89,     3.000,     2.279,     0.721,     0.117,     2.162
    8.90,     3.000,     2.278,     0.722,     0.117,     2.161
    8.91,     3.000,     2.277,     0.723,     0.117,     2.160
    8.92,     3.000,     2.276,     0.724,     0.117,     2.159
    8.93,     3.000,     2.275,     0.725,     0.117,     2.158
    8.94,     3.000,     2.275,     0.725,     0.117,     2.157
    8.95,     3.000,     2.274,     0.726,     0.117,     2.156
    8.96,     3.000,     2.273,     0.727,     0.117,     2.155
    8.97,     3.000,     2.272,     0.728,     0.117,     2.155
    8.98,     3.000,     2.271,     0.729,     0.117,     2.154
    8.99,     3.000,     2.270,     0.730,     0.117,     2.153
    9.00,     3.000,     2.269,     0.731,     0.117,     2.152
    9.01,     3.000,     2.268,     0.732,     0.117,     2.151
    9.02,     3.000,     2.268,     0.732,     0.117,     2.150
    9.03,     3.000,     2.267,     0.733,     0.117,     2.149
    9.04,     3.000,     2.266,     0.734,     0.117,     2.148
    9.05,     3.000,     2.265,     0.735,     0.117,     2.147
    9.06,     3.000,     2.264,     0.736,     0.117,     2.147
    9.07,     3.000,     2.263,     0.737,     0.117,     2.146
    9.08,     3.000,     2.262,     0.738,     0.117,     2.145
    9.09,     3.000,     2.261,     0.739,     0.117,     2.144
    9.10,     3.000,     2.261,     0.739,     0.117,     2.143
    9.11,     3.000,     2.260,     0.740,     0.117,     2.142
    9.12,     3.000,     2.259,     0.741,     0.117,     2.141
    9.13,     3.000,     2.258,     0.742,     0.117,     2.141
    9.14,     3.000,     2.257,     0.743,     0.117,     2.140
    9.15,     3.000,     2.256,     0.744,     0.117,     2.139
    9.16,     3.000,     2.255,     0.745,     0.117,     2.138
    9.17,     3.000,     2.255,     0.745,     0.117,     2.137
    9.18,     3.000,     2.254,     0.746,     0.117,     2.136
    9.19,     3.000,     2.253,     0.747,     0.117,     2.135
    9.20,     3.000,     2.252,     0.748,     0.117,     2.135
    9.21,     3.000,     2.251,     0.749,     0.117,     2.134
    9.22,     3.000,     2.250,     0.750,     0.117,     2.133
    9.23,     3.000,     2.249,     0.751,     0.117,     2.132
    9.24,     3.000,     2.249,     0.751,     0.117,     2.131
    9.25,     3.000,     2.248,     0.752,     0.117,     2.130
    9.26,     3.000,     2.247,     0.753,     0.117,     2.130
    9.27,     3.000,     2.246,     0.754,     0.117,     2.129
    9.28,     3.000,     2.245,     0.755,     0.117,     2.128
